"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation","AWindSpeed","RainDays","SnowDays","StormDays","FoggyDays","TornadoDays","HailDays"
1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,6.3,NA,3,NA,18.1,145,54,19,54,0,3
1960,5.8,9.3,2.6,NA,18.2,166,61,25,78,0,1
1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,5.2,9.3,1.2,3094.43,16.2,127,83,14,78,0,1
1965,4.7,8.5,1,NA,19,142,100,16,53,0,2
1966,6,9.7,2,1848.09,15.6,163,95,18,79,0,1
1967,6.7,10.5,2.3,1533.85,13.1,157,88,20,69,0,4
1968,5.4,9.2,1.2,641.82,12.6,145,86,12,68,0,0
1969,4.5,8.5,0.3,691.1,14.3,135,71,18,54,0,0
1970,5.3,9,1.5,768.86,13.8,155,89,19,78,0,0
1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,5.9,10,1.9,699.74,15,167,84,12,53,0,1
1974,6.4,10.1,3,668.6,14.2,189,40,11,67,0,0
1975,7.7,11.6,3.8,633.78,14,170,53,16,54,1,4
1976,4.6,8.6,0.8,591.02,15.7,144,90,16,54,0,1
1977,5.6,9.2,2.2,765.56,16.3,172,66,15,77,1,0
1978,4.9,8.5,1.4,678.95,15.4,167,78,13,51,0,0
1979,5.3,9.1,1.5,605.34,16.2,162,85,17,63,0,0
1980,4.5,8,0.9,781.44,14.9,170,100,16,58,0,2
1981,6,9.9,2.3,1051.62,15.4,160,103,17,66,0,1
1982,6.4,10.3,2.7,461.52,13.3,137,60,12,52,0,2
1983,7.4,11.4,3.4,1128.75,15,134,77,13,26,0,1
1984,6.5,10,3.2,544.82,13.9,133,77,15,19,0,1
1985,4.8,8.5,1.1,604.52,11.9,136,94,12,32,0,2
1986,6,9.9,2,974.38,13.3,128,79,3,14,0,2
1987,4.5,8.6,0.3,637.84,12.2,125,68,9,46,0,0
1988,6.4,10.3,2.6,639.83,12.1,117,90,12,47,0,1
1989,7.9,11.7,4.3,588.75,11.7,160,40,10,57,0,1
1990,7.6,11.5,3.9,732.35,16.5,204,51,19,63,0,6
1991,6.8,10.9,2.6,523,16,161,66,14,102,0,0
1992,7.1,11.2,2.9,612.43,16,185,69,16,84,0,2
1993,6,9.9,1.9,666.7,16,165,73,16,61,0,4
1994,6.7,10.6,2.7,735.81,13.5,184,90,13,58,0,1
1995,6.8,10.9,2.6,671.02,14.5,169,112,16,84,0,5
1996,5.4,9.6,1,502.64,12.9,141,88,21,68,2,0
1997,6.4,10.3,2.3,639.44,14.4,191,112,26,69,0,1
1998,6.6,10.5,2.7,709.51,14.4,187,92,21,65,0,0
1999,8.73333333333333,11.7333333333333,4.8,555.96,16.0666666666667,121.666666666667,61,14,47,0.333333333333333,0.333333333333333
2000,8.8,11.9666666666667,5,NA,16.75,150.333333333333,52.3333333333333,13.6666666666667,44.6666666666667,0,0
2001,7.4,10.9,3.45,NA,16.5,138,73.3333333333333,20,54.6666666666667,0.333333333333333,0.333333333333333
2002,NA,NA,NA,NA,NA,164,94,20,64,0,0
2003,7.6,10.6,3.35,630.41,13.9,144.666666666667,62,13.6666666666667,66.6666666666667,0.333333333333333,0.333333333333333
2004,7.3,10.5666666666667,3.63333333333333,705.41,13.2666666666667,165,65.3333333333333,13.3333333333333,75,0.666666666666667,0.333333333333333
2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,8,11.4666666666667,3.86666666666667,NA,12.7333333333333,140.666666666667,56.3333333333333,22,78.6666666666667,0,0
2007,8.33333333333333,11.65,4.43333333333333,NA,13.6666666666667,173.333333333333,50.3333333333333,18.6666666666667,67.3333333333333,1,0
2008,8.53333333333333,11.8333333333333,4.83333333333333,NA,13.9666666666667,184.666666666667,42.3333333333333,18,62,0.666666666666667,0.666666666666667
2009,7.36666666666667,10.8666666666667,3.46666666666667,NA,11.9333333333333,159.333333333333,67,19,80,0.333333333333333,0.666666666666667
2010,6.56666666666667,10.3,2.46666666666667,NA,11.8333333333333,163.333333333333,85,35.3333333333333,85,0,1
2011,7.96666666666667,11.6666666666667,3.86666666666667,NA,12.6,179.666666666667,56,34.3333333333333,78.6666666666667,0.666666666666667,1
2012,7,10.5,3.13333333333333,NA,12.3333333333333,182.666666666667,78.6666666666667,23,72.3333333333333,0,1
2013,7.8,11.2333333333333,3.73333333333333,NA,11.5,166,70.3333333333333,30.3333333333333,70.6666666666667,0,0.666666666666667
2014,8.06666666666667,12.0333333333333,3.86666666666667,NA,12.1,179.666666666667,31.6666666666667,23.6666666666667,61.3333333333333,0,0.333333333333333
2015,8.56666666666667,12.3333333333333,4.2,NA,12.5,195.666666666667,38.3333333333333,15.3333333333333,65.3333333333333,0,0.333333333333333
2016,7.8,11.3666666666667,3.66666666666667,NA,12.0666666666667,208.333333333333,67,17,64.3333333333333,0,1
2017,7.76666666666667,11.1666666666667,3.83333333333333,NA,12.4666666666667,223.666666666667,47.6666666666667,9.66666666666667,48,0,1
2018,8.46666666666667,12.4666666666667,4.06666666666667,NA,11.8,158,70.3333333333333,23.6666666666667,60.6666666666667,0,0.333333333333333
2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
