"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation","AWindSpeed","RainDays","SnowDays","StormDays","FoggyDays","TornadoDays","HailDays"
1936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,9.43333333333333,13.6,5.43333333333333,NA,17.3,128,38,14,69.5,0,2
1961,9.06,13.4444444444444,5.2,3074.94666666667,14.16,110.818181818182,49.4545454545455,17.0909090909091,44,0,0.727272727272727
1962,8.62,12.74,4.72,3376.745,15.4,116.5,58.6666666666667,13.1666666666667,51,0,0.5
1963,7.38333333333333,11.8333333333333,2.93333333333333,2628.26333333333,13.9166666666667,94.3333333333333,61.5,15.6666666666667,50,0,0.333333333333333
1964,6.93333333333333,11.1666666666667,2.4,NA,12.9333333333333,125.666666666667,74,18,63,0,1
1965,6.7,10.8666666666667,2.5,NA,15,119.666666666667,74.3333333333333,19.3333333333333,51.3333333333333,0,2.33333333333333
1966,9.06666666666667,13.4,4.7,1436.28666666667,13.7666666666667,141.333333333333,56.6666666666667,26.6666666666667,72.6666666666667,0,1.33333333333333
1967,8.03333333333333,12.7,3.36666666666667,2036.60333333333,12.9666666666667,108.333333333333,78.3333333333333,20.3333333333333,56.3333333333333,0.333333333333333,1
1968,7.66666666666667,12.1,3.1,844.54,13.8,121,75,23,54,0,0.666666666666667
1969,7.96470588235294,12.4882352941176,3.65882352941176,829.881333333333,16.3235294117647,100.105263157895,53.0526315789474,16.4210526315789,30.6315789473684,0,0.578947368421053
1970,9,13.2642857142857,4.80714285714286,912.452142857143,14.8928571428571,129.928571428571,54.3571428571429,19.8571428571429,46,0.142857142857143,1.42857142857143
1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,8.325,12.8,3.8875,603.599333333333,13.85,116.3125,54.75,21.9375,40.75,0.0625,1.25
1974,9,13.3333333333333,4.86,591.456666666667,13.46,118.2,39.8666666666667,17.3333333333333,46.5333333333333,0.4,1.6
1975,10.0733333333333,14.6866666666667,5.50666666666667,499.852,12.9333333333333,97.5333333333333,43.4666666666667,22,38.5333333333333,0.0666666666666667,1.06666666666667
1976,7.1125,11.35,2.98125,654.989333333333,13.10625,122.375,56.4375,21.9375,49.125,0.1875,1.5
1977,8.325,12.6625,4.18125,654.728,12.88125,126.1875,42.4375,23.8125,57.875,0,1.6875
1978,8.14,12.44,3.965,627.288947368421,12.895,122.090909090909,41.8181818181818,17.1818181818182,48.1363636363636,0.181818181818182,1.18181818181818
1979,8.81764705882353,13.2529411764706,4.46875,586.969333333333,13.7,115.235294117647,49.5294117647059,17.5882352941176,52.4705882352941,0.176470588235294,1.23529411764706
1980,7.50625,11.58125,3.5,724.246666666667,13.0125,134.4375,65.125,19.4375,60.1875,0.0625,1.6875
1981,9.43125,13.75625,5.175,622.141333333333,13.66,130.9375,53.875,19.125,52.9375,0.375,2.125
1982,8.60625,12.98125,4.30625,426.112,12.1875,101.875,41.5625,18.4375,56.25,0.25,0.75
1983,9.39375,14.01875,4.825,457.462666666667,13.56875,99.3125,49.375,18.75,41.75,0.125,1.25
1984,8.76666666666667,12.9555555555556,4.63333333333333,466.54875,14.275,105.263157894737,52.9473684210526,20.0526315789474,47.5789473684211,0.210526315789474,0.842105263157895
1985,7.17741935483871,11.4935483870968,2.87741935483871,507.746206896552,12,92.4516129032258,51.258064516129,16.9677419354839,53.2903225806452,0.0967741935483871,0.774193548387097
1986,8.51875,13.0375,3.98125,460.056666666667,13.95625,90,48.6875,19.375,45,0.125,1
1987,6.60625,10.89375,2.25,459.472,14.36875,103.5625,61.25,15.1875,54.875,0,0.875
1988,8.32,12.5066666666667,4.28,537.790666666667,13.84,108.866666666667,62.1333333333333,22.8,48.4,0,0.8
1989,9.95,14.33125,5.69375,443.92,13.51875,110.9375,38.375,23.5625,48.8125,0.0625,1.4375
1990,9.825,14.275,5.4625,477.350666666667,13.18,111.352941176471,32.2941176470588,16.4117647058824,42.1764705882353,0,0.470588235294118
1991,8.78,13.0914285714286,4.74857142857143,497.919411764706,11.1205882352941,89.4571428571429,44.6,18.9142857142857,46.2285714285714,0.0857142857142857,0.685714285714286
1992,8.68965517241379,13.1206896551724,4.44827586206897,490.861481481481,11.9961538461538,94.2258064516129,49.5806451612903,16.1612903225806,29.5483870967742,0.129032258064516,1.2258064516129
1993,7.916,12.324,3.664,557.044090909091,13.0190476190476,96.5357142857143,42.2142857142857,19.1071428571429,29.8928571428571,0.107142857142857,0.928571428571429
