"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation","AWindSpeed","RainDays","SnowDays","StormDays","FoggyDays","TornadoDays","HailDays"
1973,11.1,17.1,5.6,670.8,7.4,103,28,35,29,0,1
1974,11.9,18.1,6.2,648.18,7.7,135,11,35,24,0,1
1975,11.9,18.2,6.2,419.32,8.4,93,16,54,18,0,1
1976,11.1,17.2,5.6,690.65,7.7,126,21,40,23,0,0
1977,12.7,19.5,6,272.06,8.3,106,21,29,24,0,1
1978,11.9,17.8,5.6,457.93,7.2,124,23,30,25,0,0
1979,12.4,18.6,6.3,549.18,6.8,143,11,43,23,0,2
1980,11.3,17.4,5.4,443,6.9,137,27,29,32,0,2
1981,11.7,18.1,5.5,682.56,6.7,119,37,41,20,0,0
1982,11.8,18.2,5.7,344.44,6.8,116,14,41,34,2,0
1983,11.4,18,5.1,561.62,6.3,121,25,49,25,0,8
1984,11.7,17.9,5.7,442.69,6,122,32,31,32,0,1
1985,11.5,18.1,4.9,402.09,6,113,26,29,37,0,0
1986,11.9,18.3,5.5,496.55,5.1,111,31,41,31,0,0
1987,12.3,18.4,6.2,521.75,6.4,99,30,26,25,0,0
1988,12.2,18.6,6,359.4,7.1,99,20,33,30,0,1
1989,11.8,18.4,5.7,622.36,6.1,109,12,45,26,0,0
1990,12.8,19.6,6.2,325.41,6.3,101,11,23,41,0,0
1991,11.6,17.7,6.1,467.41,4.7,103,21,24,24,0,1
1992,12.4,19.2,5.7,532.63,4.5,85,14,31,20,1,3
1993,12.4,19.2,5.7,438.69,5.1,79,19,29,32,1,0
1994,14.2,21.3,7.8,372.66,5.8,93,9,30,17,0,2
1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,12.3,17.45,6.9,398.84,7.5,101.5,26,23.5,6,0,0.5
1997,11.9,17.95,6.15,315.61,7.55,96.5,19,21,13,0.5,0
1998,13.1,19.7,7.2,741.97,6.2,99,20,23,27,0,0
1999,12.2,18.55,6.55,472.38,7.15,118,23.5,40,15.5,0,0.5
2000,11.65,18.9,5.1,NA,6.85,93.5,21,25,16,0,1
2001,11.85,18.55,5.6,NA,8.45,100,25.5,25.5,10.5,0,0.5
2002,NA,NA,NA,NA,NA,124.5,12.5,43,24,0,0
2003,11.7,18.2,5.8,471.21,7.45,114,30.5,30.5,19,0,0
2004,11.7,17.75,5.8,400.32,6.95,118.5,24.5,22.5,16,0,0.5
2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,11.05,17.6,5.25,NA,7,121,17,32.5,21,0,1
2007,12.1,19.1,5.9,NA,7.05,128,13.5,23,13.5,0,0
2008,12.3,19.35,5.85,NA,7.25,113.5,12.5,31,12.5,0,0.5
2009,11.95,18.55,6.15,NA,6.85,138.5,24.5,41.5,15,0,1
2010,12.05,18.4,6.5,NA,7,150,28.5,38,17,0,0.5
2011,11.3,18.25,5.1,NA,6.8,103.5,16,31,11.5,1,0
2012,12.05,18.85,5.5,NA,7,99.5,34,27.5,15.5,0,0
2013,12.85,18.85,6.6,NA,7.2,114.5,9.5,25,13.5,0,1
2014,12.75,18.6,7.2,NA,6.3,133.5,7,31,20.5,0,0.5
2015,12.45,18.85,6.4,NA,7,111,9.5,24,15.5,0,0.5
2016,12.6,18.85,6.5,780.54,7.15,121,8.5,27.5,10.5,0,0
2017,12.45,19.2,5.9,586.72,7.65,112.5,13,22,14.5,0,0.5
2018,13.1,19.35,7.15,652.75,6.9,123.5,14.5,34.5,11,0,1.5
2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
