"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1985,NA,NA,NA,NA
1986,-3.2,-0.5,-5.7,442.73
1987,-3.3,-0.9,-5.7,378.24
1988,-2.4,-0.2,-4.7,339.83
1989,-0.6,1.3,-2.6,NA
1990,-2.1,0.3,-4.5,NA
1991,-3.1,-0.7,-5.8,NA
1992,NA,NA,NA,NA
1993,-1.5,0.5,-3.3,NA
1994,-2.4,-0.3,-4.5,NA
1995,-3.3,-1.1,-5.6,NA
1996,-1.8,0.2,-3.7,NA
1997,NA,NA,NA,NA
1998,NA,NA,NA,NA
1999,-1.5,0.3,-3.2,NA
2000,-1.7,0.2,-3.4,NA
2001,-1.7,0.3,-3.8,NA
2002,NA,NA,NA,NA
2003,-2,-0.1,-4,324.2
2004,-1.6,0.4,-3.7,453.43
2005,NA,NA,NA,NA
2006,NA,NA,NA,NA
2007,NA,NA,NA,NA
2008,NA,NA,NA,NA
2009,NA,NA,NA,NA
2010,NA,NA,NA,NA
2011,NA,NA,NA,NA
2012,NA,NA,NA,NA
2013,NA,NA,NA,NA
2014,NA,NA,NA,NA
2015,NA,NA,NA,NA
2016,-1.7,-0.1,-3.3,NA
2017,-2,-0.1,-3.8,NA
2018,-1.5,0.4,-3,NA
2019,NA,NA,NA,NA
