"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1973,NA,NA,NA,NA
1974,NA,NA,NA,NA
1975,NA,NA,NA,NA
1976,NA,NA,NA,NA
1977,NA,NA,NA,NA
1978,NA,NA,NA,NA
1979,NA,NA,NA,NA
1980,NA,NA,NA,NA
1981,NA,NA,NA,NA
1982,NA,NA,NA,NA
1983,NA,NA,NA,NA
1984,NA,NA,NA,NA
1985,NA,NA,NA,NA
1986,NA,NA,NA,NA
1987,NA,NA,NA,NA
1988,NA,NA,NA,NA
1989,NA,NA,NA,NA
1990,NA,NA,NA,NA
1991,-7.5,-5.7,-9.6,NA
1992,-9.3,-7,-11.9,NA
1993,-10.5,-8.2,-13.1,227.17
1994,-9.6,-6.6,-13.2,NA
1995,-9.6,-6.3,-13.8,0
1996,-8.5,-6.2,-11,0
1997,-9.7,-7.4,-12.1,1.02
1998,-10,-6.8,-13.6,NA
1999,-11.4,-7.8,-15.7,NA
2000,-9.3,-6,-13.5,NA
2001,-8.7,-5.3,-12.9,NA
2002,NA,NA,NA,NA
2003,-9.7,-6.2,-14,NA
2004,-9.1,-5.5,-13.3,0
2005,NA,NA,NA,NA
2006,-9.2,-5.7,-13.5,NA
2007,-8,-4.5,-12,NA
2008,-9.1,-5.6,-13.3,NA
2009,-7.9,-4.5,-12,NA
2010,-9.7,-6.1,-14.1,NA
2011,-9.5,-6,-13.5,NA
2012,-9.8,-6.4,-13.7,NA
2013,-9.6,-5.9,-13.9,NA
2014,-10.1,-6.5,-14.2,NA
2015,-10.2,-7.6,-14.7,NA
2016,-9.3,-6.1,-13.5,NA
2017,-10.1,-6.5,-14.1,NA
2018,NA,NA,NA,NA
2019,NA,NA,NA,NA
