"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1985,NA,NA,NA,NA
1986,-3.3,-0.7,-5.7,430.58
1987,-3.4,-0.5,-6.1,NA
1988,-2.4,-0.7,-4.5,698.57
1989,-0.7,1.2,-2.7,654.9
1990,-2.1,0.2,-4.2,693.2
1991,-3.3,-0.9,-5.9,NA
1992,NA,NA,NA,NA
1993,-1.4,0.3,-3,NA
1994,-2.3,-0.1,-4.4,NA
1995,-3.1,-0.7,-5.4,NA
1996,-1.2,0.9,-3.1,NA
1997,NA,NA,NA,NA
1998,NA,NA,NA,NA
1999,-1,0.8,-2.8,NA
2000,-1.2,0.7,-2.9,NA
2001,-1.5,0.6,-3.5,NA
2002,NA,NA,NA,NA
2003,-1.9,0.5,-4.1,594.14
2008,NA,NA,NA,NA
2009,NA,NA,NA,NA
2010,NA,NA,NA,NA
2011,NA,NA,NA,NA
2012,NA,NA,NA,NA
2013,NA,NA,NA,NA
2014,NA,NA,NA,NA
2015,NA,NA,NA,NA
2016,NA,NA,NA,NA
2017,NA,NA,NA,NA
2018,NA,NA,NA,NA
2019,NA,NA,NA,NA
