"","Year","X","Country","JanTemperature","FebTemperature","MarTemperature","AprTemperature","MayTemperature","JunTemperature","JulTemperature","AugTemperature","SepTemperature","OctTemperature","NovTemperature","DecTemperature","JanRain","FebRain","MarRain","AprRain","MayRain","JunRain","JulRain","AugRain","SepRain","OctRain","NovRain","DecRain","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
"1",1901,1,"Kazakhstan",-15.419,-10.349,-2.1149,9.56311,15.4375,19.2708,22.971,19.8121,13.5261,2.58658,-1.653,-8.4378,20.8757,8.45223,24.3651,24.3765,24.8349,29.4995,24.04,21.6425,19.1111,21.9831,26.0988,28.2263,NA,NA,NA,NA
"2",1902,13,"Kazakhstan",-8.3293,-11.403,-4.5708,4.74046,15.2475,21.7861,23.3634,22.0686,14.5239,4.98745,-5.4839,-10.527,32.3972,7.98667,23.9691,18.5262,29.2852,22.2798,27.4645,14.559,14.6119,25.2837,34.7312,33.7244,NA,NA,NA,NA
"3",1903,25,"Kazakhstan",-12.165,-6.7964,-8.8295,5.18665,13.5592,19.3605,22.0912,20.7996,14.2344,5.5162,-4.2325,-12.006,25.1731,25.3323,13.666,8.78078,35.1913,32.533,26.1789,24.8238,26.0156,28.0364,15.5616,14.9591,NA,NA,NA,NA
"4",1904,37,"Kazakhstan",-16.011,-7.7501,-6.0569,3.7405,16.2391,20.0751,22.8455,20.8758,13.8243,5.37256,-1.0679,-5.9981,17.4403,20.2502,7.46331,18.2904,29.9579,24.128,11.5785,22.6392,8.93845,16.6766,23.3936,36.6389,NA,NA,NA,NA
"5",1905,49,"Kazakhstan",-13.311,-13.689,-11.475,3.2863,14.6003,19.3503,22.2061,19.9309,15.4043,9.61643,-0.2611,-6.6891,21.5272,12.3917,9.13294,16.0224,33.7011,32.8906,37.9641,42.1493,12.1928,9.18254,23.8752,26.0726,NA,NA,NA,NA
"6",1906,61,"Kazakhstan",-14.274,-16.136,-2.023,7.65544,15.5724,22.3964,22.9913,21.9172,13.9357,5.77552,-3.9921,-6.94,20.2026,6.76351,21.1824,21.3512,28.4364,30.1103,24.1774,29.8741,19.1686,16.1655,26.756,19.6562,NA,NA,NA,NA
"7",1907,73,"Kazakhstan",-13.849,-13.365,-5.2125,6.57519,14.3385,18.5962,23.4138,21.5224,14.2297,4.35713,-7.0594,-9.7786,31.136,9.56533,14.7151,24.1798,30.358,25.8941,19.7197,21.002,28.4733,34.0543,24.6021,22.8045,NA,NA,NA,NA
"8",1908,85,"Kazakhstan",-13.774,-14.203,-8.7606,4.52105,15.0296,19.9758,21.9617,20.7753,15.0043,3.48446,-3.8394,-9.2336,24.233,14.6206,19.3637,16.3381,36.4122,27.593,27.4686,22.5435,12.228,27.5982,28.5078,21.0699,NA,NA,NA,NA
"9",1909,97,"Kazakhstan",-15.718,-10.105,-8.4713,8.96432,15.9461,20.2396,23.8146,20.9965,14.9926,5.01066,1.62261,-8.5083,18.7409,13.0621,9.20885,20.0692,18.904,31.3258,21.3241,13.668,9.41814,12.6776,13.3375,15.6995,NA,NA,NA,NA
"10",1910,109,"Kazakhstan",-10.078,-13.017,-6.0813,7.60507,16.7808,19.4773,23.7864,21.2602,14.1754,4.35064,-3.9927,-10.524,21.4291,11.4229,19.4489,11.7575,22.2596,30.161,28.7997,12.9947,11.9013,21.9464,14.0659,15.4584,NA,NA,NA,NA
