"","Year","X","Country","JanTemperature","FebTemperature","MarTemperature","AprTemperature","MayTemperature","JunTemperature","JulTemperature","AugTemperature","SepTemperature","OctTemperature","NovTemperature","DecTemperature","JanRain","FebRain","MarRain","AprRain","MayRain","JunRain","JulRain","AugRain","SepRain","OctRain","NovRain","DecRain","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
"1",1901,1,"Kiribati",27.4923,27.5461,27.748,27.7961,27.7538,27.5461,27.2942,27.2923,27.2,27.3,27.5,27.6,122.02,92.1565,140.078,173.769,107.481,124.905,101.885,76.9445,58.8869,47.8101,56.0787,61.4835,NA,NA,NA,NA
"2",1902,13,"Kiribati",27.4923,27.5461,27.748,27.7961,27.7538,27.5461,27.2942,27.2923,27.2,27.3,27.5,27.6,122.02,92.1565,140.078,173.769,107.481,124.905,101.885,76.9445,58.8869,47.8101,56.0787,61.4835,NA,NA,NA,NA
"3",1903,25,"Kiribati",27.4923,27.5461,27.748,27.7961,27.7538,27.5461,27.2942,27.2923,27.2,27.3,27.5,27.6,122.02,92.1565,140.078,173.769,107.481,124.905,101.885,76.9445,58.8869,47.8101,56.0787,61.4835,NA,NA,NA,NA
"4",1904,37,"Kiribati",27.4923,27.5461,27.748,27.7961,27.7538,27.5461,27.2942,27.2923,27.2,27.3,27.5,27.6,122.02,92.1565,140.078,173.769,107.481,124.905,101.885,76.9445,58.8869,47.8101,56.0787,61.4835,NA,NA,NA,NA
"5",1905,49,"Kiribati",27.4923,27.5461,27.748,27.7961,27.7538,27.5461,27.2942,27.2923,27.2,27.3,27.5,27.6,122.02,92.1565,140.078,173.769,107.481,124.905,101.885,76.9445,58.8869,47.8101,56.0787,61.4835,NA,NA,NA,NA
"6",1906,61,"Kiribati",27.4923,27.5461,27.748,27.7961,27.7538,27.5461,27.2942,27.2923,27.2,27.3,27.5,27.6,122.02,92.1565,140.078,173.769,107.481,124.905,101.885,76.9445,58.8869,47.8101,56.0787,61.4835,NA,NA,NA,NA
"7",1907,73,"Kiribati",27.4923,27.5461,27.748,27.7961,27.7538,27.5461,27.2942,27.2923,27.2,27.3,27.5,27.6,18.7549,36.6006,29.6478,86.334,86.471,51.2919,62.5062,70.4716,44.2797,23.5686,16.8838,60.7335,NA,NA,NA,NA
"8",1908,85,"Kiribati",27.4923,27.5461,27.748,27.7961,27.7538,27.5461,27.2942,27.2923,27.2,27.3,27.5,27.6,122.02,92.1565,140.078,173.769,107.481,124.905,101.885,76.9445,58.8869,47.8101,56.0787,61.4835,NA,NA,NA,NA
"9",1909,97,"Kiribati",27.4923,27.5461,27.748,27.7961,27.7538,27.5461,27.2942,27.2923,27.2,27.3,27.5,27.6,95.6909,142.739,177.704,286.566,69.5908,111.059,57.6717,76.0676,13.8076,11.419,12.5685,22.4617,NA,NA,NA,NA
"10",1910,109,"Kiribati",27.4923,27.5461,27.748,27.7961,27.7538,27.5461,27.2942,27.2923,27.2,27.3,27.5,27.6,26.8431,43.9504,108.66,148.916,126.773,211.475,113.054,33.5382,17.3729,17.7995,24.3489,15.8734,NA,NA,NA,NA
"11",1911,121,"Kiribati",27.4923,27.5461,27.748,27.7961,27.7538,27.5461,27.2942,27.2923,27.2,27.3,27.5,27.6,34.1813,40.5466,58.8161,139.328,115.073,137.908,147.576,82.7251,166.664,89.4049,94.0159,229.778,NA,NA,NA,NA
"12",1912,133,"Kiribati",27.4923,27.5461,27.748,27.7961,27.7538,27.5461,27.2942,27.2923,27.2,27.3,27.5,27.6,484.778,92.1565,335.568,401.831,153.576,98.7943,26.1266,55.4029,42.5605,46.0679,29.1488,66.7679,NA,NA,NA,NA
"13",1913,145,"Kiribati",27.4923,27.5461,27.748,27.7961,27.7538,27.5461,27.2942,27.2923,27.2,27.3,27.5,27.6,36.3736,80.3069,233.941,173.769,107.481,124.905,89.1245,73.16,119.635,51.7215,61.8362,139.873,NA,NA,NA,NA
"14",1914,157,"Kiribati",27.4923,27.5461,27.748,27.7961,27.7538,27.5461,27.2942,27.2923,27.2,27.3,27.5,27.6,341.256,220.16,356.902,137.24,170.537,202.175,151.014,138.015,114.95,149.264,70.7782,161.957,NA,NA,NA,NA
"15",1915,169,"Kiribati",27.4923,27.5461,27.748,27.7961,27.7538,27.5461,27.2942,27.2923,27.2,27.3,27.5,27.6,303.549,207.848,140.078,315.826,228.389,130.316,232.45,98.6707,20.6266,12.2843,10.5148,15.435,NA,NA,NA,NA
"16",1916,181,"Kiribati",27.4923,27.5461,27.748,27.7961,27.7538,27.5461,27.2942,27.2923,27.2,27.3,27.5,27.6,15.2358,27.4393,76.3078,173.769,107.481,124.905,101.885,76.9445,58.8869,47.8101,56.0787,61.4835,NA,NA,NA,NA
"17",1917,193,"Kiribati",27.4923,27.5461,27.748,27.7961,27.7538,27.5461,27.2942,27.2923,27.2,27.3,27.5,27.6,13.332,17.6666,52.2855,64.527,121.789,168.149,178.06,46.7493,14.4653,12.6074,22.0413,21.7002,NA,NA,NA,NA
"18",1918,205,"Kiribati",27.4923,27.5461,27.748,27.7961,27.7538,27.5461,27.2942,27.2923,27.2,27.3,27.5,27.6,30.7545,58.9153,60.0161,73.0883,129.104,278.834,212.062,279.495,155.253,88.4934,66.7283,155.172,NA,NA,NA,NA
"19",1919,217,"Kiribati",27.4923,27.5461,27.748,27.7961,27.7538,27.5461,27.2942,27.2923,27.2,27.3,27.5,27.6,380.093,158.65,145.813,190.857,123.323,179.572,189.644,71.3485,49.5641,9.61908,13.1224,61.4835,NA,NA,NA,NA
"20",1920,229,"Kiribati",27.4923,27.5461,27.748,27.7961,27.7538,27.5461,27.2942,27.2923,27.2,27.3,27.5,27.6,59.6805,187.599,183.127,228.298,43.0762,124.905,59.3563,78.5137,10.1962,47.8101,56.0787,61.4835,NA,NA,NA,NA
"21",1921,241,"Kiribati",27.4923,27.5461,27.748,27.7961,27.7538,27.5461,27.2942,27.2923,27.2,27.3,27.5,27.6,69.0148,92.1565,184.235,54.8581,28.9075,38.9923,46.0298,48.6646,20.3612,45.9525,24.4643,190.329,NA,NA,NA,NA
