"","Year","X","Country","JanTemperature","FebTemperature","MarTemperature","AprTemperature","MayTemperature","JunTemperature","JulTemperature","AugTemperature","SepTemperature","OctTemperature","NovTemperature","DecTemperature","JanRain","FebRain","MarRain","AprRain","MayRain","JunRain","JulRain","AugRain","SepRain","OctRain","NovRain","DecRain","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
"1",1901,1,"Colombia",24.9579,24.8549,25.3847,25.18,24.4851,23.2114,23.7684,24.0143,23.5525,23.4411,23.4678,23.5835,82.8194,104.135,154.653,170.41,265.7,203.882,375.747,452.366,212.769,331.278,282.74,128.451,NA,NA,NA,NA
"2",1902,13,"Colombia",23.9854,24.268,24.1046,24.2732,23.8495,23.1467,23.1575,24.0023,23.3583,23.5546,24.1642,23.9752,201.628,91.3662,238.329,219.033,225.177,198.888,163.626,195.229,200.319,203.833,196.051,106.983,NA,NA,NA,NA
"3",1903,25,"Colombia",23.9964,24.839,24.4178,24.151,23.8455,23.2713,23.749,23.9776,24.1496,23.5094,23.5281,23.402,106.366,94.7946,120.143,215.859,264.644,403.128,160.261,420.693,196.421,186.659,235.991,177.947,NA,NA,NA,NA
"4",1904,37,"Colombia",23.6666,24.8929,23.9568,24.6389,23.3694,23.7735,23.7094,23.9415,24.14,23.2984,23.8502,23.5305,134.061,129.181,239.303,310.386,326.928,190.838,255.891,202.047,187.109,268.766,129.57,95.3721,NA,NA,NA,NA
"5",1905,49,"Colombia",23.6375,23.8105,23.8416,24.2849,23.2616,23.0091,23.7341,24.0014,24.1682,23.6909,23.8565,23.2695,136.733,69.614,132.115,237.843,282.466,246.472,217.367,159.508,316.617,260.319,271.986,214.818,NA,NA,NA,NA
"6",1906,61,"Colombia",23.6667,23.8229,24.163,24.0821,23.5868,23.1881,23.6926,23.9757,23.416,24.2364,23.8556,23.011,82.5656,117.922,144.342,311.985,310.615,336.498,312.691,227.1,129.219,245.454,181.978,134.266,NA,NA,NA,NA
"7",1907,73,"Colombia",24.5021,24.8814,25.0019,24.6386,23.1868,22.8729,23.6935,23.9495,24.1302,23.4352,23.5289,23.5928,107.059,155.449,298.38,317.11,280.816,300.057,386.59,225.888,255.896,235.226,180.607,137.774,NA,NA,NA,NA
"8",1908,85,"Colombia",23.9853,23.8781,23.8955,23.6266,23.4217,23.0624,23.6989,23.9602,24.1491,23.3061,23.5238,23.4749,163.065,106.351,210.252,214.461,208.842,209.748,292.538,290.726,274.41,395.291,211.45,197.512,NA,NA,NA,NA
"9",1909,97,"Colombia",23.9353,24.8871,24.7345,24.6538,23.5167,22.8656,23.6803,23.9393,23.4786,23.3691,23.6542,23.1361,114.222,183.275,96.2731,243.164,367.947,321.842,462.265,294.068,197.133,233.968,176.265,120.879,NA,NA,NA,NA
"10",1910,109,"Colombia",23.3901,24.8968,23.604,23.7834,24.1996,23.3293,23.475,23.5925,24.1522,24.2033,23.8727,23.5532,199.694,111.705,296.638,202.196,492.261,347.82,264.674,208.841,261.762,344.342,164.423,193.168,NA,NA,NA,NA
