"","Year","X","Country","JanTemperature","FebTemperature","MarTemperature","AprTemperature","MayTemperature","JunTemperature","JulTemperature","AugTemperature","SepTemperature","OctTemperature","NovTemperature","DecTemperature","JanRain","FebRain","MarRain","AprRain","MayRain","JunRain","JulRain","AugRain","SepRain","OctRain","NovRain","DecRain","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
"1",1901,1,"Syria",4.53494,10.0658,14.486,17.0271,19.71,25.894,28.5829,28.3821,24.3231,18.6713,12.176,9.24228,51.3915,3.80826,10.7637,10.5168,34.2348,2.8735,0.66304,0.00655,3.65439,6.40055,21.9844,38.8461,NA,NA,NA,NA
"2",1902,13,"Syria",6.08798,10.0195,10.6545,15.3615,21.2262,25.3432,27.9743,28.1984,25.4509,19.7918,10.5199,6.23341,76.9643,41.3107,29.6695,39.7725,2.50545,0.03259,1.18333,0.0043,0.06681,17.2943,77.8862,57.741,NA,NA,NA,NA
"3",1903,25,"Syria",4.39525,6.11934,8.94168,16.4759,21.4452,24.5632,27.1753,27.6355,23.379,18.8495,11.3807,7.63741,37.7967,53.6425,33.6059,14.1021,2.15145,1.00796,0.00882,0.11001,0.23922,6.95594,32.5298,43.2585,NA,NA,NA,NA
"4",1904,37,"Syria",4.63901,8.91448,10.7937,14.1841,19.5734,24.4012,27.3,28.1049,24.5758,20.7108,12.4248,5.54265,40.5748,26.0334,67.8972,35.6285,21.2559,1.50548,1.14881,0.00733,0.45411,21.5903,56.5104,72.5804,NA,NA,NA,NA
"5",1905,49,"Syria",3.67191,4.71454,9.26492,15.6751,20.6894,24.9206,28.485,28.4377,25.8107,21.3949,14.4108,5.84871,52.0176,38.6952,55.0621,28.7772,15.0877,0.67707,0.00482,0.0068,1.3878,11.0899,17.9104,57.7668,NA,NA,NA,NA
"6",1906,61,"Syria",4.5069,7.5889,11.3164,15.4217,20.449,25.8024,27.6771,27.8575,23.9546,19.6105,12.4974,9.07489,49.9219,53.9398,39.3365,59.3554,45.4952,5.11335,0.21823,0.06654,0.27581,10.8388,46.7238,49.7981,NA,NA,NA,NA
"7",1907,73,"Syria",5.11037,6.74856,9.23192,14.5944,20.8849,25.2413,28.4526,28.0236,23.3725,19.0455,10.0988,6.87238,64.6098,59.312,67.7475,28.5984,9.06963,0.70047,0.19366,0.06504,3.44184,14.2873,58.37,44.9087,NA,NA,NA,NA
"8",1908,85,"Syria",4.81119,6.66284,9.81286,14.7884,21.024,25.666,27.2817,28.1017,25.0972,18.7362,10.7772,4.95672,56.2917,51.8392,52.2672,30.9451,13.3511,8.56996,0.15505,0.06231,0.57971,5.3214,52.4422,67.5006,NA,NA,NA,NA
"9",1909,97,"Syria",4.36803,7.12254,12.3864,13.894,23.3129,24.7849,29.2367,28.2749,25.7045,20.1759,14.0512,8.80991,48.5289,44.9001,29.9159,38.2297,9.00736,0.95346,0.1538,0.09735,4.34414,56.3364,40.9806,47.7939,NA,NA,NA,NA
"10",1910,109,"Syria",6.27122,8.98528,9.09219,15.8466,20.6146,24.9741,28.3146,28.3506,24.4955,18.7059,12.6559,5.06333,62.427,26.0986,83.4174,33.8132,10.7394,2.27225,0.16946,0.06768,2.33594,24.2683,25.4042,33.2306,NA,NA,NA,NA
"11",1911,121,"Syria",2.68662,3.82275,8.22392,14.4749,20.4612,24.4402,28.0791,27.9452,23.6506,19.0009,12.8362,7.21414,66.7873,58.3427,56.711,76.1618,26.5731,0.53865,0.15646,0.06436,1.404,26.2634,31.5364,120.823,NA,NA,NA,NA
"12",1912,133,"Syria",5.73154,9.26848,11.7804,15.2889,19.1553,25.5641,27.1746,27.8361,25.4623,19.7409,12.7936,6.33037,61.1608,47.1983,44.7691,37.6264,17.3096,0.43008,0.2274,0.06986,0.39147,40.7729,25.2416,70.3573,NA,NA,NA,NA
"13",1913,145,"Syria",4.93598,5.42722,11.043,14.2891,20.2998,24.5368,28.0652,28.7563,25.8501,19.8626,12.3906,6.9131,75.7974,64.5381,30.9012,26.6076,11.0726,1.45652,0.34124,0.56152,1.59791,40.1859,32.2739,76.9676,NA,NA,NA,NA
"14",1914,157,"Syria",6.72362,8.3519,13.0706,14.2848,20.9091,25.2196,28.3027,28.3555,25.0223,19.1633,11.3071,7.15358,58.1085,22.3451,38.0592,62.2426,20.1496,4.51913,0.56223,0.11244,0.35108,10.3755,83.6225,50.7907,NA,NA,NA,NA
"15",1915,169,"Syria",8.44691,8.7377,12.1211,15.278,20.3261,25.5375,28.4459,28.3265,25.1687,20.2,13.0248,9.11874,30.4254,44.909,41.7473,47.9179,6.73272,0.79755,0.21288,0.0655,2.49466,9.86543,41.3789,24.1419,NA,NA,NA,NA
"16",1916,181,"Syria",6.20305,8.29946,12.286,16.2337,22.6904,26.9573,29.4446,28.2503,24.4458,19.1464,13.9914,9.11605,58.6156,47.2022,45.8776,88.8915,6.27158,0.59369,0.16246,0.06336,3.68599,6.03086,14.611,67.592,NA,NA,NA,NA
"17",1917,193,"Syria",7.61083,7.79362,12.5343,18.016,20.1295,24.9611,28.4341,28.2888,25.4658,19.4101,14.5152,7.24358,75.2987,55.1346,41.3735,15.5988,12.8518,0.45487,0.15161,0.07085,2.85343,11.6348,21.0361,60.1897,NA,NA,NA,NA
"18",1918,205,"Syria",5.84383,7.5864,10.9326,15.1756,20.4606,24.8547,28.086,28.235,26.5606,22.6342,13.993,7.4139,62.1327,57.7018,54.1388,19.9458,31.6263,1.10642,0.15705,0.11674,7.47029,32.7871,33.8687,86.0398,NA,NA,NA,NA
"19",1919,217,"Syria",8.09708,9.43501,12.1372,15.9806,19.4561,23.9847,27.8998,27.6009,26.2951,22.2285,14.5648,7.41332,47.9964,75.7661,29.4169,25.6179,16.9671,1.17351,0.1745,0.06705,0.27636,5.72376,31.5152,76.9392,NA,NA,NA,NA
"20",1920,229,"Syria",6.86644,4.16272,11.2667,16.4634,21.7185,26.0723,28.6305,29.2501,25.3116,18.8232,10.2611,5.15726,70.705,51.5705,46.034,27.2534,16.2936,1.05251,0.21937,2.74812,0.91518,14.6812,34.0552,30.3536,NA,NA,NA,NA
"21",1921,241,"Syria",5.21917,4.97321,9.14389,15.1169,21.2524,25.0539,28.4494,28.9184,24.0105,18.2674,12.1595,6.49774,52.9387,55.4538,25.7819,34.8371,26.6469,12.8508,2.33785,2.24027,0.78978,5.13719,29.7134,79.6066,NA,NA,NA,NA
"22",1922,253,"Syria",6.45487,7.82939,11.8644,15.99,21.9508,25.2338,29.2602,29.1431,25.2163,21.0684,14.1273,7.0206,74.3855,62.168,22.2581,19.0963,10.3751,0.71878,2.22529,0.09625,0.3467,4.03361,46.772,50.0161,NA,NA,NA,NA
"23",1923,265,"Syria",6.72911,7.81525,11.6025,14.6059,21.9887,27.4461,28.7047,27.1353,26.1466,20.077,14.4868,9.45296,52.8829,54.7068,33.9977,42.7313,27.5678,1.33179,0.16848,0.14423,5.9836,15.8201,13.1779,49.1908,NA,NA,NA,NA
"24",1924,277,"Syria",7.34338,8.12036,12.0814,16.1425,21.1415,27.1111,28.9117,28.9128,26.3565,19.1979,12.671,6.36248,63,77.9654,30.499,13.4457,13.5466,6.40255,0.27426,0.06206,1.18965,25.3162,55.2113,43.2272,NA,NA,NA,NA
"25",1925,289,"Syria",2.8792,7.14965,14.4673,14.8814,21.947,25.1401,28.5161,29.2826,26.3626,20.1068,13.9817,9.74618,37.2173,21.1813,17.9503,46.7022,5.93406,9.77698,0.16775,0.06268,2.19385,15.5144,25.0612,49.2864,NA,NA,NA,NA
"26",1926,301,"Syria",6.66085,8.04781,10.7697,16.5894,22.5715,26.6136,27.9183,27.6097,23.5124,20.1856,13.4925,8.70191,81.5563,66.3679,49.1075,48.7672,21.151,0.63153,0.25281,0.05823,0.47742,3.66813,9.13277,64.6213,NA,NA,NA,NA
"27",1927,313,"Syria",6.31526,4.52925,11.9914,15.304,22.6762,26.4867,29.1673,28.65,26.0664,22.3677,13.9211,7.05137,37.0239,70.2622,20.336,63.8057,8.5406,0.89398,0.87082,0.22922,0.18839,17.3098,15.7623,42.6224,NA,NA,NA,NA
"28",1928,325,"Syria",5.33285,5.59044,8.53922,18.7171,22.939,25.9909,29.1083,28.6532,25.8175,18.9576,13.8393,7.96341,42.2652,104.081,20.3867,12.1386,7.17035,0.50181,1.04312,0.06389,0.12216,4.20907,40.5095,58.7311,NA,NA,NA,NA
"29",1929,337,"Syria",4.56342,5.72192,8.55671,16.0076,23.5044,25.3431,27.9688,29.9178,25.3282,19.6681,14.816,7.74142,52.47,53.0732,16.0252,34.7906,10.2355,4.54231,0.19757,0.54513,1.35004,5.80057,35.0253,51.3355,NA,NA,NA,NA
"30",1930,349,"Syria",6.74891,8.56731,12.9324,17.0205,21.3959,25.7305,28.8331,29.642,25.2915,19.6618,13.701,9.9249,47.5428,40.5259,22.2284,17.1731,5.93835,1.52551,1.02801,0.45649,3.86662,11.0636,28.9981,53.1874,NA,NA,NA,NA
"31",1931,361,"Syria",7.03521,8.07162,12.1985,15.9682,21.4206,24.9266,28.7955,29.4382,26.3994,20.1513,11.1327,5.71511,56.7074,55.8084,49.894,46.5504,11.7546,5.21535,0.3778,0.69427,1.44054,8.94447,14.6549,48.2095,NA,NA,NA,NA
"32",1932,373,"Syria",4.3268,7.1926,11.6315,16.4978,21.2948,27.1684,28.6952,29.4916,25.3824,22.7918,12.6118,5.26174,68.6642,40.2832,23.6405,20.998,10.5105,0.50905,0.01326,0.00675,1.02135,3.73244,27.2522,9.60192,NA,NA,NA,NA
"33",1933,385,"Syria",3.21957,7.29415,9.68011,13.5273,21.0938,24.6866,27.6944,28.3266,24.0805,18.7809,15.4013,6.79002,40.548,35.487,30.9938,37.8061,9.33809,1.60344,0.16185,0.39577,1.8533,7.62452,6.97957,47.2792,NA,NA,NA,NA
"34",1934,397,"Syria",4.47745,5.96599,12.3439,16.8665,21.3954,25.7593,28.5842,28.4451,24.5742,20.0287,13.837,7.38829,49.6508,64.9777,25.2771,20.7138,18.1022,2.27005,0.39223,0.38354,0.50062,13.5392,11.4368,75.9039,NA,NA,NA,NA
