"","Year","X","Country","JanTemperature","FebTemperature","MarTemperature","AprTemperature","MayTemperature","JunTemperature","JulTemperature","AugTemperature","SepTemperature","OctTemperature","NovTemperature","DecTemperature","JanRain","FebRain","MarRain","AprRain","MayRain","JunRain","JulRain","AugRain","SepRain","OctRain","NovRain","DecRain","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
"1",1901,1,"Senegal",24.8964,27.4421,27.7309,30.6239,30.3933,30.92,29.038,28.302,28.282,28.1266,25.255,23.4699,0.00215,0,0.00136,1.12149,42.3404,112.527,246.618,293.676,177.256,55.5963,1.83817,0,NA,NA,NA,NA
"2",1902,13,"Senegal",25.116,27.1077,27.7627,30.2938,31.366,31.3559,29.4318,28.7244,28.0915,29.6747,28.1879,23.4554,0.00215,0,0.00136,0.08432,17.3594,51.9408,159.799,199.513,89.2824,85.9084,0.83715,0,NA,NA,NA,NA
"3",1903,25,"Senegal",23.7293,27.1988,29.1081,29.8532,30.9119,30.2185,29.0357,27.7844,27.8708,29.49,27.5406,23.7817,0.00904,0,0.01644,0.47369,12.1953,126.519,148.691,297.723,123.237,42.6978,0.14039,0.00235,NA,NA,NA,NA
"4",1904,37,"Senegal",24.102,26.3367,27.8531,30.2104,30.8264,30.1892,28.677,27.532,28.0866,28.6204,27.6382,24.1503,0.00498,0,0.02377,0.19398,11.7596,110.991,181.41,294.581,120.534,59.8501,0.9206,0.0037,NA,NA,NA,NA
"5",1905,49,"Senegal",24.6219,26.1653,28.3345,29.8799,30.5268,30.3263,29.1458,27.9293,28.4873,28.6984,26.8025,24.7298,0,0,0.07709,0.34504,25.3213,122.457,239.211,281.499,194.245,154.192,5.95672,0.00043,NA,NA,NA,NA
"6",1906,61,"Senegal",25.3801,26.5346,29.4689,30.1688,30.8855,30.9637,28.5282,27.243,28.1139,28.7511,27.459,23.4864,0.18833,0.07313,0.01264,1.13685,36.4499,130.307,345.033,403.516,199.295,48.0847,9.30149,0.36062,NA,NA,NA,NA
"7",1907,73,"Senegal",23.656,25.5824,27.7472,29.2726,29.8026,29.2712,28.6806,27.342,27.7849,28.3337,26.1037,23.7084,1.84493,0.00125,1.06423,0.11599,4.11647,64.2786,95.0063,229.484,190.604,70.7335,0.65051,0,NA,NA,NA,NA
"8",1908,85,"Senegal",24.4762,26.33,28.6814,30.6631,31.4446,30.7963,29.1364,27.5835,28.3159,29.1206,27.7192,25.4755,0.00785,0.00167,0.49055,0.26427,1.58833,36.4786,106.641,354.419,224.927,38.3053,0.32813,0.27491,NA,NA,NA,NA
"9",1909,97,"Senegal",24.0068,26.2258,29.2583,29.9818,31.0617,30.0468,28.8703,27.7338,27.8003,28.7984,27.0205,24.7165,0.00203,0.00121,0.05766,1.02531,18.089,110.089,157.433,312.757,196.244,68.3478,0.52092,0.27671,NA,NA,NA,NA
"10",1910,109,"Senegal",23.5472,26.9034,28.4468,30.2016,31.0653,30.4106,28.2859,27.7825,28.4009,29.3481,28.5817,24.7929,4e-05,0,0.07381,0.19135,3.72309,63.0783,199.427,294.9,212.977,39.7879,0.85443,0.00661,NA,NA,NA,NA
"11",1911,121,"Senegal",23.4667,26.0965,27.1208,30.3123,30.5406,29.6953,28.8845,27.8679,28.4658,29.7425,27.5494,25.1037,0,0,0.00845,0.00017,42.3787,59.3168,131.992,248.199,159.137,45.6157,1.50481,0.12927,NA,NA,NA,NA
"12",1912,133,"Senegal",24.5549,27.0206,29.2744,29.7481,31.219,30.8839,28.9951,27.8473,28.2237,28.7137,27.62,24.3549,0,0,0,0.00029,0.63699,43.7018,152.887,255.724,196.263,44.7499,2.70134,0.00124,NA,NA,NA,NA
"13",1913,145,"Senegal",24.7418,26.8323,27.9914,30.2446,29.9997,30.8545,28.7895,28.1211,28.1685,29.0686,27.9149,25.5975,1.32918,0.00241,0.48747,0.10392,4.41293,75.6327,157.899,191.763,108.182,39.1283,0.90085,0.45007,NA,NA,NA,NA
"14",1914,157,"Senegal",24.5614,25.7641,28.5677,29.852,31.675,29.8182,28.2881,27.6046,27.8105,29.026,26.9771,24.1195,0.02472,0.00249,0.00933,0.06826,7.54033,101.759,153.865,296.368,235.85,66.2326,19.8298,0,NA,NA,NA,NA
"15",1915,169,"Senegal",25.2816,25.877,27.1253,29.6506,30.7821,31.6654,29.3929,27.9539,28.4152,29.7329,27.4788,26.0848,0.00013,0.01729,0.03568,1.09739,15.3441,74.4807,222.781,339.859,173.219,38.4624,1.86163,0.00071,NA,NA,NA,NA
"16",1916,181,"Senegal",24.7292,25.8789,27.0497,28.7867,30.3263,30.4512,28.3264,27.8706,27.88,29.4301,27.0682,24.8592,0.00013,0.30151,0.1962,1.05232,3.64195,75.6081,180.314,370.693,211.032,44.3002,0.3219,0.00407,NA,NA,NA,NA
"17",1917,193,"Senegal",25.4735,25.1895,28.1954,28.9766,30.3773,29.7971,29.3733,27.7666,27.7399,28.1625,26.241,24.0564,0.00215,0.04743,0.22415,0.52313,9.27752,63.6054,108.849,346.701,246.975,45.8907,1.12406,0.00016,NA,NA,NA,NA
"18",1918,205,"Senegal",25.4981,26.5577,27.702,29.4878,31.2538,31.2669,28.8472,27.7495,28.0769,28.7166,26.4379,24.3342,0,0.00403,0.00195,0.02672,39.6135,121.037,186.154,336.629,246.739,89.9729,0,0,NA,NA,NA,NA
"19",1919,217,"Senegal",24.9666,27.9271,29.5575,29.4226,30.5354,31.3255,28.9686,28.3717,28.2751,29.5543,28.6496,24.8654,0.02989,0,0.00136,3.88625,33.4096,86.3597,183.532,216.779,193.162,55.7646,4e-04,0,NA,NA,NA,NA
"20",1920,229,"Senegal",24.9263,25.2203,27.5894,30.1648,30.7041,30.3036,27.8922,27.4393,27.541,28.7945,26.575,24.6077,0.25253,0.56294,0,0.15291,13.1199,93.7647,138.781,290.378,213.771,46.939,1.16811,0,NA,NA,NA,NA
"21",1921,241,"Senegal",24.9022,25.4707,27.1097,29.9245,30.2306,30.2242,28.4945,27.9984,28.3072,29.0995,26.5201,24.0055,0.00623,0.09725,0.11479,0.48555,8.39715,84.7954,102.962,278.55,175.01,49.6268,1.48639,0.23226,NA,NA,NA,NA
"22",1922,253,"Senegal",23.7765,26.3236,27.0504,28.062,30.0681,29.0942,27.7137,27.6367,27.3411,28.6483,27.4577,24.6516,0.00067,0.00298,0.01564,0.62527,10.796,47.1905,151.911,254.16,215.249,115.334,3.95124,0.01895,NA,NA,NA,NA
"23",1923,265,"Senegal",23.8675,26.7804,27.3345,29.8976,30.5238,30.1849,28.7838,28.007,28.1755,29.4747,27.5849,25.4259,1.04661,0.0093,0.04234,1.19894,7.67558,48.4873,172.722,256.934,204.635,80.2568,12.4743,0.19205,NA,NA,NA,NA
"24",1924,277,"Senegal",23.1077,24.9288,28.643,29.8192,31.5703,29.9519,28.5524,27.7674,27.4471,28.0465,27.2691,23.9662,1.0702,0.0396,0.00779,0.50276,7.87462,113.444,217.722,221.67,238.685,27.3914,6.397,0.01183,NA,NA,NA,NA
"25",1925,289,"Senegal",23.2062,26.2737,27.6391,29.706,31.7444,30.1756,28.8588,27.5397,27.6697,28.2361,27.0898,26.2478,0.00038,0.00092,0.44059,0.41847,13.9512,88.6611,138.155,273.976,197.639,84.0549,0.43046,0.00116,NA,NA,NA,NA
"26",1926,301,"Senegal",24.4937,26.3284,28.6614,29.9273,30.7291,30.9321,28.8041,28.2041,28.0987,29.169,27.1486,25.4582,0.05949,0.01164,0.01155,0.17149,4.43166,98.3164,168.19,240.732,184.42,23.6795,2.14057,0.00661,NA,NA,NA,NA
"27",1927,313,"Senegal",23.1936,26.1343,28.1602,30.4985,30.9021,29.8992,28.5913,27.024,27.6179,28.6545,27.8498,24.8649,0,0.11037,0.00771,2.03672,48.3405,113.906,143.123,369.522,229.442,119.314,6.81593,0.04721,NA,NA,NA,NA
"28",1928,325,"Senegal",22.6326,25.0117,27.5467,29.0776,30.7458,30.9713,28.9245,27.3761,27.7168,28.6758,26.4561,24.2981,0.33551,0.02315,0.05603,1.05562,18.4805,68.932,162.021,374.124,182.875,116.781,6.65994,0.02162,NA,NA,NA,NA
"29",1929,337,"Senegal",24.2214,26.1554,26.9568,29.5515,29.9796,29.1741,28.1793,26.9426,27.2998,28.7179,26.6613,23.905,0,0.00182,0.03812,0.39922,11.2968,122.872,148.106,330.91,232.434,55.3578,0.09468,0.53266,NA,NA,NA,NA
"30",1930,349,"Senegal",23.1965,24.3713,26.0677,29.0839,30.0542,29.4336,28.7619,27.4176,28.2276,29.1566,28.1811,24.5211,0.32424,1.2813,0.02309,0.38871,12.4432,100.586,140.355,271.283,204.656,64.0319,0.64879,0.09439,NA,NA,NA,NA
"31",1931,361,"Senegal",24.6833,26.3853,28.687,30.673,31.119,29.7591,28.2941,28.4116,27.5636,29.3831,27.7228,24.9911,0.20627,1.40412,0.09833,0.89417,32.1185,64.7844,193.01,108.588,225.584,45.6266,1.42487,0.00521,NA,NA,NA,NA
"32",1932,373,"Senegal",24.4524,26.1224,27.2914,30.7151,30.9023,30.8246,28.5815,27.3392,28.0245,29.2575,27.4661,23.8669,0.08869,0.04013,0.03948,2.83866,34.8107,96.9846,183.438,307.076,179.052,26.3329,2.17095,0.00188,NA,NA,NA,NA
"33",1933,385,"Senegal",24.5315,26.3401,28.8271,30.7734,31.7374,30.1778,28.6668,27.9626,28.1708,28.9302,26.521,23.3311,1.06879,0.24211,0.0195,0.34964,22.4205,149.991,255.157,291.975,212.135,54.0022,11.6843,0.05934,NA,NA,NA,NA
