"","Year","X","Country","JanTemperature","FebTemperature","MarTemperature","AprTemperature","MayTemperature","JunTemperature","JulTemperature","AugTemperature","SepTemperature","OctTemperature","NovTemperature","DecTemperature","JanRain","FebRain","MarRain","AprRain","MayRain","JunRain","JulRain","AugRain","SepRain","OctRain","NovRain","DecRain","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
"1",1901,1,"Australia",27.7179,27.3591,24.6881,21.3057,17.8553,13.7412,12.5582,14.9688,19.6516,22.0715,27.1303,28.4127,45.1414,96.3612,91.855,27.7919,19.3731,22.4444,17.5664,28.5962,16.3443,17.8295,14.1553,20.1329,NA,NA,NA,NA
"2",1902,13,"Australia",27.7288,27.1343,25.4857,21.8279,17.8133,14.4688,13.7227,15.1228,19.2129,22.711,26.0501,26.3607,69.2858,54.29,19.7166,4.81653,8.96931,16.3352,10.4601,11.6421,13.719,17.9308,26.4262,50.2391,NA,NA,NA,NA
"3",1903,25,"Australia",27.9099,27.2125,25.7614,21.4205,17.0346,14.217,13.1683,15.334,18.4142,21.7391,24.7049,25.4148,61.1487,52.6899,77.9628,52.7288,29.9003,22.028,24.8686,17.3853,33.4295,22.3873,39.4398,91.51,NA,NA,NA,NA
"4",1904,37,"Australia",26.4469,25.8842,24.1294,21.5191,17.5258,13.8459,13.5003,15.2527,18.1146,21.6648,25.2258,27.6538,88.4361,80.204,60.0208,41.8183,38.4047,21.0789,34.299,11.3175,17.4927,38.7822,15.6085,45.4894,NA,NA,NA,NA
"5",1905,49,"Australia",28.1628,26.1995,25.2871,21.9331,18.2412,14.34,13.3145,14.5867,16.9569,20.3437,25.0683,27.8792,66.3863,36.5459,26.7982,41.3175,32.3685,21.5365,20.7815,10.9658,13.2504,19.1086,18.754,28.5014,NA,NA,NA,NA
"6",1906,61,"Australia",29.4242,28.8373,24.6465,23.1235,18.7288,16.1824,14.6208,15.6801,18.2707,22.278,23.7235,26.6716,56.777,73.2803,58.9271,9.26419,23.8098,25.6337,19.5612,29.2491,35.1807,28.1767,35.8891,68.7675,NA,NA,NA,NA
"7",1907,73,"Australia",26.9056,26.8277,24.2879,20.8648,17.6329,14.6295,13.8818,15.753,18.8371,22.8098,24.3264,26.3044,77.2989,68.9997,53.2456,15.8159,20.3078,37.146,24.7033,16.1594,9.25286,16.3351,37.7236,89.6711,NA,NA,NA,NA
"8",1908,85,"Australia",28.2324,26.5485,24.0606,21.2857,17.1459,12.6509,12.977,14.4837,17.1302,21.034,25.4214,27.2301,53.3285,89.7014,77.623,41.0644,25.0785,24.9403,20.5029,19.9046,16.729,23.8881,28.017,43.9208,NA,NA,NA,NA
"9",1909,97,"Australia",26.7744,26.3725,25.1405,20.292,17.0325,14.8717,12.7545,15.5958,18.2383,22.5657,24.6174,25.7823,66.7482,48.9783,48.377,38.0251,21.6693,44.5676,17.1847,37.231,11.9804,24.0985,43.3368,42.8337,NA,NA,NA,NA
"10",1910,109,"Australia",27.6675,27.3228,24.2512,22.0302,18.4033,15.0162,13.9832,16.3216,19.801,20.9002,24.2303,25.8734,82.0994,73.6666,73.912,27.6307,29.4447,42.3023,28.9204,11.4612,22.2893,24.1545,44.9449,71.5696,NA,NA,NA,NA
"11",1911,121,"Australia",27.1961,26.0916,24.5805,21.1734,17.3001,13.3838,13.8236,15.7033,18.7349,22.2908,25.9184,26.9255,81.53,79.8049,33.7816,35.7589,24.8149,17.0845,20.9551,12.5906,14.7912,16.7303,31.2682,60.5875,NA,NA,NA,NA
"12",1912,133,"Australia",28.2984,28.3621,26.0171,21.4035,17.9045,14.4902,13.7843,15.99,18.9254,22.5688,24.5807,27.2242,34.2637,75.1165,69.9782,10.5836,10.3007,36.7132,35.6349,11.6865,13.6108,18.6723,32.0223,32.0698,NA,NA,NA,NA
"13",1913,145,"Australia",27.0733,26.8273,24.2826,21.949,15.7479,13.4097,14.1039,15.3913,18.0862,22.4904,25.2189,27.4745,76.3595,93.6935,75.6356,26.1885,27.6111,26.9774,12.7059,13.1309,16.8979,19.6037,13.8781,53.6568,NA,NA,NA,NA
"14",1914,157,"Australia",27.8601,27.9398,26.0347,22.4858,18.0596,14.905,13.2509,16.6656,19.1803,23.1374,26.3347,27.9185,100.559,39.0345,54.2056,26.8214,27.7676,20.1185,17.1071,6.35538,6.93309,18.7474,41.7298,71.7912,NA,NA,NA,NA
"15",1915,169,"Australia",27.2296,28.3933,25.8813,22.4235,17.3055,15.9843,15.1693,15.6658,19.8047,22.2436,25.8661,27.0777,82.4626,54.0419,19.1441,14.9274,37.1756,28.9315,18.6994,19.9583,22.8434,15.7268,13.5213,53.1333,NA,NA,NA,NA
"16",1916,181,"Australia",27.8267,27.4503,25.6423,20.763,18.6171,15.5644,13.6434,15.9437,19.3091,21.2547,23.2339,25.8368,74.6574,61.4928,45.9479,22.8194,18.8968,41.1129,39.1344,21.9949,21.4448,50.1234,56.8008,81.2272,NA,NA,NA,NA
"17",1917,193,"Australia",26.7519,24.7529,24.2112,20.3154,15.8434,13.9029,14.8117,14.9329,18.7171,21.6962,23.7792,26.4301,105.667,72.7293,69.7229,19.943,21.7252,29.6994,24.76,26.0918,37.0986,28.8583,63.1662,68.1877,NA,NA,NA,NA
"18",1918,205,"Australia",26.8031,25.8459,23.7801,21.2599,17.7371,15.2587,12.6945,15.5753,18.9149,22.3169,25.5017,27.3297,123.81,109.287,29.2082,28.0608,23.7204,18.1521,16.748,26.1749,8.6314,11.5228,18.2194,29.354,NA,NA,NA,NA
