"","Year","X","Country","JanTemperature","FebTemperature","MarTemperature","AprTemperature","MayTemperature","JunTemperature","JulTemperature","AugTemperature","SepTemperature","OctTemperature","NovTemperature","DecTemperature","JanRain","FebRain","MarRain","AprRain","MayRain","JunRain","JulRain","AugRain","SepRain","OctRain","NovRain","DecRain","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
"1",1901,1,"Saudi Arabia",14.6344,17.8915,21.6452,24.8706,28.7417,31.1623,32.2168,31.9418,30.6708,26.0883,20.9981,17.9613,5.59686,5.11901,12.4772,16.2331,11.0131,2.0106,3.79186,3.68354,1.05612,2.44571,5.96461,6.45322,NA,NA,NA,NA
"2",1902,13,"Saudi Arabia",15.5733,18.2305,21.4206,24.6662,28.3123,30.9004,30.9535,31.3944,30.2296,25.1522,19.2353,15.1119,4.74094,4.32512,9.7055,16.5416,8.00663,2.08155,3.76539,3.44008,1.17793,3.68002,8.64898,6.23788,NA,NA,NA,NA
"3",1903,25,"Saudi Arabia",13.6801,15.155,18.6256,22.826,28.3046,30.6314,30.5364,32.065,29.4846,24.1036,18.6859,15.7939,7.33724,8.56881,10.7871,17.1361,8.56771,2.43016,3.66807,3.55759,1.05661,1.92007,5.76129,6.46728,NA,NA,NA,NA
"4",1904,37,"Saudi Arabia",15.3926,16.6849,19.688,23.075,27.1338,30.0017,31.0212,31.2909,28.9527,25.322,20.6342,15.4455,5.55295,4.59553,13.6173,15.1543,11.4117,1.97355,3.65873,3.44443,1.05629,2.58525,6.35778,5.78621,NA,NA,NA,NA
"5",1905,49,"Saudi Arabia",13.8716,14.7911,18.3744,23.7053,27.923,30.7063,31.4721,31.7874,30.0093,26.2904,21.2592,15.5771,5.5007,6.27455,12.589,14.7314,8.56747,1.97602,3.65851,3.44463,1.19025,2.07644,5.77886,7.32461,NA,NA,NA,NA
"6",1906,61,"Saudi Arabia",14.4323,16.1575,19.3978,22.8537,28.1842,30.682,31.2563,31.1873,28.843,25.4594,21.3372,17.7312,5.71632,7.62807,14.9372,16.0843,11.1536,2.08697,3.6601,3.74001,1.05605,1.92545,7.10116,4.50896,NA,NA,NA,NA
"7",1907,73,"Saudi Arabia",15.2228,15.7354,18.9888,22.7306,28.3464,30.3613,31.2276,31.0993,29.0178,25.4035,18.8771,16.1492,6.61928,9.8362,9.24363,16.0628,8.41462,2.01128,3.77236,4.09749,0.95569,1.90342,6.48357,5.05095,NA,NA,NA,NA
"8",1908,85,"Saudi Arabia",15.1055,16.0082,20.1821,24.5118,28.1136,31.4855,30.7769,31.4653,29.9621,25.5206,20.3925,16.2316,6.84494,4.80576,11.0124,15.5274,11.2633,2.03383,3.67861,3.43374,1.1261,1.81635,5.92457,5.35696,NA,NA,NA,NA
"9",1909,97,"Saudi Arabia",14.7295,17.6299,21.5458,24.0722,29.3441,30.6066,31.8895,31.9297,29.7105,25.5396,21.0987,16.8537,6.40568,4.04009,10.9643,23.3375,11.8884,2.0321,3.74455,3.54971,1.1343,2.33789,8.04903,7.91629,NA,NA,NA,NA
"10",1910,109,"Saudi Arabia",14.4911,17.1115,17.8382,23.3474,27.8933,29.9215,31.3912,31.8244,29.545,24.1402,19.8927,14.8877,6.93965,4.38157,12.7029,14.8075,9.54227,1.97524,3.65177,4.18933,1.05605,2.10836,5.79247,5.92972,NA,NA,NA,NA
"11",1911,121,"Saudi Arabia",12.7499,14.2538,17.9282,22.7324,27.5001,29.5902,31.2638,30.9688,28.5213,24.8877,20.0328,16.8789,6.02855,5.52915,21.1829,15.5978,7.9329,1.97354,4.32155,3.43298,1.05643,2.39111,9.63967,6.20619,NA,NA,NA,NA
"12",1912,133,"Saudi Arabia",14.4054,16.8151,19.8915,23.3251,27.2018,31.0938,30.7738,30.5335,29.1854,24.9744,20.6886,15.6454,7.24772,6.39994,11.283,23.5343,9.24041,1.95927,3.74418,3.79128,1.05607,2.61016,6.27271,12.6597,NA,NA,NA,NA
"13",1913,145,"Saudi Arabia",14.8064,15.2994,18.19,24.0457,28.2047,29.8554,30.6109,30.2137,29.7309,25.5258,20.0575,16.0814,6.09337,10.923,11.2494,14.9496,9.38878,1.97673,3.89793,4.09617,1.01143,2.32247,6.0372,7.67512,NA,NA,NA,NA
"14",1914,157,"Saudi Arabia",16.2009,16.6355,20.4398,23.5428,28.2851,30.1546,30.7739,31.4904,28.9896,25.7505,21.2881,16.6508,6.37202,6.89265,11.8623,19.0689,8.61177,2.03826,4.41585,3.72394,1.01149,2.36398,7.90285,5.98866,NA,NA,NA,NA
"15",1915,169,"Saudi Arabia",16.7476,17.8359,20.757,23.863,28.0696,32.356,31.6308,32.1357,30.6258,25.5839,21.2395,17.1131,5.75499,6.25904,15.4976,19.4775,9.51132,1.97354,3.78859,3.4285,1.01149,1.94337,6.06905,5.46085,NA,NA,NA,NA
"16",1916,181,"Saudi Arabia",14.8484,16.3009,21.6628,23.5801,29.3649,32.0668,32.5228,31.9998,29.3262,24.1793,21.8455,17.3689,6.56114,6.27889,12.3814,17.9594,8.39612,2.03211,4.22042,4.01088,1.05821,1.98356,7.61136,6.36494,NA,NA,NA,NA
"17",1917,193,"Saudi Arabia",15.7574,17.5218,19.9347,25.0393,27.7703,30.6461,32.2475,32.1455,30.0173,24.6692,22.0573,16.0283,6.97813,6.99952,10.6647,18.8296,8.43919,2.03211,3.97997,3.61993,1.53238,2.45687,5.83849,6.35827,NA,NA,NA,NA
"18",1918,205,"Saudi Arabia",14.9386,16.5253,19.1281,23.144,27.7285,29.8894,31.6014,31.571,30.0715,27.1243,22.0609,16.9683,6.23574,6.09269,13.3086,16.7916,11.2781,2.03352,3.98472,3.66398,1.53224,3.07805,6.75354,6.2918,NA,NA,NA,NA
"19",1919,217,"Saudi Arabia",17.2643,18.3214,20.7868,24.4912,27.7069,29.7734,31.2737,31.7208,30.4012,26.8837,22.1086,16.8546,7.02412,6.58099,11.1681,18.7603,9.26511,2.03423,3.98453,3.61642,1.05831,2.01577,6.11489,5.64676,NA,NA,NA,NA
"20",1920,229,"Saudi Arabia",15.5552,14.7093,20.7026,24.4446,28.673,31.4391,31.2635,32.2113,30.4067,26.7559,20.7175,14.6492,7.1733,8.22867,13.3587,17.0787,9.36378,2.0321,4.00456,3.98145,1.05824,2.00002,6.48419,7.18324,NA,NA,NA,NA
"21",1921,241,"Saudi Arabia",15.1857,16.2698,20.1222,25.7617,27.6839,31.0808,32.4656,32.368,29.965,25.3003,20.844,16.2124,6.02903,7.0322,11.0361,15.5488,10.4258,2.09432,3.94275,3.57272,1.03696,1.95013,6.92385,6.07081,NA,NA,NA,NA
"22",1922,253,"Saudi Arabia",16.1198,16.886,20.1008,24.3062,27.9289,31.5639,31.9347,32.288,29.9794,26.2528,22.7048,16.8607,5.91801,6.04451,10.93,16.4555,8.60106,1.93111,3.86535,3.55245,1.03698,2.02616,5.7682,5.74366,NA,NA,NA,NA
"23",1923,265,"Saudi Arabia",15.9946,16.4898,21.1193,22.9615,28.2731,31.9535,31.6983,30.9425,29.9456,25.8637,20.7551,17.5,6.55365,5.69805,12.8595,18.0412,8.51423,1.91923,4.22382,3.85508,1.03742,2.61549,8.1338,7.40523,NA,NA,NA,NA
"24",1924,277,"Saudi Arabia",16.1332,17.166,22.2863,24.7603,28.5619,32.1321,32.2071,31.7527,30.1464,26.3383,20.9947,16.2171,8.42531,6.35596,10.8693,15.0608,8.60999,1.924,4.23746,3.47098,1.03698,3.79421,7.89216,5.7551,NA,NA,NA,NA
"25",1925,289,"Saudi Arabia",12.5231,14.8971,22.1268,24.368,28.5809,30.3609,31.0824,32.0402,30.8682,26.5622,21.2691,17.9798,6.03938,5.80729,10.4534,17.1329,9.28307,3.05202,3.97361,3.68227,1.03705,2.09778,8.41897,5.19955,NA,NA,NA,NA
"26",1926,301,"Saudi Arabia",15.9647,17.4763,20.0487,23.5776,29.3843,31.7648,31.1074,31.3858,28.7504,25.628,21.5376,16.7522,6.2538,6.33086,12.6209,15.3485,9.33217,2.64453,3.80733,3.5534,1.02661,2.0475,6.30115,6.12663,NA,NA,NA,NA
"27",1927,313,"Saudi Arabia",15.9486,15.3718,20.2743,23.0877,29.7745,31.621,32.1668,31.5993,30.6385,27.4337,21.9432,16.8306,5.35113,6.53117,10.1801,15.9235,7.93119,1.86003,4.34972,3.32578,0.99049,1.94101,6.09163,6.60399,NA,NA,NA,NA
"28",1928,325,"Saudi Arabia",15.8953,16.6092,19.8492,26.3537,29.6182,31.358,32.0801,31.7471,30.3315,25.5575,20.3228,16.3531,5.78163,5.29632,9.39679,13.0979,7.25661,1.86003,3.53787,3.36118,1.02659,1.82443,7.26324,7.26611,NA,NA,NA,NA
"29",1929,337,"Saudi Arabia",15.9571,17.1144,19.9968,24.7373,29.571,30.5514,30.9025,31.7277,30.0387,25.446,21.151,16.1077,5.3614,6.65793,9.49679,23.9746,7.28219,1.86474,4.2562,3.32706,0.9904,1.6952,6.33028,10.527,NA,NA,NA,NA
"30",1930,349,"Saudi Arabia",14.1113,17.5485,20.5909,24.946,28.715,31.1904,31.1827,32.0289,30.1102,25.6631,20.8893,17.3898,6.51868,4.56981,9.0288,15.1024,7.21314,1.8594,3.55643,5.4942,1.30233,1.83093,5.47927,7.04938,NA,NA,NA,NA
"31",1931,361,"Saudi Arabia",16.6659,16.9002,20.8827,24.1317,28.1461,31.1207,32.0621,31.9852,30.8848,25.2548,20.3982,15.5397,7.60336,11.4729,9.02825,17.6614,7.53868,1.93604,3.59251,3.72639,1.6309,1.78834,6.02097,5.5056,NA,NA,NA,NA
"32",1932,373,"Saudi Arabia",15.2696,16.502,20.9749,23.8944,27.8277,31.7123,31.4984,31.8636,29.4545,25.9881,21.0414,14.7988,5.02696,4.61941,13.5395,13.4089,11.9539,1.92516,3.93192,6.51566,1.05102,1.87737,5.57796,11.2469,NA,NA,NA,NA
"33",1933,385,"Saudi Arabia",14.6609,17.2007,19.9932,22.4288,28.5077,30.2731,30.525,31.2643,28.6173,25.0474,21.4989,17.1976,6.41326,5.68523,9.84603,18.8633,9.31936,1.9528,4.1554,4.5346,1.19258,2.04052,6.11992,4.43871,NA,NA,NA,NA
"34",1934,397,"Saudi Arabia",14.3633,16.6132,20.116,24.88,28.1684,31.2413,31.1472,31.6442,29.4229,25.3673,21.34,16.9946,5.27416,5.70041,16.2033,15.9856,7.56725,2.25302,4.0166,3.46842,0.93528,1.68473,8.98669,8.55824,NA,NA,NA,NA
"35",1935,409,"Saudi Arabia",15.7637,16.866,21.5359,23.4693,29.3852,31.8363,31.4657,32.315,30.1977,26.3688,20.8198,18.0057,5.15034,8.34707,10.7252,15.4223,9.96998,1.92516,3.64953,4.16766,0.911,2.29591,8.20319,8.72234,NA,NA,NA,NA
"36",1936,421,"Saudi Arabia",15.3993,18.232,20.6576,25.0851,29.2259,29.8762,31.3976,32.5027,28.8985,25.2993,21.4825,15.4914,6.18561,5.25111,12.7571,14.4155,10.5345,1.85941,3.564,6.30436,0.89267,2.18818,7.83301,6.24387,NA,NA,NA,NA
"37",1937,433,"Saudi Arabia",12.9422,17.1766,20.6051,24.5642,28.9089,30.6065,31.4832,31.7948,30.6381,26.3888,21.8764,17.4794,7.31873,5.85164,11.487,15.1753,7.44979,1.88898,3.55307,3.51603,0.88044,3.11791,11.403,4.18896,NA,NA,NA,NA
