"","Year","X","Country","JanTemperature","FebTemperature","MarTemperature","AprTemperature","MayTemperature","JunTemperature","JulTemperature","AugTemperature","SepTemperature","OctTemperature","NovTemperature","DecTemperature","JanRain","FebRain","MarRain","AprRain","MayRain","JunRain","JulRain","AugRain","SepRain","OctRain","NovRain","DecRain","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
"1",1901,1,"Suriname",25.6023,25.6086,25.3859,26.3103,26.2175,26.4875,26.687,26.4852,26.0609,26.1768,26.3121,25.7349,76.9247,124.355,403.786,356.152,372.018,266.944,193.495,195.64,92.7429,66.3941,128.442,203.459,NA,NA,NA,NA
"2",1902,13,"Suriname",25.0501,25.2593,25.2599,26.1019,26.6583,26.7881,26.5016,26.9527,26.2597,25.9768,26.9801,26.3347,235.748,248.936,462.717,679.739,296.365,384.839,307.591,143.8,52.3455,35.1017,125.589,139.674,NA,NA,NA,NA
"3",1903,25,"Suriname",25.7548,25.5064,25.7584,25.9561,25.8107,26.389,26.7547,26.2794,25.9648,27.2763,26.3121,26.0325,80.4624,184.044,305.527,592.374,445.091,431.088,193.892,164.734,69.1311,20.6283,28.8441,165.625,NA,NA,NA,NA
"4",1904,37,"Suriname",24.9563,24.6087,24.5657,25.3562,25.6826,25.6351,26.2552,25.9852,27.1316,26.8262,26.684,25.9342,161.913,179.373,689.413,371.861,412.512,238.999,256.401,37.9513,41.6484,53.4452,76.2807,249.188,NA,NA,NA,NA
"5",1905,49,"Suriname",25.8629,24.8104,25.6133,25.7033,25.9099,26.0813,26.086,26.708,27.0846,26.7425,26.8386,24.9894,135.268,195.175,139.291,481.331,358.138,349.973,304.823,90.0502,35.7007,50.2153,96.2649,240.051,NA,NA,NA,NA
"6",1906,61,"Suriname",25.0216,25.1646,25.1853,25.1759,25.8135,25.6362,25.8554,26.3608,26.5436,26.8006,26.8408,25.7863,157.313,65.04,279.171,545.507,402.96,200.298,217.536,145.063,54.6795,54.4185,101.825,82.8687,NA,NA,NA,NA
"7",1907,73,"Suriname",24.7562,24.6169,24.4654,24.7156,25.3653,25.5823,25.8554,26.6015,26.6424,27.0933,26.8315,25.5899,159.465,304.81,649.359,842.743,524.73,264.351,238.404,74.0706,77.727,25.6445,82.366,153.999,NA,NA,NA,NA
"8",1908,85,"Suriname",24.9087,25.0129,24.9613,25.4864,25.7041,25.9373,25.7991,26.4025,26.9426,26.8414,26.3375,26.3018,150.387,378.509,306.046,233.255,385.74,255.906,368.35,266.564,61.1352,32.2518,76.2323,135,NA,NA,NA,NA
"9",1909,97,"Suriname",25.149,24.6606,25.2669,25.507,25.6174,25.7863,25.9524,26.5035,26.9327,27.1296,27.3305,25.7343,114.084,297.905,341.967,312.191,456.522,300.96,229.646,224.685,23.96,48.1455,56.053,120.666,NA,NA,NA,NA
"10",1910,109,"Suriname",25.0097,25.0815,25.16,25.3967,25.8661,25.7988,26.0958,26.6782,26.5877,26.4543,26.6956,26.0659,418.998,193.251,202.459,174.274,295.92,369.933,203.166,199.33,61.5223,43.2741,100.826,197.418,NA,NA,NA,NA
"11",1911,121,"Suriname",24.2185,24.4126,24.9465,25.1531,25.4599,25.3116,24.9975,25.7782,26.1501,26.145,26.1692,25.3158,186.011,409.933,584.707,279.072,334.099,339.613,193.627,92.8045,23.5711,52.6891,111.637,85.669,NA,NA,NA,NA
"12",1912,133,"Suriname",25.3246,25.4963,25.6159,25.9923,25.6545,25.3392,25.4846,25.9652,26.1251,26.5695,26.2527,25.4096,37.346,13.883,81.147,186.036,431.438,317.384,260.346,178.347,42.4221,37.6083,109.899,215.338,NA,NA,NA,NA
"13",1913,145,"Suriname",24.4222,25.1059,24.6127,25.5495,25.6232,25.3798,24.8897,25.3546,25.9321,25.7386,25.8519,24.8832,338.983,66.9209,200.452,68.5364,110.998,351.017,257.361,111.786,53.7458,35.9125,61.4883,345.578,NA,NA,NA,NA
"14",1914,157,"Suriname",25.2969,25.2028,25.5178,25.2359,25.052,25.6283,25.2443,25.3753,25.5743,25.9135,25.4615,25.0056,97.355,208.077,219.243,337.811,682.16,245.18,227.484,108.832,79.7526,42.4797,79.0464,104.163,NA,NA,NA,NA
"15",1915,169,"Suriname",25.1688,24.8337,25.5878,25.8737,25.8152,25.3536,25.6115,26.3852,26.2647,26.6987,26.1175,25.3342,206.29,548.401,151.409,381.032,504.264,307.482,170.105,94.7917,20.9855,17.144,77.3727,201.127,NA,NA,NA,NA
"16",1916,181,"Suriname",24.7624,24.5231,25.2383,25.8253,25.3718,25.2372,25.3063,25.2365,25.6416,25.7494,25.5313,24.6753,351.518,188.273,292.381,77.2052,397.502,287.436,353.018,241.884,46.4817,51.5547,87.829,273.51,NA,NA,NA,NA
"17",1917,193,"Suriname",24.0431,24.0633,24.4694,24.6599,25.2166,25.1006,25.3924,25.1907,25.3422,25.5608,25.6759,24.9646,319.935,153.345,432.046,172.432,255.849,207.356,251.34,208.18,85.5033,33.4138,93.7786,148.119,NA,NA,NA,NA
"18",1918,205,"Suriname",24.2464,24.0902,24.3954,24.479,24.6486,25.6912,26.0074,25.685,26.0544,26.3884,26.3511,25.0529,174.852,168.728,419.344,520.168,405.863,360.239,348.55,104.073,22.2201,51.5391,31.8986,161.554,NA,NA,NA,NA
"19",1919,217,"Suriname",24.7843,25.1213,25.0311,25.2167,25.2303,25.9176,25.8271,25.7774,26.0016,26.1716,25.625,25.2141,121.16,40.031,470.126,332.803,598.599,251.11,282.474,140.397,102.353,32.6435,53.0809,155.884,NA,NA,NA,NA
"20",1920,229,"Suriname",24.7622,24.3229,24.7159,25.4885,25.3424,25.2931,25.387,25.7774,25.6323,26.2901,26.2121,25.2065,304.59,150.285,104.101,119.454,238.293,256.942,257.641,106.746,79.3653,62.1763,73.5479,115.106,NA,NA,NA,NA
"21",1921,241,"Suriname",24.6522,24.4402,25.0024,25.0914,25.6076,25.0113,25.1636,25.7331,25.8677,25.5578,25.4571,25.0722,164.59,41.814,165.001,349.023,70.665,395.409,318.364,152.525,107.419,76.5238,127.496,226.383,NA,NA,NA,NA
"22",1922,253,"Suriname",24.7527,24.5366,24.7961,25.1914,25.1073,25.2935,25.4962,25.3852,25.6274,25.7844,25.5318,24.3099,215.898,155.719,146.813,258.371,429.942,363.659,163.685,235.975,93.4865,33.6201,162.873,259.231,NA,NA,NA,NA
"23",1923,265,"Suriname",24.3126,24.0233,24.4854,24.9814,25.4097,25.1919,25.601,25.781,25.8628,26.1377,26.1686,24.9342,307.115,161.267,166.5,211.913,288.775,421.953,132.568,101.367,37.4106,50.6241,103.336,223.005,NA,NA,NA,NA
"24",1924,277,"Suriname",25.0426,24.7624,24.2692,25.8752,25.6597,25.2052,25.5521,25.3849,25.6662,25.1732,25.9327,24.7158,107.459,65.319,60.9522,96.0302,242.884,359.211,380.132,199.968,79.4174,97.2641,66.754,223.395,NA,NA,NA,NA
"25",1925,289,"Suriname",24.005,24.1321,24.3399,25.2105,25.5191,25.5113,25.9015,25.6795,25.6847,26.2685,26.2887,25.8045,102.013,154.123,358.86,61.7747,250.006,256.288,222.166,194.592,56.3076,12.2878,18.7205,107.863,NA,NA,NA,NA
"26",1926,301,"Suriname",25.137,25.1313,25.6986,26.2284,25.9355,25.8866,25.8108,25.8884,26.0838,26.1755,26.4183,25.1632,23.0526,22.2414,19.3867,129.881,426.959,324.593,286.42,189.338,73.3072,54.5149,65.1034,204.857,NA,NA,NA,NA
