"Country","JanTemperature","FebTemperature","MarTemperature","AprTemperature","MayTemperature","JunTemperature","JulTemperature","AugTemperature","SepTemperature","OctTemperature","NovTemperature","DecTemperature","JanRain","FebRain","MarRain","AprRain","MayRain","JunRain","JulRain","AugRain","SepRain","OctRain","NovRain","DecRain","ATemperature","AMinTemperature","AMaxTemperature","APrecipitation"
"Norway",-1.50388362295385,-1.58371584735903,-1.73634672074305,-1.97203512028398,-2.10564184881055,-2.05539607351108,-1.92870626067865,-2.13606769902327,-2.20454608700327,-2.02037940653805,-1.72595005757426,-1.52435730233573,0.249972260727209,0.0847084171556712,-0.0447588938640807,-0.297288607373854,-0.364577447845885,-0.146746677370399,-0.00764893182861829,0.118975431918925,0.27893124128013,0.296942116240236,0.249940059444279,0.336480604264887,-1.91786478984036,-1.47845253512453,-2.26313112416454,0.0737250576456468
"Pakistan",-0.265213707962711,-0.176812414730174,0.0673473216670607,0.397521290063445,0.820840498049686,1.19951745954757,1.13313036948468,0.92932492227585,0.663334873388361,0.279931904280293,-0.0314229912558085,-0.218624497317915,-0.58020160167635,-0.517888087247509,-0.51399456796991,-0.659831650604468,-0.761570973848131,-0.728020181088008,-0.32365348018727,-0.369509921548792,-0.71956493670904,-0.870360057202682,-0.926191986230198,-0.820423413344891,0.310667026300257,-0.141886562918088,0.856309231183091,-0.906897445740634
"Panama",0.922494294954589,0.90042206651178,0.916359382754012,0.907640243517521,0.800332714873494,0.58609261834831,0.529995568226368,0.49244766704604,0.611127752894995,0.741349745555749,0.82078944888668,0.894498512272037,-0.0425615739261356,-0.312763995317157,-0.27703445635583,0.57682769129268,2.32112852286194,1.81575416209541,1.6129753780431,1.93611895979355,2.21682712748729,3.43062641761901,3.30642930020787,1.40301208109765,0.963847626193281,1.00456876551897,0.83766768610544,2.18180503370709
"Peru",0.590456254103871,0.53971970562002,0.421113878718317,0.226433198512846,-0.109336509948811,-0.536086335194488,-0.840550876718508,-0.694633869930034,-0.251350998948991,0.141210231539636,0.420968910519636,0.547845005317813,1.27815087379094,1.58780847022902,1.44109620093917,0.923344242311455,0.282176721637815,0.0237092775907319,-0.117291669042431,-0.234835343679108,0.119885093137427,0.542681426207747,0.77264051269919,1.23734710862203,0.19365417850098,0.433871156725789,-0.216761568380295,0.845033913746055
"Poland",-1.07548039131476,-1.06828112886752,-1.06412789313304,-1.08354083499665,-0.94815339919102,-0.930740765874394,-0.840570944394807,-0.920855768796084,-1.16869687051245,-1.18203087474709,-1.12141449131877,-1.06830046647146,-0.460449440698183,-0.493268288650944,-0.505291485480174,-0.467961366253526,-0.33139964525218,-0.141299637523811,-0.0116152257240174,-0.126521114588941,-0.34804271553074,-0.417976030083193,-0.430239557531038,-0.463185357279334,-1.23362536359391,-1.03939422180199,-1.38008962787563,-0.47321414933306
"Qatar",0.351702626920812,0.394044165478227,0.56752095010507,0.927241339099344,1.56559469191404,2.06242235452954,2.33775173632033,2.28853673751623,1.83451164402238,1.22734304437098,0.775781279004735,0.46502947309921,-0.742014252749457,-0.722907654866387,-0.757398429612788,-0.89374185125339,-0.914180811535546,-0.903858082264653,-0.926454676022258,-0.939870899533168,-0.968919495729948,-0.948617549262246,-0.961676454119453,-0.848443514459589,1.05521076073677,0.565162170696984,1.64287986092101,-1.23959820809887
"Russia",-2.83716184579345,-2.78240045804245,-2.72757621359048,-2.58895277966453,-2.33619665376513,-1.74276603313026,-1.44191419200046,-1.87984657596834,-2.37344799555534,-2.75205930824079,-3.00788182760574,-2.94305069036514,-0.651138253143691,-0.689191455613011,-0.701136032395196,-0.70554374605847,-0.579366672345593,-0.363005188001656,-0.242208984356827,-0.2445686162142,-0.411906123365762,-0.530714778193482,-0.625258738584664,-0.700337757429926,-2.59321563451723,-2.4994484955731,-2.19589803189356,-0.736181493089145
"Rwanda",0.505543367091575,0.465764132209186,0.341940102906335,0.1301160757995,-0.150083613072991,-0.499029315425461,-0.767586385824206,-0.589868438722515,-0.234106131733474,0.10236734713674,0.324638940794651,0.451239150300185,0.353343425624002,0.51952136147927,0.874040132599137,1.01949023548699,0.222839875530378,-0.547321956063626,-0.735451059012201,-0.478367415496413,0.18022515324722,0.371133479067554,0.798837853562737,0.654546569345224,0.113992862966838,0.511299925094043,-0.582116870600935,0.314533869733565
"Saudi Arabia",0.237624469899397,0.303545921586733,0.447131939504775,0.714491860806315,1.20316828104164,1.60922023799577,1.71544661572048,1.7583249181768,1.43392988403526,0.87686807292238,0.503523494142503,0.291156667253318,-0.820805632964251,-0.829423100583612,-0.778429657730284,-0.792700706685224,-0.839713250880064,-0.884760197603341,-0.88803087019294,-0.902190198988696,-0.956487467529878,-0.925687079821108,-0.909028318051222,-0.936488637173302,0.818933822597676,0.432003706362206,1.25614689981263,-1.22710677642115
"Senegal",0.89811925536411,0.998324645869149,1.12904058848412,1.32346983682598,1.5143219586052,1.43279472407938,1.10602494330514,0.947133560666427,1.07875802686381,1.22201739768297,1.0867656034603,0.909397294347389,-0.899483099571391,-0.904250289943235,-0.924262489909827,-0.984217969694377,-0.780076072757787,-0.0872018855329379,0.814440697764792,1.94356524057782,1.32662220531964,-0.212404005181327,-0.957667562967748,-1.02718758184116,1.1113752972217,0.957276724868713,1.2008573687249,-0.238393965789518
"Somalia",0.93977914990034,0.96598486969063,1.02895819317704,1.10452265563598,1.11928434264122,1.00795134441925,0.810122789907313,0.830193708554822,1.05593831897042,0.982418714059207,0.954892352201637,0.944261927125121,-0.867759250958083,-0.867744478369923,-0.757314399515299,-0.306505940525323,-0.382641402163361,-0.743093634673513,-0.790697597681101,-0.82803246104088,-0.810256131580069,-0.439642060545956,-0.558853766489655,-0.870129167061637,1.0367281155781,1.08359083206692,0.716900428612056,-0.957912407370328
"Suriname",0.937605972228524,0.886269195719367,0.859441360536643,0.832347278205129,0.759132558118449,0.6513057569982,0.553904703412259,0.648649572327268,0.834283294865056,0.943739950231381,0.99849765959463,0.981450053280454,1.68898069078714,1.63711369451048,2.11762582404296,2.75778724915803,2.98934974046296,2.38729194631881,1.74122536501843,0.792781455354141,-0.16254760021669,-0.321894580789452,0.100627521765427,1.33862799253802,0.910725813878568,1.05891127963355,0.526246518182397,2.02954275975511
"Sweden",-1.55890640742163,-1.60271594491791,-1.69742339569278,-1.84276283943304,-1.87958707244788,-1.71621242165221,-1.59035194935295,-1.84284729471448,-2.02787714155708,-1.8998815931359,-1.7372199875464,-1.5936770286146,-0.338318817491078,-0.4410295886099,-0.496847967735641,-0.554716397994717,-0.502069415923271,-0.280390393245528,-0.112784219359193,-0.0845126986851127,-0.223679131143861,-0.298418101230391,-0.293844862533694,-0.332661827304963,-1.83501583556305,-1.59388274626669,-1.85652291781993,-0.455723472289356
"Syria",-0.44239289297395,-0.383518667243985,-0.318761567920942,-0.148228949045506,0.210244690408973,0.711360343426864,1.14356082076463,1.14887645273316,0.677919500910167,0.179437435417871,-0.229687145267663,-0.424181782361971,-0.201300064477529,-0.241081708723239,-0.403267853757989,-0.575544902684504,-0.777032468034279,-0.883545572384974,-0.923854115588559,-0.937535754176972,-0.950639648334761,-0.761138184627626,-0.569170825434467,-0.311921574850119,-0.0560660881320092,-0.407703737020397,0.559127970598654,-0.914214924074828
"Thailand",0.805893743337437,0.902444042297485,1.03715265042146,1.18444057186055,1.12867072952327,0.972219406704964,0.830488795127285,0.811384162470647,0.902979813510114,0.909336136620868,0.842972236623528,0.775144575120062,-0.696460758132997,-0.661860296616312,-0.411749360740259,0.139968265292255,1.03461633410268,1.27630863123114,1.39546548370775,1.86988681770294,2.21537075251175,0.867091495675349,-0.0654028297579822,-0.622183965271102,1.03067418453354,0.894769311870045,1.09727081157956,0.853781439280598
"Tonga",1.026332401074,1.01966598191572,0.927814842138614,0.807342989067169,0.554117309287724,0.280464741683499,0.00734589607882679,0.00200227063733251,0.31833252488985,0.605102365566527,0.833961649044198,0.966126931746739,1.42172016010341,1.74611918644579,2.51055214324745,1.15537994228272,0.11488050007344,-0.0774965586366691,0.0392651857867436,0.282200281846542,0.357582977641983,0.234162717626682,0.650017227837135,0.881081293352209,0.735896161940958,0.845741421174316,0.445140916414075,1.01133870811389
"Tunisia",-0.149067590895587,-0.111919135508212,-0.0664312438165195,-0.0137465914016057,0.217803538722736,0.722062167368179,1.11930073826329,1.14633048189565,0.751614138756791,0.288571325028594,-0.00191164798506737,-0.126618782087417,-0.449494133010978,-0.510401992109222,-0.555664657452421,-0.702569264002037,-0.775582536773884,-0.829806321097688,-0.905099128200881,-0.881696703394703,-0.726400552935394,-0.57173577905404,-0.60019521640537,-0.548776763916933,0.124409474248444,-0.0497410163212862,0.485539308868582,-0.960675771623087
"Turkey",-0.914059425148052,-0.894914392652939,-0.874277594526818,-0.820752721592852,-0.732157980931262,-0.481344386876812,-0.0910956949771426,-0.0581668489490082,-0.399777357991923,-0.635246025914418,-0.769881939510957,-0.875621198044213,-0.0129433896667148,-0.0596711532027007,-0.163258425264389,-0.228931996270595,-0.350562048802768,-0.544958289080066,-0.766328322167045,-0.808521937885443,-0.733913831338443,-0.449631088727331,-0.21806616629357,0.0325133520126585,-0.63006191915679,-0.680162022809768,-0.418355821660981,-0.535260327807915
"Turkmenistan",-0.914059425148052,-0.894914392652939,-0.874277594526818,-0.820752721592852,-0.732157980931262,-0.481344386876812,-0.0910956949771426,-0.0581668489490082,-0.399777357991923,-0.635246025914418,-0.769881939510957,-0.875621198044213,-0.0129433896667148,-0.0596711532027007,-0.163258425264389,-0.228931996270595,-0.350562048802768,-0.544958289080066,-0.766328322167045,-0.808521937885443,-0.733913831338443,-0.449631088727331,-0.21806616629357,0.0325133520126585,-0.606466243115646,-0.783523668309268,-0.202343479562362,-0.535260327807915
"Tuvalu",1.1643742809922,1.11926692368272,1.09358163550394,1.10081521953655,1.11458126460638,1.03405383372803,0.947286621522455,0.975977088901481,1.09385391523571,1.12655809122541,1.16075814663708,1.18510109518578,3.65050954015314,3.42445295432556,2.99366880265069,2.22044224963136,1.33593370929426,1.35554483489135,1.5552482205534,1.49468180174898,1.44782029943693,1.82877882618307,2.50250468449983,3.54179299831941,1.18700906979926,1.27152896621661,0.825171415809324,3.09774729776288
"Uganda",0.79194756811899,0.780813590210871,0.701404450091089,0.528627668403314,0.300821259168974,0.0153057057792785,-0.248555215938608,-0.173851885484181,0.157580998674618,0.454881087905963,0.635034975704874,0.727475352198136,-0.401780782192938,-0.18245407032018,0.359162920272876,0.997346488510437,0.538147734592414,0.0464260360785812,0.0119985424741144,0.38559119398178,0.477212505647999,0.510793248266773,0.4043202293983,-0.179192778708817,0.49554558111381,0.747706403422578,-0.00556842451528857,0.356620626426275
"Ukraine",-1.23979231546786,-1.25181194189337,-1.1883455087921,-0.941468409173058,-0.67421390715719,-0.4993231964108,-0.381713886993337,-0.50130220513066,-0.951255346527191,-1.17163373989426,-1.18246286747209,-1.21055540745334,-0.433417841127448,-0.45100030375574,-0.514910517925169,-0.481573727887467,-0.392830024806442,-0.181925536963672,-0.198923719701953,-0.337035328580544,-0.44298654601455,-0.483984391759221,-0.445830131369478,-0.447838627234166,-1.16666468798449,-1.16135403845668,-1.02873422867817,-0.553000505316874
"Uzbekistan",-1.12436997498864,-1.06428976926826,-0.858999956135097,-0.438686631593762,0.00763590150444016,0.531271716930095,0.847598464337906,0.504684899215406,-0.255147848862863,-0.802877644525547,-1.00258875183864,-1.10084799900948,-0.629959913835865,-0.601710465443824,-0.503076118502096,-0.599501208705814,-0.720718226846315,-0.83261440212703,-0.895925839823772,-0.923451273748148,-0.941923766382371,-0.821273446653915,-0.76857609045711,-0.737072253847912,-0.613329182806476,-1.04625960868502,0.193732278964097,-1.06273462242345
"Venezuela",0.933229886934386,0.923462916617005,0.915430088058088,0.881065852586953,0.741862242612748,0.51060468166647,0.372509975087032,0.443441096110166,0.668541932221372,0.813984822922668,0.907503359396843,0.933162399018589,-0.289163315316156,-0.26530973755401,-0.145405584335765,0.65788753911629,1.41057862270258,2.17383420028328,2.21681115279941,2.05111247952873,1.42021483691504,0.985928104738175,0.800517821644846,0.184474475299762,0.94039457528474,1.00302903634136,0.717609312834186,1.42137723065403
"Yemen",0.462400243438945,0.477009089213026,0.48736157862195,0.63294389361412,0.816203629246732,1.02062091167453,0.818091395543549,0.795311527204973,0.816685608233526,0.544997594690226,0.456831715876574,0.484248894542533,-0.817909284865036,-0.804977466459343,-0.728388490776237,-0.710057862795628,-0.756200578727146,-0.805428143301017,-0.633161778940435,-0.652916782241763,-0.817557341019737,-0.88591410678353,-0.882727069806891,-0.907088744916878,0.643988815633365,0.561432724561293,0.665120187815033,-1.09568259788403
