"","Year","X","Country","Month","ISO3","Temperature....Celsius.","Rainfall....MM.","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation","AWindSpeed","RainDays","SnowDays","StormDays","FoggyDays","TornadoDays","HailDays"
"1",1901,1,"Pakistan","Jan","PAK",7.72768,40.4258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",1901,2,"Pakistan","Feb","PAK",8.936,12.3022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1901,3,"Pakistan","Mar","PAK",16.9632,25.5119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",1901,4,"Pakistan","Apr","PAK",21.2741,14.2942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",1901,5,"Pakistan","May","PAK",26.0497,38.3046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",1901,6,"Pakistan","Jun","PAK",29.3811,12.8813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",1901,7,"Pakistan","Jul","PAK",29.2391,68.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",1901,8,"Pakistan","Aug","PAK",27.9718,16.5836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",1901,9,"Pakistan","Sep","PAK",25.2887,13.3391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",1901,10,"Pakistan","Oct","PAK",21.2279,3.10757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",1901,11,"Pakistan","Nov","PAK",15.7539,0.21419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",1901,12,"Pakistan","Dec","PAK",10.917,3.27559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",1902,13,"Pakistan","Jan","PAK",9.90868,2.31336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",1902,14,"Pakistan","Feb","PAK",11.2238,3.17559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",1902,15,"Pakistan","Mar","PAK",17.3237,13.3201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",1902,16,"Pakistan","Apr","PAK",22.1011,16.6064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",1902,17,"Pakistan","May","PAK",26.7454,17.0574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",1902,18,"Pakistan","Jun","PAK",28.6774,19.3449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",1902,19,"Pakistan","Jul","PAK",29.3654,25.7954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",1902,20,"Pakistan","Aug","PAK",28.2741,34.1203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",1902,21,"Pakistan","Sep","PAK",25.1602,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",1902,22,"Pakistan","Oct","PAK",20.8884,7.08495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",1902,23,"Pakistan","Nov","PAK",15.2654,14.5744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",1902,24,"Pakistan","Dec","PAK",9.94845,4.73243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",1903,25,"Pakistan","Jan","PAK",7.69502,22.6658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",1903,26,"Pakistan","Feb","PAK",10.009,10.2447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",1903,27,"Pakistan","Mar","PAK",13.2206,40.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",1903,28,"Pakistan","Apr","PAK",19.5796,12.3373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",1903,29,"Pakistan","May","PAK",25.6285,35.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",1903,30,"Pakistan","Jun","PAK",29.7751,7.95537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",1903,31,"Pakistan","Jul","PAK",29.0659,75.6535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",1903,32,"Pakistan","Aug","PAK",27.9325,34.1329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",1903,33,"Pakistan","Sep","PAK",26.0494,24.1921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",1903,34,"Pakistan","Oct","PAK",21.3515,1.82323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",1903,35,"Pakistan","Nov","PAK",14.0782,1.2238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",1903,36,"Pakistan","Dec","PAK",9.19253,10.0793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",1904,37,"Pakistan","Jan","PAK",6.93021,61.2916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",1904,38,"Pakistan","Feb","PAK",11.3519,10.9565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",1904,39,"Pakistan","Mar","PAK",15.2716,68.4706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",1904,40,"Pakistan","Apr","PAK",21.871,10.8674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",1904,41,"Pakistan","May","PAK",26.278,9.80757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",1904,42,"Pakistan","Jun","PAK",29.2731,6.63728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",1904,43,"Pakistan","Jul","PAK",28.8224,22.9002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",1904,44,"Pakistan","Aug","PAK",27.9196,26.1663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",1904,45,"Pakistan","Sep","PAK",25.3069,17.5644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",1904,46,"Pakistan","Oct","PAK",20.3797,8.62059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",1904,47,"Pakistan","Nov","PAK",15.4972,12.2084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",1904,48,"Pakistan","Dec","PAK",10.7429,6.44073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",1905,49,"Pakistan","Jan","PAK",6.75049,53.5866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",1905,50,"Pakistan","Feb","PAK",6.70157,37.0232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",1905,51,"Pakistan","Mar","PAK",12.538,41.1089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",1905,52,"Pakistan","Apr","PAK",19.8944,14.3762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",1905,53,"Pakistan","May","PAK",27.2105,12.9388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",1905,54,"Pakistan","Jun","PAK",29.3196,7.47864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",1905,55,"Pakistan","Jul","PAK",29.3462,17.6693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",1905,56,"Pakistan","Aug","PAK",28.2935,8.42186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",1905,57,"Pakistan","Sep","PAK",25.5066,36.4692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",1905,58,"Pakistan","Oct","PAK",21.4719,2.22197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",1905,59,"Pakistan","Nov","PAK",16.119,0.23152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",1905,60,"Pakistan","Dec","PAK",10.2265,27.6909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",1906,61,"Pakistan","Jan","PAK",6.99888,7.44133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",1906,62,"Pakistan","Feb","PAK",8.33483,78.1301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",1906,63,"Pakistan","Mar","PAK",14.2171,37.7996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",1906,64,"Pakistan","Apr","PAK",20.3203,11.4353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",1906,65,"Pakistan","May","PAK",27.1914,19.8325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",1906,66,"Pakistan","Jun","PAK",28.9734,12.6819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",1906,67,"Pakistan","Jul","PAK",29.352,25.2715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",1906,68,"Pakistan","Aug","PAK",28.2059,44.5472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",1906,69,"Pakistan","Sep","PAK",24.9951,28.7101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",1906,70,"Pakistan","Oct","PAK",21.3343,2.93003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",1906,71,"Pakistan","Nov","PAK",16.2258,0.2753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",1906,72,"Pakistan","Dec","PAK",11.5644,11.1771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",1907,73,"Pakistan","Jan","PAK",10.438,18.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",1907,74,"Pakistan","Feb","PAK",9.12774,38.2396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",1907,75,"Pakistan","Mar","PAK",14.2894,29.2855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",1907,76,"Pakistan","Apr","PAK",20.6502,36.3981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",1907,77,"Pakistan","May","PAK",24.6617,4.75605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",1907,78,"Pakistan","Jun","PAK",28.011,33.4921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",1907,79,"Pakistan","Jul","PAK",29.5999,33.0677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",1907,80,"Pakistan","Aug","PAK",27.2584,54.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",1907,81,"Pakistan","Sep","PAK",24.9491,2.99025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",1907,82,"Pakistan","Oct","PAK",20.1053,2.88652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",1907,83,"Pakistan","Nov","PAK",15.4206,0.88287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",1907,84,"Pakistan","Dec","PAK",9.60512,2.76253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",1908,85,"Pakistan","Jan","PAK",9.16938,40.6442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",1908,86,"Pakistan","Feb","PAK",10.4964,17.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",1908,87,"Pakistan","Mar","PAK",15.0003,13.8815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",1908,88,"Pakistan","Apr","PAK",21.5965,60.2271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",1908,89,"Pakistan","May","PAK",25.7166,15.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",1908,90,"Pakistan","Jun","PAK",29.3539,10.8517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",1908,91,"Pakistan","Jul","PAK",28.4189,100.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",1908,92,"Pakistan","Aug","PAK",26.8204,90.0436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",1908,93,"Pakistan","Sep","PAK",24.2037,27.5185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",1908,94,"Pakistan","Oct","PAK",19.7193,2.64982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",1908,95,"Pakistan","Nov","PAK",14.6582,0.30752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",1908,96,"Pakistan","Dec","PAK",9.50828,19.4151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",1909,97,"Pakistan","Jan","PAK",7.03193,22.0417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",1909,98,"Pakistan","Feb","PAK",9.29564,34.5044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",1909,99,"Pakistan","Mar","PAK",15.7865,17.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",1909,100,"Pakistan","Apr","PAK",20.9503,49.3441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",1909,101,"Pakistan","May","PAK",25.5858,5.69387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",1909,102,"Pakistan","Jun","PAK",29.0509,25.5863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",1909,103,"Pakistan","Jul","PAK",27.9125,110.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",1909,104,"Pakistan","Aug","PAK",27.2877,27.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",1909,105,"Pakistan","Sep","PAK",23.9227,35.4963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",1909,106,"Pakistan","Oct","PAK",20.2239,3.77207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",1909,107,"Pakistan","Nov","PAK",16.2276,2.09046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",1909,108,"Pakistan","Dec","PAK",9.69758,39.1434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",1910,109,"Pakistan","Jan","PAK",8.28281,48.6834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",1910,110,"Pakistan","Feb","PAK",10.7145,10.0486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",1910,111,"Pakistan","Mar","PAK",15.0186,12.8771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",1910,112,"Pakistan","Apr","PAK",20.0475,28.8651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",1910,113,"Pakistan","May","PAK",26.2383,8.65424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",1910,114,"Pakistan","Jun","PAK",28.9664,33.9063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",1910,115,"Pakistan","Jul","PAK",28.0875,73.1194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",1910,116,"Pakistan","Aug","PAK",27.3745,83.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",1910,117,"Pakistan","Sep","PAK",25.0666,4.58992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",1910,118,"Pakistan","Oct","PAK",20.1877,1.80884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",1910,119,"Pakistan","Nov","PAK",14.1164,0.18159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",1910,120,"Pakistan","Dec","PAK",8.60299,7.09619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",1911,121,"Pakistan","Jan","PAK",8.35633,62.1624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",1911,122,"Pakistan","Feb","PAK",10.6605,13.6268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",1911,123,"Pakistan","Mar","PAK",13.8202,63.2829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",1911,124,"Pakistan","Apr","PAK",20.689,13.1245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",1911,125,"Pakistan","May","PAK",26.6186,11.5385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",1911,126,"Pakistan","Jun","PAK",29.2712,8.98892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1911,127,"Pakistan","Jul","PAK",29.1161,8.07602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",1911,128,"Pakistan","Aug","PAK",27.9389,14.2183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",1911,129,"Pakistan","Sep","PAK",25.5788,9.62532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",1911,130,"Pakistan","Oct","PAK",20.7565,5.47875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",1911,131,"Pakistan","Nov","PAK",13.1283,9.19291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",1911,132,"Pakistan","Dec","PAK",9.73885,11.3108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",1912,133,"Pakistan","Jan","PAK",9.34208,49.9539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",1912,134,"Pakistan","Feb","PAK",11.6986,17.0454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",1912,135,"Pakistan","Mar","PAK",15.1625,7.75363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",1912,136,"Pakistan","Apr","PAK",21.7373,25.0325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",1912,137,"Pakistan","May","PAK",26.375,21.5984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",1912,138,"Pakistan","Jun","PAK",29.8667,13.9635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",1912,139,"Pakistan","Jul","PAK",29.4885,41.5568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
