"","Year","X","Country","Month","ISO3","Temperature....Celsius.","Rainfall....MM.","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation","AWindSpeed","RainDays","SnowDays","StormDays","FoggyDays","TornadoDays","HailDays"
"1",1901,1,"Cyprus","Jan","CYP",9.02431,93.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",1901,2,"Cyprus","Feb","CYP",13.4035,5.05787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1901,3,"Cyprus","Mar","CYP",15.5072,17.4185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",1901,4,"Cyprus","Apr","CYP",16.6739,4.68536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",1901,5,"Cyprus","May","CYP",18.4819,75.0465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",1901,6,"Cyprus","Jun","CYP",24.0428,0.53115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",1901,7,"Cyprus","Jul","CYP",26.7883,7.54685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",1901,8,"Cyprus","Aug","CYP",26.8267,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",1901,9,"Cyprus","Sep","CYP",23.9023,6.1463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",1901,10,"Cyprus","Oct","CYP",20.675,6.48981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",1901,11,"Cyprus","Nov","CYP",15.4363,17.9245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",1901,12,"Cyprus","Dec","CYP",13.2645,33.8699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",1902,13,"Cyprus","Jan","CYP",10.1038,83.0552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",1902,14,"Cyprus","Feb","CYP",13.0534,34.3698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",1902,15,"Cyprus","Mar","CYP",11.919,65.2336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",1902,16,"Cyprus","Apr","CYP",15.5407,29.1652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",1902,17,"Cyprus","May","CYP",19.7668,0.15252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",1902,18,"Cyprus","Jun","CYP",23.0521,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",1902,19,"Cyprus","Jul","CYP",26.0794,13.4722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",1902,20,"Cyprus","Aug","CYP",26.5996,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",1902,21,"Cyprus","Sep","CYP",25.3619,0.75757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",1902,22,"Cyprus","Oct","CYP",21.2715,23.8388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",1902,23,"Cyprus","Nov","CYP",14.0433,125.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",1902,24,"Cyprus","Dec","CYP",10.447,114.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",1903,25,"Cyprus","Jan","CYP",8.88143,39.6888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",1903,26,"Cyprus","Feb","CYP",9.32375,78.0397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",1903,27,"Cyprus","Mar","CYP",11.3358,35.8167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",1903,28,"Cyprus","Apr","CYP",16.146,4.15584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",1903,29,"Cyprus","May","CYP",20.0679,15.8632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",1903,30,"Cyprus","Jun","CYP",22.5181,12.0436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",1903,31,"Cyprus","Jul","CYP",25.1078,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",1903,32,"Cyprus","Aug","CYP",26.0616,0.15054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",1903,33,"Cyprus","Sep","CYP",23.0104,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",1903,34,"Cyprus","Oct","CYP",19.7434,23.4356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",1903,35,"Cyprus","Nov","CYP",14.5662,79.7003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",1903,36,"Cyprus","Dec","CYP",12.1954,122.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",1904,37,"Cyprus","Jan","CYP",9.6309,75.9692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",1904,38,"Cyprus","Feb","CYP",11.6618,40.5316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",1904,39,"Cyprus","Mar","CYP",12.0487,44.2734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",1904,40,"Cyprus","Apr","CYP",14.7264,51.7206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",1904,41,"Cyprus","May","CYP",18.6772,52.1669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",1904,42,"Cyprus","Jun","CYP",22.7708,22.1646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",1904,43,"Cyprus","Jul","CYP",25.7333,0.04483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",1904,44,"Cyprus","Aug","CYP",26.405,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",1904,45,"Cyprus","Sep","CYP",23.8524,4.04986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",1904,46,"Cyprus","Oct","CYP",21.8658,46.2321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",1904,47,"Cyprus","Nov","CYP",14.9478,122.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",1904,48,"Cyprus","Dec","CYP",10.1325,127.877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
