"","Year","X","Country","JanTemperature","FebTemperature","MarTemperature","AprTemperature","MayTemperature","JunTemperature","JulTemperature","AugTemperature","SepTemperature","OctTemperature","NovTemperature","DecTemperature","JanRain","FebRain","MarRain","AprRain","MayRain","JunRain","JulRain","AugRain","SepRain","OctRain","NovRain","DecRain","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
"1",1901,1,"Ethiopia",21.7241,24.0851,24.1675,24.0003,24.0289,23.0572,23.6171,22.9644,23.4137,22.7131,21.7962,21.605,10.8762,28.5686,63.6138,93.4658,54.3036,129.197,117.475,184.691,80.2316,53.1731,16.2038,16.8135,NA,NA,NA,NA
"2",1902,13,"Ethiopia",20.7026,22.1317,23.0557,22.7779,22.4055,23.8268,24.3366,24.4434,23.8363,22.3466,21.4033,20.5571,2.2677,23.1086,26.01,90.9432,75.1245,74.9354,102.857,73.1808,82.3993,57.9302,41.0751,36.8339,NA,NA,NA,NA
"3",1903,25,"Ethiopia",22.1631,22.7757,23.7389,24.565,23.7249,23.6262,23.7749,22.8165,22.6564,22.0548,20.6571,20.6413,20.2287,13.0572,45.7573,78.3576,235.537,92.0847,131.592,111.719,176.039,71.13,24.6782,19.2577,NA,NA,NA,NA
"4",1904,37,"Ethiopia",20.5097,22.4281,23.2811,23.9439,23.7758,24.2107,23.0834,23.4062,22.4358,21.191,20.6261,19.673,1.69191,10.5972,71.0562,50.2604,72.861,64.7272,126.629,131.613,142.601,49.5354,36.6046,4.82906,NA,NA,NA,NA
"5",1905,49,"Ethiopia",21.211,20.8135,22.0963,22.6967,22.5889,23.5661,23.2191,22.3629,22.7652,22.8185,22.134,21.3131,3.79272,10.6544,40.3335,96.4941,77.6602,66.8003,135.901,135.437,163.829,42.3473,96.052,3.40492,NA,NA,NA,NA
"6",1906,61,"Ethiopia",20.7055,23.5289,23.3152,23.5329,24.6989,24.616,23.0619,22.887,23.1055,22.1631,20.5203,19.2774,11.217,58.3436,107.176,83.7976,74.4701,83.3268,145.445,155.542,81.9397,52.6761,67.2937,2.16554,NA,NA,NA,NA
"7",1907,73,"Ethiopia",20.2492,22.8347,23.9478,24.1862,24.1146,23.9717,22.7819,21.8481,22.5441,22.0866,20.6291,18.4097,2.6401,19.5504,18.4418,118.982,80.7596,52.4911,120.859,136.546,98.0345,58.399,115.236,10.4397,NA,NA,NA,NA
"8",1908,85,"Ethiopia",20.8246,21.5568,24.6603,25.0171,25.8102,24.3416,22.8864,22.3455,23.8688,25.0567,20.0591,19.1077,21.1277,9.59059,24.7247,84.2809,46.9392,55.001,140.922,161.19,113.83,86.2931,38.7358,4.34918,NA,NA,NA,NA
"9",1909,97,"Ethiopia",19.7535,21.4532,22.781,22.1706,23.1847,22.559,22.9746,22.7478,22.5912,21.9736,20.6641,20.7937,17.4289,5.96034,34.3435,104.703,129.757,97.7391,119.81,194.534,112.076,44.1131,43.7023,10.3819,NA,NA,NA,NA
"10",1910,109,"Ethiopia",20.7414,22.2552,23.4544,24.4535,24.4584,24.137,23.7962,22.9087,22.3106,21.868,21.2212,21.4907,1.91571,6.44238,21.1727,67.4485,114.699,63.8317,140.552,184.641,106.362,66.0771,18.8158,16.2625,NA,NA,NA,NA
"11",1911,121,"Ethiopia",21.7557,21.8844,23.8439,23.7728,23.989,24.1147,22.6266,22.4999,22.5638,22.5296,21.6621,20.8034,7.86847,6.06807,66.6188,65.426,86.8419,64.99,136.196,154.8,148.716,78.6888,32.5915,5.35638,NA,NA,NA,NA
"12",1912,133,"Ethiopia",19.9869,21.4388,22.3222,22.4829,22.8962,22.9777,21.4491,21.2461,21.6282,21.2352,20.85,19.1992,22.3838,33.8381,22.5906,74.2168,54.6185,117.238,162.167,142.412,58.8658,40.4411,14.4044,14.4729,NA,NA,NA,NA
"13",1913,145,"Ethiopia",20.0207,21.0701,20.8848,22.9366,22.9397,22.1696,22.2484,21.834,22.7972,21.6158,19.8467,19.3508,4.38453,32.1114,48.0991,98.4991,104.555,50.1573,108.947,130.44,62.9072,53.6298,10.6274,1.46367,NA,NA,NA,NA
"14",1914,157,"Ethiopia",21.6481,21.7914,23.3831,22.5897,22.8678,23.4641,21.9222,21.5758,22.1501,21.5797,21.3107,21.0724,6.76519,18.4918,42.7637,75.606,64.3604,67.4539,146.935,201.357,152.707,155.124,26.9268,20.7429,NA,NA,NA,NA
"15",1915,169,"Ethiopia",21.5122,22.6098,23.3741,23.7739,23.0311,23.0501,22.5619,22.0065,22.3176,21.9468,21.5335,20.1262,4.33246,7.78972,31.7857,79.8289,90.1737,96.484,130.958,122.546,126.41,75.3402,62.9589,15.0672,NA,NA,NA,NA
"16",1916,181,"Ethiopia",19.3499,22.2209,22.5326,23.3499,23.0587,22.6141,21.4625,20.9784,21.2755,21.3478,21.1715,19.9527,31.7891,28.8996,50.3568,87.4436,105.011,95.0824,203.004,201.558,156.986,39.8407,26.004,21.6296,NA,NA,NA,NA
"17",1917,193,"Ethiopia",20.6073,22.1146,21.8182,22.5295,22.3372,22.3939,22.4435,21.9011,21.5214,21.1519,21.0097,20.2623,17.3638,16.0739,8.33381,101.326,136.347,130.255,118.347,175.225,129.863,82.0199,9.62908,18.1714,NA,NA,NA,NA
"18",1918,205,"Ethiopia",19.9013,21.7516,22.4058,22.1163,22.8004,22.8618,22.2933,21.6009,22.3129,21.7735,20.7272,20.3996,5.13222,27.7919,41.8503,100.504,80.0336,69.5278,111.622,123.918,58.6402,28.9494,16.1643,8.61061,NA,NA,NA,NA
"19",1919,217,"Ethiopia",22.2757,22.7828,23.4491,22.4588,22.9397,22.5573,21.8415,22.4279,22.4497,21.3451,20.2489,19.8383,4.97777,11.2091,62.9083,49.0377,70.0613,59.3116,188.203,121.778,87.3188,48.668,17.8672,1.1474,NA,NA,NA,NA
"20",1920,229,"Ethiopia",20.0013,20.2289,21.7377,22.0524,22.1513,22.2775,21.6679,20.6618,21.9654,21.7686,21.1872,19.1087,7.19602,17.0255,42.7663,95.317,93.3078,79.757,137.103,154.479,86.6141,71.3949,26.2362,5.11721,NA,NA,NA,NA
"21",1921,241,"Ethiopia",20.1445,20.8468,22.1124,24.4675,23.2851,23.1681,22.7784,21.6236,22.6984,22.2859,21.9846,22.4889,6.42616,5.03425,11.3237,54.3136,99.8198,73.31,163.61,117.754,101.621,53.6828,21.0268,4.16149,NA,NA,NA,NA
