"","Year","X","Country","Month","ISO3","Temperature....Celsius.","Rainfall....MM.","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation","AWindSpeed","RainDays","SnowDays","StormDays","FoggyDays","TornadoDays","HailDays"
"1",1901,1,"Mexico","Jan","MEX",15.5146,11.7908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",1901,2,"Mexico","Feb","MEX",15.3109,34.2592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1901,3,"Mexico","Mar","MEX",17.8516,6.69704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",1901,4,"Mexico","Apr","MEX",19.6372,11.4709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",1901,5,"Mexico","May","MEX",22.5504,24.4775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",1901,6,"Mexico","Jun","MEX",24.0767,64.7816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",1901,7,"Mexico","Jul","MEX",24.4898,150.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",1901,8,"Mexico","Aug","MEX",24.5305,134.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",1901,9,"Mexico","Sep","MEX",23.2971,136.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",1901,10,"Mexico","Oct","MEX",21.4779,47.6962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",1901,11,"Mexico","Nov","MEX",18.1392,24.5388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",1901,12,"Mexico","Dec","MEX",14.3993,8.80012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",1902,13,"Mexico","Jan","MEX",14.3253,22.5038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",1902,14,"Mexico","Feb","MEX",15.1868,6.09607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",1902,15,"Mexico","Mar","MEX",17.9136,4.62796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",1902,16,"Mexico","Apr","MEX",21.8998,9.24681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",1902,17,"Mexico","May","MEX",24.0894,32.3214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",1902,18,"Mexico","Jun","MEX",25.5225,75.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",1902,19,"Mexico","Jul","MEX",24.2573,131.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",1902,20,"Mexico","Aug","MEX",24.5321,90.7668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",1902,21,"Mexico","Sep","MEX",23.5101,118.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",1902,22,"Mexico","Oct","MEX",21.1963,64.7864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",1902,23,"Mexico","Nov","MEX",18.4311,26.9084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",1902,24,"Mexico","Dec","MEX",15.2751,32.3553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",1903,25,"Mexico","Jan","MEX",14.5826,21.4599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",1903,26,"Mexico","Feb","MEX",14.6,19.5343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",1903,27,"Mexico","Mar","MEX",17.0607,18.4715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",1903,28,"Mexico","Apr","MEX",20.3622,12.3215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",1903,29,"Mexico","May","MEX",22.0811,22.0758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",1903,30,"Mexico","Jun","MEX",23.2944,131.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",1903,31,"Mexico","Jul","MEX",24.3727,94.7304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",1903,32,"Mexico","Aug","MEX",24.1827,144.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",1903,33,"Mexico","Sep","MEX",22.6932,131.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",1903,34,"Mexico","Oct","MEX",19.7466,47.9985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",1903,35,"Mexico","Nov","MEX",17.2616,12.0927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",1903,36,"Mexico","Dec","MEX",14.4167,8.70131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",1904,37,"Mexico","Jan","MEX",13.736,6.58713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",1904,38,"Mexico","Feb","MEX",17.2363,7.81254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",1904,39,"Mexico","Mar","MEX",20.1314,14.6309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",1904,40,"Mexico","Apr","MEX",21.3398,21.8934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",1904,41,"Mexico","May","MEX",22.529,64.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",1904,42,"Mexico","Jun","MEX",24.3545,93.9635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",1904,43,"Mexico","Jul","MEX",23.6335,127.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",1904,44,"Mexico","Aug","MEX",23.6111,104.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",1904,45,"Mexico","Sep","MEX",22.7977,120.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
