"","Year","Country","Month","Temperature","Rain","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation","AWindSpeed","RainDays","SnowDays","StormDays","FoggyDays","TornadoDays","HailDays"
"1",1901,"Thailand","Jan",24.2636,12.4725,26.9565416666667,29.5841,23.6084,1579.233,NA,NA,NA,NA,NA,NA,NA
"2",1901,"Thailand","Feb",26.7941,14.3517,26.9565416666667,29.5841,23.6084,1579.233,NA,NA,NA,NA,NA,NA,NA
"3",1901,"Thailand","Mar",27.669,32.0031,26.9565416666667,29.5841,23.6084,1579.233,NA,NA,NA,NA,NA,NA,NA
"4",1901,"Thailand","Apr",29.5841,87.3683,26.9565416666667,29.5841,23.6084,1579.233,NA,NA,NA,NA,NA,NA,NA
"5",1901,"Thailand","May",28.1738,213.96,26.9565416666667,29.5841,23.6084,1579.233,NA,NA,NA,NA,NA,NA,NA
"6",1901,"Thailand","Jun",28.203,211.267,26.9565416666667,29.5841,23.6084,1579.233,NA,NA,NA,NA,NA,NA,NA
"7",1901,"Thailand","Jul",28.1747,220.74,26.9565416666667,29.5841,23.6084,1579.233,NA,NA,NA,NA,NA,NA,NA
"8",1901,"Thailand","Aug",27.8134,246.054,26.9565416666667,29.5841,23.6084,1579.233,NA,NA,NA,NA,NA,NA,NA
"9",1901,"Thailand","Sep",26.6485,265.493,26.9565416666667,29.5841,23.6084,1579.233,NA,NA,NA,NA,NA,NA,NA
"10",1901,"Thailand","Oct",26.9915,177.457,26.9565416666667,29.5841,23.6084,1579.233,NA,NA,NA,NA,NA,NA,NA
"11",1901,"Thailand","Nov",25.5544,77.9094,26.9565416666667,29.5841,23.6084,1579.233,NA,NA,NA,NA,NA,NA,NA
"12",1901,"Thailand","Dec",23.6084,20.157,26.9565416666667,29.5841,23.6084,1579.233,NA,NA,NA,NA,NA,NA,NA
"13",1902,"Thailand","Jan",22.4454,7.95311,26.3465833333333,29.0994,22.4454,1379.53771,NA,NA,NA,NA,NA,NA,NA
"14",1902,"Thailand","Feb",22.8237,10.0289,26.3465833333333,29.0994,22.4454,1379.53771,NA,NA,NA,NA,NA,NA,NA
"15",1902,"Thailand","Mar",27.6699,30.3107,26.3465833333333,29.0994,22.4454,1379.53771,NA,NA,NA,NA,NA,NA,NA
"16",1902,"Thailand","Apr",29.0994,95.2528,26.3465833333333,29.0994,22.4454,1379.53771,NA,NA,NA,NA,NA,NA,NA
"17",1902,"Thailand","May",28.3789,124.53,26.3465833333333,29.0994,22.4454,1379.53771,NA,NA,NA,NA,NA,NA,NA
"18",1902,"Thailand","Jun",28.4151,145.874,26.3465833333333,29.0994,22.4454,1379.53771,NA,NA,NA,NA,NA,NA,NA
"19",1902,"Thailand","Jul",27.7964,145.507,26.3465833333333,29.0994,22.4454,1379.53771,NA,NA,NA,NA,NA,NA,NA
"20",1902,"Thailand","Aug",27.2915,260.202,26.3465833333333,29.0994,22.4454,1379.53771,NA,NA,NA,NA,NA,NA,NA
"21",1902,"Thailand","Sep",26.6134,283.428,26.3465833333333,29.0994,22.4454,1379.53771,NA,NA,NA,NA,NA,NA,NA
"22",1902,"Thailand","Oct",26.5907,151.519,26.3465833333333,29.0994,22.4454,1379.53771,NA,NA,NA,NA,NA,NA,NA
"23",1902,"Thailand","Nov",24.8809,87.7255,26.3465833333333,29.0994,22.4454,1379.53771,NA,NA,NA,NA,NA,NA,NA
"24",1902,"Thailand","Dec",24.1537,37.2067,26.3465833333333,29.0994,22.4454,1379.53771,NA,NA,NA,NA,NA,NA,NA
"25",1903,"Thailand","Jan",23.3944,11.1885,26.0186666666667,29.927,19.9775,1434.28442,NA,NA,NA,NA,NA,NA,NA
"26",1903,"Thailand","Feb",24.6532,9.81622,26.0186666666667,29.927,19.9775,1434.28442,NA,NA,NA,NA,NA,NA,NA
"27",1903,"Thailand","Mar",28.1238,11.9302,26.0186666666667,29.927,19.9775,1434.28442,NA,NA,NA,NA,NA,NA,NA
"28",1903,"Thailand","Apr",29.927,31.5275,26.0186666666667,29.927,19.9775,1434.28442,NA,NA,NA,NA,NA,NA,NA
"29",1903,"Thailand","May",29.1443,190.857,26.0186666666667,29.927,19.9775,1434.28442,NA,NA,NA,NA,NA,NA,NA
"30",1903,"Thailand","Jun",27.1767,256.088,26.0186666666667,29.927,19.9775,1434.28442,NA,NA,NA,NA,NA,NA,NA
