"","Year","Country","Month","Temperature","Rain","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation","AWindSpeed","RainDays","SnowDays","StormDays","FoggyDays","TornadoDays","HailDays"
"1",1901,"Albania","Jan",-1.6164,97.6007,11.0309375,21.3348,-1.6164,1244.1374,NA,NA,NA,NA,NA,NA,NA
"2",1901,"Albania","Feb",0.6579,136.941,11.0309375,21.3348,-1.6164,1244.1374,NA,NA,NA,NA,NA,NA,NA
"3",1901,"Albania","Mar",7.43772,113.636,11.0309375,21.3348,-1.6164,1244.1374,NA,NA,NA,NA,NA,NA,NA
"4",1901,"Albania","Apr",10.2572,29.9409,11.0309375,21.3348,-1.6164,1244.1374,NA,NA,NA,NA,NA,NA,NA
"5",1901,"Albania","May",13.8797,101.971,11.0309375,21.3348,-1.6164,1244.1374,NA,NA,NA,NA,NA,NA,NA
"6",1901,"Albania","Jun",18.0844,143.239,11.0309375,21.3348,-1.6164,1244.1374,NA,NA,NA,NA,NA,NA,NA
"7",1901,"Albania","Jul",21.3348,32.7637,11.0309375,21.3348,-1.6164,1244.1374,NA,NA,NA,NA,NA,NA,NA
"8",1901,"Albania","Aug",20.1677,44.4383,11.0309375,21.3348,-1.6164,1244.1374,NA,NA,NA,NA,NA,NA,NA
"9",1901,"Albania","Sep",17.2626,72.4248,11.0309375,21.3348,-1.6164,1244.1374,NA,NA,NA,NA,NA,NA,NA
"10",1901,"Albania","Oct",12.964,160.129,11.0309375,21.3348,-1.6164,1244.1374,NA,NA,NA,NA,NA,NA,NA
"11",1901,"Albania","Nov",5.88308,140.36,11.0309375,21.3348,-1.6164,1244.1374,NA,NA,NA,NA,NA,NA,NA
"12",1901,"Albania","Dec",6.05855,170.693,11.0309375,21.3348,-1.6164,1244.1374,NA,NA,NA,NA,NA,NA,NA
"13",1902,"Albania","Jan",3.4935,78.388,11.033575,21.4475,0.57684,1124.5344,NA,NA,NA,NA,NA,NA,NA
"14",1902,"Albania","Feb",5.58643,199.122,11.033575,21.4475,0.57684,1124.5344,NA,NA,NA,NA,NA,NA,NA
"15",1902,"Albania","Mar",5.53845,125.268,11.033575,21.4475,0.57684,1124.5344,NA,NA,NA,NA,NA,NA,NA
"16",1902,"Albania","Apr",10.2166,71.26,11.033575,21.4475,0.57684,1124.5344,NA,NA,NA,NA,NA,NA,NA
"17",1902,"Albania","May",11.8057,121.504,11.033575,21.4475,0.57684,1124.5344,NA,NA,NA,NA,NA,NA,NA
"18",1902,"Albania","Jun",17.1082,37.2621,11.033575,21.4475,0.57684,1124.5344,NA,NA,NA,NA,NA,NA,NA
"19",1902,"Albania","Jul",20.7326,12.6201,11.033575,21.4475,0.57684,1124.5344,NA,NA,NA,NA,NA,NA,NA
"20",1902,"Albania","Aug",21.4475,22.9976,11.033575,21.4475,0.57684,1124.5344,NA,NA,NA,NA,NA,NA,NA
"21",1902,"Albania","Sep",17.949,110.993,11.033575,21.4475,0.57684,1124.5344,NA,NA,NA,NA,NA,NA,NA
"22",1902,"Albania","Oct",13.0528,134.173,11.033575,21.4475,0.57684,1124.5344,NA,NA,NA,NA,NA,NA,NA
"23",1902,"Albania","Nov",4.89528,97.8366,11.033575,21.4475,0.57684,1124.5344,NA,NA,NA,NA,NA,NA,NA
