"","Year","X","Country","Month","ISO3","Temperature....Celsius.","Rainfall....MM.","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation","AWindSpeed","RainDays","SnowDays","StormDays","FoggyDays","TornadoDays","HailDays"
"1",1901,1,"Guyana","Jan","GUY",25.4724,41.9797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",1901,2,"Guyana","Feb","GUY",25.5389,59.8414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1901,3,"Guyana","Mar","GUY",25.6782,174.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",1901,4,"Guyana","Apr","GUY",26.3027,151.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",1901,5,"Guyana","May","GUY",26.0569,329.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",1901,6,"Guyana","Jun","GUY",26.1438,329.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",1901,7,"Guyana","Jul","GUY",26.3628,215.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",1901,8,"Guyana","Aug","GUY",26.1791,250.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",1901,9,"Guyana","Sep","GUY",25.8527,182.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",1901,10,"Guyana","Oct","GUY",26.0833,85.5784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",1901,11,"Guyana","Nov","GUY",26.193,115.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",1901,12,"Guyana","Dec","GUY",25.3823,234.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",1902,13,"Guyana","Jan","GUY",25.0709,263.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",1902,14,"Guyana","Feb","GUY",25.1232,211.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",1902,15,"Guyana","Mar","GUY",25.0546,472.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",1902,16,"Guyana","Apr","GUY",25.9149,279.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",1902,17,"Guyana","May","GUY",26.3738,231.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",1902,18,"Guyana","Jun","GUY",26.235,314.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",1902,19,"Guyana","Jul","GUY",25.9011,275.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",1902,20,"Guyana","Aug","GUY",26.2183,165.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",1902,21,"Guyana","Sep","GUY",26.0331,102.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",1902,22,"Guyana","Oct","GUY",25.8951,58.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",1902,23,"Guyana","Nov","GUY",26.5024,113.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",1902,24,"Guyana","Dec","GUY",25.8702,99.9185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",1903,25,"Guyana","Jan","GUY",25.4368,118.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",1903,26,"Guyana","Feb","GUY",25.3378,106.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",1903,27,"Guyana","Mar","GUY",25.4387,242.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",1903,28,"Guyana","Apr","GUY",25.7915,347.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",1903,29,"Guyana","May","GUY",25.386,450.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",1903,30,"Guyana","Jun","GUY",25.8756,542.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",1903,31,"Guyana","Jul","GUY",26.2292,225.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",1903,32,"Guyana","Aug","GUY",25.9724,157.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",1903,33,"Guyana","Sep","GUY",25.816,187.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",1903,34,"Guyana","Oct","GUY",27.1247,14.3917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",1903,35,"Guyana","Nov","GUY",26.2005,69.3444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",1903,36,"Guyana","Dec","GUY",25.5302,227.927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",1904,37,"Guyana","Jan","GUY",24.8267,175.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",1904,38,"Guyana","Feb","GUY",24.5784,101.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",1904,39,"Guyana","Mar","GUY",24.5568,430.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",1904,40,"Guyana","Apr","GUY",25.3103,311.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",1904,41,"Guyana","May","GUY",25.6341,311.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",1904,42,"Guyana","Jun","GUY",25.0064,229.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
