"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1973,NA,NA,NA,NA
1974,NA,NA,NA,NA
1975,NA,NA,NA,NA
1976,NA,NA,NA,NA
1977,NA,NA,NA,NA
1978,26.8,33,22,NA
1979,27.4,33.5,22.5,84.34
1980,27.2,33.3,22.4,64.78
1981,27,33.4,22.5,27.44
1982,25.8,31.8,21,NA
1983,25.9,31.8,21.2,NA
1984,26.6,32.8,21.5,0.25
1985,26.9,33.2,21.8,0
1986,26.8,32.8,22.2,0
1987,27.2,33.2,22.2,0
1988,27.5,31.7,22.85,NA
1989,26.5,32.3,21.7,NA
1990,27,32.9,22.1,NA
1991,NA,NA,NA,NA
1992,26,31.6,21.3,NA
1993,27,32.7,22.2,NA
1994,27.4,33,23,NA
1995,27,32.4,22.6,NA
1996,27.5,32.9,23,NA
1997,27.1,32.5,22.4,85.85
1998,28.4,33.9,23.8,71.88
1999,28.6,34,23.9,NA
2000,27.9,33.4,23.4,61.95
2001,28.3,34,23.5,12.94
2002,NA,NA,NA,NA
2003,28.2,33.8,23.8,76.72
2004,28.2,33.9,23.6,53.08
2005,NA,NA,NA,NA
2006,28.2,33.5,23.9,111.26
2007,28.3,33.6,23.9,25.91
2008,28.1,33.6,23.8,48.75
2009,28.5,33.8,24.2,NA
2010,29.1,34.6,24.9,31.76
2011,28.5,33.7,24.4,42.66
2012,28.8,33.8,24.6,23.88
2013,28.5,33.4,24.5,54.87
2014,28.9,33.8,24.9,NA
2015,29.1,34.3,24.9,NA
2016,28.9,33.9,24.9,163.85
2017,29.1,34,25.2,NA
2018,29.4,34.2,25.5,NA
2019,NA,NA,NA,NA
