"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1954,NA,NA,NA,NA
1955,26.5,30.7,23.6,2003.94
1956,26.2,30.5,23.2,2628.51
1957,26.6,30.9,23.6,2059.32
1958,26.9,31.4,23.7,2225.97
1959,26.7,30.8,23.6,2478.39
1960,26.6,30.9,23.6,1716.68
1961,26.7,31.2,23.5,1901.33
1962,26.4,30.8,23.3,2613.83
1963,26.6,31.2,23.3,1964.83
1964,26.4,30.8,23.2,2945.23
1965,NA,NA,NA,NA
1973,26.3,29.9,23.8,NA
1974,26.1,29.7,23.4,NA
1975,26.1,29.9,23.5,NA
1976,NA,NA,NA,NA
1977,26.6,30.4,24,NA
1978,26.7,30.6,24.1,NA
1979,26.8,30.7,24.1,NA
1980,26.8,30.9,23.9,NA
1981,NA,NA,NA,NA
1982,27.3,30.6,25.1,1476.54
1983,27.6,31,25.2,1919.24
1984,26.7,30.1,24.3,2618.47
1985,27.1,30.6,24.6,1943.92
1986,27.1,30.6,24.4,2314.97
1987,27.3,31.4,24.5,1825.04
1988,27.2,31.2,24.3,2579.68
1989,26.9,31,24,NA
1990,27.6,31.6,24.5,1869.45
1991,27.4,31.3,24.5,1787.41
1992,27.3,31.1,24.2,6642.91
1993,27.5,31.1,24.4,2231.17
1994,27.6,31.4,24.6,2035.08
1995,27.6,31.4,24.5,2601.02
1996,27.6,31.4,24.3,2471.18
1997,28.3,32.4,25.1,1160.56
1998,28.4,32.1,25,2710.4
1999,27.6,31.3,24.4,NA
2000,27.85,31.4,24.9,NA
2001,27.8,31.25,24.85,NA
2002,NA,NA,NA,NA
2003,28.1,31.45,25.25,2433.81
2004,28.2,31.7,25.25,2103.38
2005,NA,NA,NA,NA
2006,28.0333333333333,31.5,25.1666666666667,2758.19
2007,27.8666666666667,31.1666666666667,24.9,2644.92
2008,27.8,31.1666666666667,24.8666666666667,2307.81
2009,28.3333333333333,31.8,25.2666666666667,1925.01
2010,28.5,32.0333333333333,25.3333333333333,2043.73
2011,28.0333333333333,31.3666666666667,25.0666666666667,2525.98
2012,28.2,31.5666666666667,25.2,2029.93
2013,28.2666666666667,31.7333333333333,25.2666666666667,2771.18
2014,28.5333333333333,31.9,25.5,1552.67
2015,28.8,32.1666666666667,25.9333333333333,1262.36
2016,29.0666666666667,32.4333333333333,25.9666666666667,1962.61
2017,28.4,31.7333333333333,25.6333333333333,NA
2018,28.2,31.6666666666667,25.5333333333333,1663.21
2019,NA,NA,NA,NA
