"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1973,23.9,26.2,21.8,NA
1974,23.4,25.9,21.3,NA
1975,23.3,25.6,21.2,NA
1976,NA,NA,NA,NA
1977,NA,NA,NA,NA
1978,23.2,25.6,21.1,NA
1979,23.5,25.9,21.3,NA
1980,23.2,25.6,21,NA
1981,23.3,25.7,21.2,NA
1982,23.3,25.6,21.2,NA
1983,23.2,25.5,21.2,NA
1984,22.8,25.1,20.7,NA
1985,23.1,25.5,21,NA
1986,23.4,26,21.2,NA
1987,24,26.4,21.9,NA
1988,23.3,25.8,21.2,NA
1989,23.5,25.9,21.4,NA
1990,23.7,26.3,21.6,NA
1991,24.1,26.7,21.9,NA
1992,23.6,26.2,21.4,NA
1993,23.7,26.2,21.4,NA
1994,24.3,26.8,22,NA
1995,23.4,26,21.2,NA
1996,23.9,26.5,21.6,NA
1997,24,26.5,21.8,0
1998,24.6,27.1,22.3,0
1999,24.2,26.8,21.8,NA
2000,24,27.1,21.3,NA
2001,24.2,27.6,21.3,2469.5
2002,NA,NA,NA,NA
2003,24.3,27.8,21.3,1692.63
2004,24.1,27.5,21.1,1368.06
2005,NA,NA,NA,NA
2006,24.4,27.5,21.5,2229.84
2007,24.5,27.6,21.6,1426.72
2008,23.8,26.8,20.8,2887.7
2009,24.4,27.5,21.4,1708.59
2010,24.1,27.2,21.2,1848.62
2011,23.7,26.8,20.8,1307.07
2012,24.2,27.2,21.4,1614.62
2013,24.1,27,21.3,2218.13
2014,24.5,27.2,21.5,NA
2015,25.1,27.7,22.3,NA
2016,24.6,27.1,21.6,NA
2017,24.8,27.5,22,NA
2018,24.5,27.3,21.7,1752.82
2019,NA,NA,NA,NA
