"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation","AWindSpeed","RainDays","SnowDays","StormDays","FoggyDays","TornadoDays","HailDays"
1941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1942,21.8,24.2,19.8,NA,19.4,175,0,17,91,0,0
1943,22,24.3,20.1,NA,19.8,157,0,10,32,0,0
1944,21.6,23.8,19.7,NA,19.1,197,0,16,12,0,0
1945,21.8,23.9,19.9,NA,19.9,192,0,19,4,0,0
1946,22.2,24.4,20.3,NA,18.8,178,0,13,9,0,0
1947,22.1,24.3,20.2,NA,21.3,198,0,20,2,0,0
1948,22,24.2,20.1,NA,22.6,191,0,28,13,0,0
1949,22,24.3,20.2,NA,21,184,0,19,0,0,0
1950,22,24.4,20.1,NA,21,181,0,16,1,0,1
1951,21.8,24,19.9,NA,23.1,201,0,30,5,0,2
1952,22,24.3,20.2,NA,20.1,198,0,27,4,0,0
1953,22.1,24.3,20.3,NA,19.7,190,0,28,3,0,0
1954,22.3,24.6,20.4,NA,20,158,0,17,1,0,0
1955,21.5,23.7,19.6,NA,20.2,191,0,25,1,0,1
1956,21.8,24,20,NA,18.9,185,0,19,2,0,0
1957,21.4,23.4,19.7,NA,19.2,192,0,31,1,0,0
1958,21.3,23.2,19.6,NA,19.9,184,0,11,21,0,2
1959,21.8,23.7,20.3,NA,18.8,161,0,19,13,0,0
1960,21.6,23.6,19.9,NA,18,174,0,22,12,0,0
1961,21.8,23.7,20.1,NA,18.1,168,0,14,7,0,0
1962,21.7,23.7,20.1,NA,22.6,199,0,30,7,0,1
1963,21.4,23.2,19.8,NA,21.9,209,0,11,23,0,0
1964,21.3,23,19.7,NA,21.3,178,0,16,10,0,0
1965,21.2,22.9,19.6,NA,19.8,169,0,20,3,0,0
1966,21.4,23.1,19.9,NA,18.7,181,0,19,0,0,0
1967,21.4,23.1,19.7,NA,18,186,0,24,5,0,0
1968,21.4,23.3,19.6,NA,18.4,154,0,21,1,7,0
1969,21.5,23.5,19.7,NA,20.1,175,0,18,1,6,0
1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,21.6,24,19.4,NA,18.1,180,0,27,17,0,1
1974,22.9,25.5,20.7,NA,16.8,191,2,37,2,0,0
1975,23,25.6,20.9,NA,17.5,169,0,27,5,0,2
1976,22.7,25.6,20.5,NA,18.4,176,1,24,2,4,2
1977,22.2,24.9,20.1,NA,18.7,180,1,37,4,1,5
1978,22.5,25,20.5,NA,17.8,219,2,30,23,1,2
1979,22.7,25.5,20.5,NA,18.7,206,0,31,8,0,3
1980,22.1,24.7,19.9,NA,16.7,224,1,27,5,3,2
1981,21.4,24.1,18.9,NA,19.1,229,0,34,2,0,1
1982,22.9,26,20.3,NA,16.9,221,0,34,1,0,1
1983,22.6,25.8,19.6,NA,16.1,240,0,57,10,1,1
1984,22.3,25.3,19.6,NA,17.7,225,0,37,19,1,0
1985,22.2,25.3,19.4,NA,18,230,0,21,20,0,2
1986,22.3,25.3,19.7,NA,18.7,249,0,44,11,3,3
1987,22,24.9,19.5,NA,20,221,1,37,25,3,0
1988,23.3,26.4,20.1,NA,19.8,234,0,42,22,4,3
1989,23.6,26.7,20.6,NA,18.5,203,0,30,3,2,1
1990,23.1,26.1,20.2,NA,19.8,190,1,37,6,4,1
1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,23.2,26.2,20.3,1671.05,19.9,217,0,37,5,0,2
1994,23.6,26.8,20.7,1806.81,18.2,226,0,29,0,2,0
1995,21.8,24.3,19.5,1482.88,21.1,222,0,25,1,0,0
1996,21.8,23.7,19.6,1693.87,21.3,216,0,28,2,5,1
1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,22.6,25.3,19.9,1389.64,20.5,203,0,54,0,2,0
1999,22.6,25.9,19.2,NA,20.7,187,0,52,1,4,0
2000,22,25.2,19,1792.13,21.2,195,1,48,0,3,0
2001,21.7,25.2,18.8,1451.74,20.6,191,2,46,3,7,1
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,22.5,26,19.7,1502.11,21.9,206,2,30,2,2,1
2004,21.9,25.3,19,1514.83,21.2,203,0,30,0,6,0
2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,21.9,24.7,19.4,1483.84,21.4,194,0,32,0,0,2
2007,21.6,24.1,19.1,1425.7,21.3,202,0,23,3,3,0
2008,22.1,24.5,19.7,1453.87,21.8,199,0,38,1,0,2
2009,22.3,24.6,19.8,1388.33,22.7,212,0,51,0,5,2
2010,21.6,24,19.2,1125.67,24.8,215,3,37,3,5,1
2011,22.2,24.7,19.7,983.72,22.6,203,2,43,0,2,0
2012,22.3,24.7,19.7,1299.99,21.1,205,1,44,1,4,0
2013,21.9,24.3,19.4,1549.35,20.2,211,1,51,0,5,1
2014,22.7,25.3,20,1725.85,21.3,208,0,60,0,4,0
2015,22.8,25.2,20.3,1415.99,21.8,228,0,50,2,1,1
2016,22.9,25.2,20.4,1891.97,22.1,207,0,48,0,2,0
2017,22.7,25.2,20.1,1357.85,21.7,203,0,39,1,2,0
2018,22.8,25.1,20.2,NA,21,215,1,30,1,1,0
2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
