"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1959,NA,NA,NA,NA
1960,NA,NA,NA,NA
1961,NA,NA,NA,NA
1962,NA,NA,NA,NA
1963,NA,NA,NA,NA
1964,NA,NA,NA,NA
1965,12.2,17.7,7.3,2938.03
1966,14.3,19.4,9.5,382.97
1967,12.1,17,7.5,494.43
1968,12.5,17.6,7.8,580.83
1969,11.3,16.4,6.7,832.29
1970,12.9,18.3,8.4,616.99
1971,NA,NA,NA,NA
1973,12.1,17.6,7.7,528.61
1974,12,17.2,7.7,558.35
1975,12.9,18.4,8.3,440.01
1976,11.3,16.5,7.1,624.63
1977,12.1,17.7,7.6,393.7
1978,12.1,17.5,7.7,433.91
1979,13.2,18.5,8.7,512.83
1980,12.6,18.2,8,368.08
1981,13,18.6,8.4,549.7
1982,12.5,17.9,8.1,329.46
1983,12.5,18,7.7,553.97
1984,12.4,17.5,8,742.48
1985,12.7,18.2,8.2,293.61
1986,12.9,17.9,8.7,434.9
1987,12.5,17.4,8.4,679.73
1988,12.4,17.1,8.6,398.81
1989,13.8,19.2,9.2,692.68
1990,13.4,18.6,9,438.49
1991,13.7,18.8,9.5,NA
1992,NA,NA,NA,NA
1993,12,17.4,7.2,599.99
1994,13.1,18.3,8.4,NA
1995,13.9,20.1,8.7,334.27
1996,13.1,18.4,8.6,NA
1997,13.1,19.1,8.1,488.26
1998,14.5,20.5,9.5,541.33
1999,14,19.8,9,387.56
2000,14,19.6,9.1,NA
2001,13.9,19.4,9.1,NA
2002,NA,NA,NA,NA
2003,13.2,18.6,8.7,509.78
2004,13.7,19.7,8.5,262.67
2005,NA,NA,NA,NA
2006,NA,NA,NA,NA
2015,NA,NA,NA,NA
2016,14.1,19.3,9.9,NA
2017,14.6,20.1,10.2,NA
2018,15.4,20.5,11.3,NA
2019,NA,NA,NA,NA
