"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1944,NA,NA,NA,NA
1945,26.3,29.6,22.5,NA
1946,NA,NA,NA,NA
1955,26.4,29.6,23.3,NA
1956,25.9,28.9,23,NA
1957,26.2,29.4,23.4,NA
1958,26.5,29.7,23.5,NA
1959,25.5,28.3,22.7,NA
1960,26.5,29.4,23.8,NA
1961,26,29.1,23.2,NA
1962,27.2,31.1,23.5,0
1963,26.7,30.3,23.2,NA
1964,NA,NA,NA,NA
1965,NA,NA,NA,NA
1966,NA,NA,NA,NA
1967,25.6,29.1,22.5,NA
1968,26.1,29.7,23,NA
1973,NA,NA,NA,NA
1974,26.3,29.7,NA,NA
1975,26.3,29.8,23,NA
1976,NA,NA,NA,NA
1977,NA,NA,NA,NA
1978,26.4,30.1,23.5,NA
1979,27.2,30.9,24.3,58.42
1980,26.7,30.6,23.9,367.28
1981,26.9,30.8,24.1,83.82
1982,25.7,29,22.5,NA
1983,25.8,29.1,22.2,232.92
1984,26.1,29.7,22.6,99.83
1985,26.6,30.1,23.2,0
1986,26.5,30.6,23.1,NA
1987,26.9,31.2,23.2,NA
1988,26.5,30.6,22.8,NA
1989,25.9,30.2,22.5,NA
1990,26.4,30.5,22.9,NA
1991,NA,NA,NA,NA
1992,25.2,29.1,22.1,NA
1993,26.1,30,22.8,NA
1994,26.6,30.5,23.4,NA
1995,26.3,30.2,22.8,NA
1996,26.8,30.9,23.2,NA
1997,26,30.2,22.4,45.97
1998,27.9,31.7,24.1,25.91
1999,27.9,31.8,24.3,NA
2000,27,31.4,23.3,164.05
2001,27.4,31.9,23.8,53.56
2002,NA,NA,NA,NA
2003,27.2,31.7,23.7,56.13
2004,27.1,31.5,23.5,79.01
2005,NA,NA,NA,NA
2006,27.2,31.5,23.7,NA
2007,27.2,31.3,23.7,NA
2008,27,31.3,23.4,373.89
2009,27.4,31.3,24.2,55.37
2010,28.3,32.1,25.2,125.74
2011,27.2,30.8,24.3,NA
2012,27.6,31.4,24.5,12.97
2013,27.3,31,24.3,126.76
2014,27.8,31.4,24.9,NA
2015,28.1,31.9,25.1,NA
2016,27.9,31.5,25,NA
2017,28.2,31.7,25.1,NA
2018,28.5,32.4,25.3,NA
2019,NA,NA,NA,NA
