"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1942,NA,NA,NA,NA
1943,NA,NA,NA,NA
1944,NA,NA,NA,NA
1950,NA,NA,NA,NA
1951,NA,NA,NA,NA
1952,19.4,25.2,14.9,NA
1953,27.5,31.5,22.8,NA
1954,25.55,31.15,20.45,NA
1955,23.5,29.1666666666667,17.7666666666667,NA
1956,25.2,30.5,20.3,NA
1957,24.6333333333333,29.8666666666667,19,NA
1958,26.2333333333333,31.0333333333333,20.7,NA
1959,24.1,28.8333333333333,18.9333333333333,NA
1960,25.8,31.3,21.3,NA
1961,25.6,31.3,20.8,NA
1962,25.2666666666667,30.7666666666667,20.2666666666667,NA
1963,25.7,31.15,20.55,NA
1964,26.15,31.05,21.075,NA
1965,26.3,31.15,21.225,NA
1966,26.475,31.6,21.875,NA
1967,26.3,31.65,20.95,NA
1968,27.7,31.6,21.9,NA
1969,26.9,31.7,21.8,NA
1970,26.2,31.68,21.48,NA
1971,NA,NA,NA,NA
1973,26.3,31.5,21,NA
1974,NA,NA,NA,NA
1975,NA,NA,NA,NA
1976,NA,NA,NA,NA
1977,NA,NA,NA,NA
1978,NA,NA,NA,NA
1979,26.9,31.6,21.9,NA
1980,27.4,31.7,22.2,NA
1981,27.2,31.5,22,NA
1982,NA,NA,NA,NA
1983,NA,NA,NA,NA
1984,NA,NA,NA,NA
1985,NA,NA,NA,NA
1986,21.45,23.5,19.75,0
1987,27.4,31.3,22.7,NA
1988,20.9,22.95,19.1,0
1989,21.05,23.25,19.15,263.265
1990,23.7,26.3333333333333,20.9,0
1991,23.9,26.1666666666667,21.2333333333333,0
1992,27,31.2,21.9,NA
1993,23,25.7,20.0666666666667,0
1994,23.3,25.8,20.5666666666667,0
1995,24.65,27.55,21.25,0
1996,23.1333333333333,25.8,20.2333333333333,0
1997,24.35,27.3,21.15,21.59
1998,25.3,28.2,22.05,0
1999,24.65,27.4,21.45,0
2000,24.6,27.45,21.3,0
2001,21.6,23.3,19.9,0
2002,NA,NA,NA,NA
2003,24.2,27.55,20.8,0
2004,24.25,27.35,20.85,753.5
2005,NA,NA,NA,NA
2006,27.1,31.7,22.4,NA
2007,24.85,28.35,21.6,0
2008,25.8666666666667,31.1,21.5,NA
2009,26.425,32.025,21.425,NA
2010,25.1,29.5666666666667,21.1333333333333,0
2011,24.3,27.45,21.15,0
2012,27.8,32.3,23.3,NA
2013,24.3,27.7,20.95,0
2014,25.5,30.14,20.36,0
2015,27.06,32.38,21.44,NA
2016,27.12,32.36,21.42,NA
2017,26.6,31.45,20.775,1099.04
2018,26.475,31.1,20.825,NA
2019,NA,NA,NA,NA
