"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1957,NA,NA,NA,NA
1958,19.04,25.34,13.14,NA
1960,NA,NA,NA,NA
1961,NA,NA,NA,NA
1962,NA,NA,NA,NA
1963,NA,NA,NA,NA
1964,NA,NA,NA,NA
1965,NA,NA,NA,NA
1966,NA,NA,NA,NA
1967,NA,NA,NA,NA
1973,NA,NA,NA,NA
1974,16.5,24.5,NA,NA
1975,16.3,24.7,7.2,NA
1976,16.5,24.1,7.7,NA
1977,16.5,25.1,7.4,NA
1978,16.9,25.8,7.2,NA
1979,17.45,23.75,11.25,NA
1980,16.4,24.9,7.8,78.23
1981,16.8,25.4,8.1,161.04
1982,15.7,24,7.1,NA
1983,16.15,23.55,8.9,279.4
1984,16.8333333333333,24.1333333333333,9.7,34.55
1985,17.1,24.85,9.8,16.26
1986,17.25,24.9,10.1,18.56
1987,16.5,25.2,8.2,57.4
1988,NA,NA,NA,NA
1989,NA,NA,NA,NA
1990,16.8,25.7,7.9,42.44
1991,17.475,24.375,10.7,107.433333333333
1992,16.2285714285714,22.4,9.8,281.85
1993,17.275,23.95,10.75,257.6425
1994,20.3333333333333,27.3,13.0333333333333,173.833333333333
1995,18.7333333333333,25.42,12.1833333333333,227.288
1996,18.875,24.975,13.05,336.16625
1997,17.47,23.7,11.5,208.126666666667
1998,19.5,25.74,13.45,155.96
1999,18.8545454545455,25.4454545454545,12.6363636363636,6.85
2000,18.34,24.49,12.32,247.0725
2001,19.5,25.54,13.51,51.935
2002,NA,NA,NA,NA
2003,18.5,24.4454545454545,12.8727272727273,350.182
2004,18.9,25.125,12.7375,275.06125
2005,NA,NA,NA,NA
2006,18.2125,24.3125,12.2125,NA
2007,18.5857142857143,24.6142857142857,12.4857142857143,NA
2008,19.1307692307692,25.5538461538462,12.7,128.826
2009,19.0583333333333,25.05,12.9416666666667,128.97
2010,20.5230769230769,27.0769230769231,14.3230769230769,130.56125
2011,18.1222222222222,24.1666666666667,12.1777777777778,436.3
2012,19.25,24.875,13.95,1181.11
2013,19.0333333333333,25.1333333333333,13.0333333333333,546.33
2014,19.3666666666667,25.7,13.5666666666667,86.87
2015,19.3333333333333,25.7333333333333,13.3666666666667,574.55
2016,NA,NA,NA,NA
2017,19.4666666666667,26.3333333333333,12.2,NA
2018,20.4,26.5,13.8333333333333,NA
2019,NA,NA,NA,NA
