"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1942,NA,NA,NA,NA
1943,NA,NA,NA,NA
1944,20.9,24.3,16.9,NA
1945,NA,NA,NA,NA
1949,19.9,23.2,17.3,NA
1950,22.2,25.55,19.3,NA
1955,NA,NA,NA,NA
1956,NA,NA,NA,NA
1957,22.6,27,18.5,NA
1958,23,27,18.5,NA
1959,NA,NA,NA,NA
1960,22.7,26.2,18.3,NA
1973,NA,NA,NA,NA
1974,NA,NA,NA,NA
1975,NA,NA,NA,NA
1976,NA,NA,NA,NA
1977,NA,NA,NA,NA
1978,22,28.7,17,NA
1979,NA,NA,NA,NA
1980,NA,NA,NA,NA
1981,NA,NA,NA,NA
1982,NA,NA,NA,NA
1983,NA,NA,NA,NA
1984,NA,NA,NA,NA
1985,NA,NA,NA,NA
1986,NA,NA,NA,NA
1987,22.9,29.2,18.1,1813.31
1988,22.3,28.1,17.8,2052.29
1989,NA,NA,NA,NA
1990,NA,NA,NA,NA
1991,NA,NA,NA,NA
1992,NA,NA,NA,NA
1993,NA,NA,NA,NA
1994,NA,NA,NA,NA
1995,NA,NA,NA,NA
1996,NA,NA,NA,NA
1997,22.9,28.6,19,749.53
1998,23.2,28.9,19,1168.14
1999,21.9,27.4,18,NA
2000,22.3,28.1,18.2,NA
2001,26.25,31.05,21.1,NA
2002,NA,NA,NA,NA
2003,25.975,29.675,21.45,NA
2004,25.55,29.35,20.875,NA
2005,NA,NA,NA,NA
2006,25.9,30.5,20.6,3446.04
2007,25.35,29.425,20.575,NA
2008,25.15,29.15,20.425,NA
2009,25.625,29.7,20.85,NA
2010,25.325,29.4,20.8,NA
2011,25.7333333333333,30.1333333333333,20.8,NA
2012,26,30.6,20.6666666666667,NA
2013,26.2333333333333,30.8,20.9666666666667,NA
2014,26.3666666666667,31.1,20.9666666666667,NA
2015,26.3,31.85,20.85,NA
2016,25.45,31.4,20.25,NA
2017,25.8666666666667,30.8,20.7333333333333,NA
2018,25.45,31.2,19.9,NA
2019,NA,NA,NA,NA
