"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1942,NA,NA,NA,NA
1943,NA,NA,NA,NA
1944,-4.63333333333333,0.666666666666667,-9.36666666666667,298.81
1945,-4.35,1.6,-9.7,304.96
1946,-1.1,4.33333333333333,-5.83333333333333,222.84
1947,-3.1,1.7,-7.35,329.35
1948,4.4,7.1,2.1,NA
1949,5.6,8.5,3.2,NA
1950,1.55,6.25,-2.8,NA
1951,-3.93333333333333,0.0333333333333335,-7.6,256.53
1952,-1.5,2.65,-5.4,212.75
1953,-1.275,2.9,-5.075,NA
1954,2.96666666666667,7.66666666666667,-1.23333333333333,NA
1955,3,8.16666666666667,-1.4,NA
1956,2.26666666666667,7.86666666666667,-2.4,NA
1957,-1.175,4.25,-5.9,NA
1958,-5.08571428571429,-0.214285714285714,-9.75714285714286,NA
1959,-1.5,3.2,-5.26666666666667,NA
1960,-0.4,4.03333333333333,-3.9,NA
1961,-1.13333333333333,3.4,-4.76666666666667,NA
1962,-1.63333333333333,2.93333333333333,-5.3,NA
1963,-4.8,0.3,-9.05,NA
1964,-5.1,-0.399999999999999,-9.15,NA
1965,-1.9,2.03333333333333,-5.26666666666667,NA
1966,-0.833333333333333,2.9,-3.96666666666667,NA
1967,6,8.9,3.7,NA
1968,6,8.7,3.8,NA
1969,7,9.7,4.7,NA
1970,NA,NA,NA,NA
1977,NA,NA,NA,NA
1978,-0.492307692307693,5.08461538461538,-5.89230769230769,819.59
1979,4.225,9.6125,-1.375,981.36
1980,-1.00833333333333,4.15,-6.025,800.755555555556
1981,1.21666666666667,6.25833333333333,-3.725,841.02125
1982,1.03846153846154,6.5,-4.31666666666667,761.658333333333
1983,4.05,9.9375,-1.8,867.784285714286
1984,2.05882352941176,6.8375,-3.5375,762.880833333333
1985,0.9,6.16111111111111,-4.25555555555556,702.188461538462
1986,0.505263157894737,6.67222222222222,-4.51052631578947,662.645
1987,4.01578947368421,9.91111111111111,-1.11666666666667,606.077857142857
1988,3.74285714285714,9.39230769230769,-0.607692307692308,734.4
1989,1.95263157894737,7.25263157894737,-3.15789473684211,500.578571428571
1990,3.61333333333333,9.12,-1.74666666666667,799.37
1991,3.32857142857143,8.86428571428571,-2.02857142857143,696.335454545455
1992,1.97368421052632,6.9,-2.80526315789474,545.863571428571
1993,2.52,7.935,-2.545,647.309375
1994,3.76,8.656,-0.792,422.112083333333
1995,3.31875,8.1625,-1.48125,455.7975
1996,2.25,7.58333333333333,-2.88333333333333,1015.23
1997,3.26,8.56,-1.86,1151.8075
1998,4.72,12.45,1.325,903.81
1999,2.3,7.65,-2.51111111111111,NA
2000,1.5952380952381,6.945,-3.32380952380952,550.198
2001,2.45714285714286,7.75238095238095,-2.32380952380952,440.07875
2002,NA,NA,NA,NA
2003,1.88518518518519,7.18076923076923,-2.92962962962963,681.047619047619
2004,3.075,8.55357142857143,-1.81428571428571,769.798695652174
2005,NA,NA,NA,NA
2006,5.17647058823529,10.8941176470588,0.120588235294118,688.628333333333
2007,2.51142857142857,8.10285714285714,-2.41142857142857,577.501724137931
2008,2.03666666666667,8.55862068965517,-3.18333333333333,660.925555555556
2009,1.03888888888889,6.99444444444444,-4.33611111111111,636.240625
2010,2.93157894736842,8.61315789473684,-2.39189189189189,604.491470588235
2011,1.92439024390244,7.63658536585366,-3.09268292682927,638.376756756757
2012,1.91904761904762,7.62857142857143,-3.15,597.81641025641
2013,2.97073170731707,9.1975,-2.17073170731707,695.508918918919
2014,2.0047619047619,7.84523809523809,-3.22619047619048,745.281315789474
2015,2.76521739130435,8.82391304347826,-2.61086956521739,712.365952380952
2016,3.6,9.37173913043478,-1.44130434782609,940.8305
2017,1.90909090909091,7.96046511627907,-3.25454545454545,1017.09702702703
2018,2.60588235294118,8.65151515151515,-2.77941176470588,814.802333333333
2019,NA,NA,NA,NA
