"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1941,NA,NA,NA,NA
1942,25.4,30.5,21.9,NA
1943,NA,NA,NA,NA
1944,25.5,30.4,22.2,NA
1945,25.5,30.4,22.2,NA
1946,25.5,30.3,22.3,NA
1947,25.5,30.4,22,NA
1948,25.5,30.4,22.2,NA
1949,NA,NA,NA,NA
1973,NA,NA,NA,NA
1974,NA,NA,NA,NA
1975,NA,NA,NA,NA
1976,NA,NA,NA,NA
1977,NA,NA,NA,NA
1978,NA,NA,NA,NA
1979,NA,NA,NA,NA
1980,NA,NA,NA,NA
1981,NA,NA,NA,NA
1982,NA,NA,NA,NA
1986,NA,NA,NA,NA
1987,NA,NA,NA,NA
1990,NA,NA,NA,NA
1991,NA,NA,NA,NA
1992,NA,NA,NA,NA
1993,NA,NA,NA,NA
1994,NA,NA,NA,NA
1995,NA,NA,NA,NA
1996,NA,NA,NA,NA
1997,26.1,30.8,22.6,1956.27
1998,26.4,31.3,23,NA
1999,26,31,21.9,NA
2000,25.8,30.5,22.4,NA
2001,26.1,31.1,22.2,NA
2002,NA,NA,NA,NA
2003,NA,NA,NA,NA
2004,NA,NA,NA,NA
2005,NA,NA,NA,NA
2006,NA,NA,NA,NA
2007,NA,NA,NA,NA
2008,26.1,31.4,22.3,3024.93
2009,NA,NA,NA,NA
2010,26.6,31.7,22.9,NA
2011,26.1,31.7,22.4,NA
2012,26.1,31,22.6,NA
2013,26,31.1,22.2,NA
2014,26,31.5,21.4,2136.37
2015,26.1,31.8,21.7,1916.23
2016,26.3,32.2,22,2274.98
2017,26.1,32,21.6,2394.93
2018,25.9,31.6,21.6,NA
2019,NA,NA,NA,NA
