"Year","Country","JanTemperature","FebTemperature","MarTemperature","AprTemperature","MayTemperature","JunTemperature","JulTemperature","AugTemperature","SepTemperature","OctTemperature","NovTemperature","DecTemperature","JanRain","FebRain","MarRain","AprRain","MayRain","JunRain","JulRain","AugRain","SepRain","OctRain","NovRain","DecRain","ATemperature","AMaxTemperature","AMinTemperature","APrecipitation"
1901,"Pakistan",7.72768,8.936,16.9632,21.2741,26.0497,29.3811,29.2391,27.9718,25.2887,21.2279,15.7539,10.917,40.4258,12.3022,25.5119,14.2942,38.3046,12.8813,68.093,16.5836,13.3391,3.10757,0.21419,3.27559,NA,NA,NA,NA
1902,"Pakistan",9.90868,11.2238,17.3237,22.1011,26.7454,28.6774,29.3654,28.2741,25.1602,20.8884,15.2654,9.94845,2.31336,3.17559,13.3201,16.6064,17.0574,19.3449,25.7954,34.1203,17.5,7.08495,14.5744,4.73243,NA,NA,NA,NA
1903,"Pakistan",7.69502,10.009,13.2206,19.5796,25.6285,29.7751,29.0659,27.9325,26.0494,21.3515,14.0782,9.19253,22.6658,10.2447,40.695,12.3373,35.182,7.95537,75.6535,34.1329,24.1921,1.82323,1.2238,10.0793,NA,NA,NA,NA
1904,"Pakistan",6.93021,11.3519,15.2716,21.871,26.278,29.2731,28.8224,27.9196,25.3069,20.3797,15.4972,10.7429,61.2916,10.9565,68.4706,10.8674,9.80757,6.63728,22.9002,26.1663,17.5644,8.62059,12.2084,6.44073,NA,NA,NA,NA
1905,"Pakistan",6.75049,6.70157,12.538,19.8944,27.2105,29.3196,29.3462,28.2935,25.5066,21.4719,16.119,10.2265,53.5866,37.0232,41.1089,14.3762,12.9388,7.47864,17.6693,8.42186,36.4692,2.22197,0.23152,27.6909,NA,NA,NA,NA
1906,"Pakistan",6.99888,8.33483,14.2171,20.3203,27.1914,28.9734,29.352,28.2059,24.9951,21.3343,16.2258,11.5644,7.44133,78.1301,37.7996,11.4353,19.8325,12.6819,25.2715,44.5472,28.7101,2.93003,0.2753,11.1771,NA,NA,NA,NA
1907,"Pakistan",10.438,9.12774,14.2894,20.6502,24.6617,28.011,29.5999,27.2584,24.9491,20.1053,15.4206,9.60512,18.81,38.2396,29.2855,36.3981,4.75605,33.4921,33.0677,54.822,2.99025,2.88652,0.88287,2.76253,NA,NA,NA,NA
1908,"Pakistan",9.16938,10.4964,15.0003,21.5965,25.7166,29.3539,28.4189,26.8204,24.2037,19.7193,14.6582,9.50828,40.6442,17.759,13.8815,60.2271,15.155,10.8517,100.309,90.0436,27.5185,2.64982,0.30752,19.4151,NA,NA,NA,NA
1909,"Pakistan",7.03193,9.29564,15.7865,20.9503,25.5858,29.0509,27.9125,27.2877,23.9227,20.2239,16.2276,9.69758,22.0417,34.5044,17.239,49.3441,5.69387,25.5863,110.821,27.676,35.4963,3.77207,2.09046,39.1434,NA,NA,NA,NA
1910,"Pakistan",8.28281,10.7145,15.0186,20.0475,26.2383,28.9664,28.0875,27.3745,25.0666,20.1877,14.1164,8.60299,48.6834,10.0486,12.8771,28.8651,8.65424,33.9063,73.1194,83.1,4.58992,1.80884,0.18159,7.09619,NA,NA,NA,NA
