"Year","Country","JanTemperature","FebTemperature","MarTemperature","AprTemperature","MayTemperature","JunTemperature","JulTemperature","AugTemperature","SepTemperature","OctTemperature","NovTemperature","DecTemperature","JanRain","FebRain","MarRain","AprRain","MayRain","JunRain","JulRain","AugRain","SepRain","OctRain","NovRain","DecRain","ATemperature","AMaxTemperature","AMinTemperature","APrecipitation"
1901,"Peru",19.6552,20.2573,19.6655,19.6025,19.4515,18.4421,17.8968,18.9441,19.179,19.1052,19.0399,19.2827,150.559,172.574,209.748,127.112,112.877,97.6111,95.1431,80.1371,103.668,144.812,124.194,137.402,NA,NA,NA,NA
1902,"Peru",19.469,19.5532,19.7303,19.5535,19.4531,18.2526,18.4623,18.5509,19.1903,19.0384,19.4782,19.6657,167.48,214.119,172.345,142.77,106.954,76.4581,67.7817,66.4755,82.0897,166.445,131.035,172.133,NA,NA,NA,NA
1903,"Peru",19.9132,20.8971,19.7831,19.0338,18.6847,17.9924,17.8315,18.1202,19.0067,18.653,18.6567,18.4562,179.429,166.503,197.15,132.708,132.561,93.8581,67.458,64.5679,100.685,114.845,161.643,141.899,NA,NA,NA,NA
1904,"Peru",18.8981,19.245,19.0295,18.9783,18.4976,18.4335,17.5837,18.502,18.7514,18.6579,19.3557,19.2774,205.131,189.559,160.131,148.442,109.214,74.074,64.5406,63.4243,89.3943,156.563,123.762,130.096,NA,NA,NA,NA
1905,"Peru",19.4663,20.2532,19.2229,19.4131,19.1928,18.819,18.2091,18.5021,18.7491,19.1715,19.3565,19.0936,152.352,154.421,165.734,132.236,115.631,67.482,68.6616,76.332,97.9389,138.648,117.319,148.205,NA,NA,NA,NA
1906,"Peru",19.5915,20.0728,19.6704,19.6801,19.0739,17.8533,17.8311,18.3121,19.0634,18.4088,19.3547,18.6508,158.441,147.993,172.87,154.596,132.82,84.0184,86.4551,72.8353,80.0105,169.471,112.953,139.208,NA,NA,NA,NA
1907,"Peru",19.2147,19.0575,19.86,18.9742,18.997,18.3018,17.6394,18.3662,18.9998,18.7839,19.2951,19.4748,194.325,203.001,205.809,147.395,117.7,84.9252,73.8458,63.5251,90.5033,120.118,143.061,218.694,NA,NA,NA,NA
1908,"Peru",19.7226,19.6223,19.7289,19.4752,19.252,18.6906,17.6422,18.0515,18.5544,18.2124,18.8516,19.0285,211.624,156.339,181.885,141.355,109.652,72.0823,93.4503,70.3236,96.362,130.681,131.606,152.167,NA,NA,NA,NA
1909,"Peru",19.1549,19.3055,19.6581,18.8497,19.1404,17.5424,17.5097,17.9344,18.9391,18.7841,18.8516,18.9017,173.754,174.114,159.173,137.643,126.422,85.0114,75.6449,70.6517,83.1526,112.292,149.992,130.134,NA,NA,NA,NA
1910,"Peru",19.6003,19.8968,19.6958,18.8,17.9616,16.961,16.772,17.3731,17.5762,17.8996,18.796,18.5397,168.429,152.719,169.569,152.841,117.018,87.357,80.3049,67.9887,80.2671,127.992,119.161,137.086,NA,NA,NA,NA
1911,"Peru",19.4077,19.8059,18.6685,18.7487,18.1425,18.0022,17.7247,18.3845,18.5265,19.125,19.915,20.5039,171.236,152.1,156.909,185.772,100.594,89.1561,70.6049,71.8672,82.8051,171.926,128.632,159.386,NA,NA,NA,NA
1912,"Peru",21.244,21.4665,21.3434,20.8367,18.8171,17.5263,17.0829,17.7901,18.8946,19.2583,18.7859,19.6835,174.53,145.926,199.539,156.774,108.432,88.0994,75.1022,73.3975,93.4618,120.577,115.909,169.178,NA,NA,NA,NA
1913,"Peru",20.4663,20.0041,20.3145,19.5779,18.5923,17.681,18.0673,18.8059,19.1369,20.4501,20.8632,20.2748,180.292,177.315,180.692,153.141,111.462,76.7921,67.6964,63.7602,95.4028,127.28,136.645,152.711,NA,NA,NA,NA
1914,"Peru",20.79,20.9747,20.346,19.6739,18.6555,17.6723,17.741,18.7519,18.8961,19.3031,19.4978,20.5978,219.799,164.381,148.023,136.932,102.655,79.3741,62.4578,59.02,84.7271,130.151,117.974,164.342,NA,NA,NA,NA
1915,"Peru",21.2648,21.9371,20.9954,20.8866,19.5196,17.9621,18.2325,18.7905,18.4703,18.7666,18.8851,20.0077,171.498,206.649,149.202,134.633,120.295,91.3083,88.7334,61.8096,90.181,133.854,123.587,181.772,NA,NA,NA,NA
1916,"Peru",20.0949,20.5173,20.1793,20.4106,18.8734,16.4295,16.0369,16.9904,18.8875,18.2541,17.928,19.818,171.998,195.432,146.503,136.047,110.633,100.663,70.6501,67.7861,77.0467,144.169,136.33,196.919,NA,NA,NA,NA
1917,"Peru",20.1308,20.5027,20.677,20.2911,19.3857,18.6917,17.4091,17.9542,18.1843,18.3716,19.6092,18.6222,203.249,179.443,193.944,146.23,113.291,83.218,116.82,66.7667,93.4257,123.437,142.099,197.981,NA,NA,NA,NA
1918,"Peru",19.7949,19.658,19.9794,19.5819,16.8993,20.1999,19.3589,20.5565,19.3474,19.0814,19.6293,20.189,201.024,141,202.64,168.74,121.652,84.1596,82.9464,57.7575,94.9956,152.114,124.856,189.323,NA,NA,NA,NA
1919,"Peru",21.0449,21.5257,20.3702,20.4815,20.17,17.5402,17.1318,17.9504,19.073,19.0586,19.5329,19.5131,193.988,158.642,186.863,137.893,117.055,84.2684,72.9038,66.9739,102.286,133.431,144.057,248.382,NA,NA,NA,NA
1920,"Peru",20.0974,20.315,20.2424,19.464,18.1495,16.9887,16.4005,17.6639,18.536,19.2563,19.432,18.9811,225.871,223.039,215.576,142.077,115.956,88.6118,77.5642,60.3087,100.849,111.897,121.276,141.671,NA,NA,NA,NA
1921,"Peru",19.2894,19.4054,19.5913,18.9666,18.9024,15.8163,15.5343,17.5178,17.8097,18.1982,19.3948,19.5104,239.709,173.22,203.8,142.308,123.615,78.3431,80.0679,73.986,77.9264,140.297,130.956,145.141,NA,NA,NA,NA
1922,"Peru",20.3764,20.6478,20.2807,20.1199,19.2523,18.4323,18.469,18.3728,19.4092,19.031,19.7831,19.7144,191.802,223.597,162.344,141.598,120.656,85.0906,61.7639,63.9094,81.6972,116.835,112.467,231.697,NA,NA,NA,NA
1923,"Peru",19.8608,20.3637,20.3861,19.5515,19.1492,18.5529,18.1239,18.7366,19.8179,19.2301,20.1275,19.8506,183.969,143.876,202.154,131.524,125.18,97.9315,63.9146,59.7495,82.8373,121.386,160.516,186.841,NA,NA,NA,NA
1924,"Peru",21.1832,20.6213,20.2069,20.1561,19.504,18.4687,17.931,18.4728,18.9591,18.9881,19.6013,19.7072,164.337,152.633,201.715,161.835,108.558,100.642,91.1303,61.1631,90.4481,188.778,116.69,135.196,NA,NA,NA,NA
1925,"Peru",19.5323,19.4711,19.5077,19.7229,19.7965,18.3557,17.8302,19.1921,19.54,20.1006,20.1056,20.5956,273.338,215.222,236.218,142.636,97.1269,89.1717,84.7943,64.2086,93.9943,110.097,133.115,177.579,NA,NA,NA,NA
1926,"Peru",21.2762,21.1273,20.4426,21.1415,19.623,19.2393,18.1016,18.9574,19.8585,20.72,21.2364,20.8121,159.088,154.578,183.985,137.366,97.9373,103.937,77.5462,67.0547,80.9923,109.84,124.942,122.28,NA,NA,NA,NA
1927,"Peru",20.7526,20.6835,20.725,20.1646,19.2771,18.5537,17.7611,18.9441,20.1064,20.6864,21.1757,21.3855,172.076,175.211,173.556,129.102,121.424,92.3542,75.3823,76.201,103.483,134.304,146.118,150.713,NA,NA,NA,NA
1928,"Peru",21.0699,21.506,20.1512,20.5459,20.1077,18.7231,17.9653,18.9243,19.823,19.9338,21.2051,20.8719,159.912,180.871,190.583,186.666,116.544,89.9957,71.1455,67.4754,114.004,140.068,137.269,150.437,NA,NA,NA,NA
1929,"Peru",21.3006,21.0218,20.5918,20.794,19.4968,18.7143,17.7296,18.6736,19.5719,19.9835,20.7098,21.0042,189.452,176.656,186.022,167.363,127.323,84.2787,83.018,72.1965,89.813,126.302,139.029,148.876,NA,NA,NA,NA
1930,"Peru",20.397,20.5296,20.2259,20.1493,19.0689,18.7523,18.2056,18.2754,18.9623,20.1099,20.7582,21.5155,188.318,161.527,200.817,116.92,127.938,110.636,102.5,82.7645,80.7588,143.416,162.836,144.945,NA,NA,NA,NA
1931,"Peru",20.6819,20.6016,20.3256,20.5337,19.4596,18.6121,17.8426,18.8393,19.4712,20.4482,21.2527,20.6457,200.616,129.035,184.999,160.388,82.1758,69.8683,73.1496,45.0205,75.6816,100.002,118.217,163.08,NA,NA,NA,NA
1932,"Peru",20.4604,20.6754,20.1519,20.1582,19.0408,18.3702,18.5755,18.9483,19.5584,19.8579,20.1963,20.3139,216.324,199.942,217.298,169.13,127.729,69.6971,74.3268,61.3578,116.633,142.356,114.966,145.288,NA,NA,NA,NA
1933,"Peru",20.2589,20.4475,20.243,19.9714,19.2767,18.3449,17.9772,18.5812,19.6446,19.4185,19.8763,20.2227,159.004,138.397,230.558,148.814,102.193,108.003,46.6656,57.9036,94.355,190.726,95.3796,139.58,NA,NA,NA,NA
1934,"Peru",19.9955,19.5585,20.0379,19.7722,19.3678,18.8602,18.0227,18.3221,19.0479,20.06,20.2958,20.8178,167.045,205.851,200.892,126.275,145.162,110.487,113.332,77.3708,82.0224,135.755,150.617,121.479,NA,NA,NA,NA
1935,"Peru",20.4159,20.4549,20.6384,19.8651,18.7825,18.4826,18.1167,18.3189,19.4113,19.9749,20.3772,20.715,172.306,123.919,203.709,113.661,79.7557,106.263,76.2209,61.3306,120.988,120.662,138.475,162.024,NA,NA,NA,NA
1936,"Peru",20.2697,21.0056,20.0498,20.7815,19.7756,18.3657,18.0063,18.5559,19.652,20.1178,20.4508,20.6113,190.51,138.638,136.957,105.759,97.3659,83.5333,77.9811,44.6421,120.47,114.39,127.744,119.518,NA,NA,NA,NA
