"Year","Country","JanTemperature","FebTemperature","MarTemperature","AprTemperature","MayTemperature","JunTemperature","JulTemperature","AugTemperature","SepTemperature","OctTemperature","NovTemperature","DecTemperature","JanRain","FebRain","MarRain","AprRain","MayRain","JunRain","JulRain","AugRain","SepRain","OctRain","NovRain","DecRain","ATemperature","AMaxTemperature","AMinTemperature","APrecipitation"
1901,"Mexico",15.5146,15.3109,17.8516,19.6372,22.5504,24.0767,24.4898,24.5305,23.2971,21.4779,18.1392,14.3993,11.7908,34.2592,6.69704,11.4709,24.4775,64.7816,150.542,134.635,136.395,47.6962,24.5388,8.80012,NA,NA,NA,NA
1902,"Mexico",14.3253,15.1868,17.9136,21.8998,24.0894,25.5225,24.2573,24.5321,23.5101,21.1963,18.4311,15.2751,22.5038,6.09607,4.62796,9.24681,32.3214,75.806,131.667,90.7668,118.416,64.7864,26.9084,32.3553,NA,NA,NA,NA
1903,"Mexico",14.5826,14.6,17.0607,20.3622,22.0811,23.2944,24.3727,24.1827,22.6932,19.7466,17.2616,14.4167,21.4599,19.5343,18.4715,12.3215,22.0758,131.748,94.7304,144.293,131.095,47.9985,12.0927,8.70131,NA,NA,NA,NA
1904,"Mexico",13.736,17.2363,20.1314,21.3398,22.529,24.3545,23.6335,23.6111,22.7977,20.1757,16.6537,15.0281,6.58713,7.81254,14.6309,21.8934,64.594,93.9635,127.422,104.888,120.645,87.818,40.0042,32.8125,NA,NA,NA,NA
1905,"Mexico",14.6511,13.874,18.1493,19.9643,23.45,24.5996,24.2517,25.0267,23.6796,20.5344,17.7901,12.7096,23.5117,38.5286,26.6979,16.3015,26.7693,113.442,113.421,122.927,139.977,45.068,50.2613,63.8942,NA,NA,NA,NA
1906,"Mexico",14.0731,15.3207,17.3585,20.4584,23.0876,25.3566,24.2068,23.3459,23.2934,19.8662,17.0351,15.8311,19.6733,38.0102,22.1814,24.2093,26.0159,55.8986,124.775,154.2,137.766,70.2243,42.752,29.5378,NA,NA,NA,NA
1907,"Mexico",16.7026,17.077,19.8893,20.7886,21.8617,24.3694,24.2837,24.3032,23.6874,20.9803,15.9368,15.5816,18.1351,17.2863,3.7165,14.8125,49.5049,66.5706,124.166,135.392,88.2836,85.5327,61.933,22.6203,NA,NA,NA,NA
1908,"Mexico",15.3672,15.7693,19.6333,21.4142,23.2604,25.2568,24.0724,24.0551,22.8414,19.6146,16.9598,15.2271,16.5544,20.3734,8.38866,23.6529,51.193,70.1688,145.658,129.243,114.936,34.5413,18.6826,18.4516,NA,NA,NA,NA
1909,"Mexico",16.5565,16.1881,18.9875,20.6221,23.2676,24.9423,24.6124,24.2359,22.4692,20.5414,18.5758,12.9041,6.95642,7.68736,15.9362,16.8226,20.4491,89.816,127.523,148.602,81.294,38.5318,7.81426,36.7956,NA,NA,NA,NA
1910,"Mexico",14.7735,14.5443,18.6585,20.3963,23.3557,24.5907,24.8204,24.7288,23.5446,20.0747,17.5688,14.9646,13.2861,9.75758,14.3131,8.55658,32.685,101.35,112.526,120.841,102.891,94.9834,13.9728,10.616,NA,NA,NA,NA
