"Year","Country","JanTemperature","FebTemperature","MarTemperature","AprTemperature","MayTemperature","JunTemperature","JulTemperature","AugTemperature","SepTemperature","OctTemperature","NovTemperature","DecTemperature","JanRain","FebRain","MarRain","AprRain","MayRain","JunRain","JulRain","AugRain","SepRain","OctRain","NovRain","DecRain","ATemperature","AMaxTemperature","AMinTemperature","APrecipitation"
1901,"Benin",24.7528,28.2184,28.6875,29.6412,27.4849,26.7003,25.7631,24.9113,25.449,27.1657,27.1548,24.2483,1.34772,7.84306,34.4789,65.0071,125.945,198.178,167.308,264.756,266.923,130.447,12.1845,0.40683,NA,NA,NA,NA
1902,"Benin",24.411,27.7184,29.4602,31.1395,29.3327,25.0671,25.9154,25.6849,25.6797,25.0704,27.1548,26.3435,1.55781,11.2199,41.6078,78.0448,159.197,137.521,149.667,176.196,129.657,70.5688,3.81328,5.49386,NA,NA,NA,NA
1903,"Benin",26.6101,28.7095,30.2164,30.1954,28.9165,27.0067,25.8555,25.5176,26.0069,27.1657,27.1548,26.3435,3.40843,14.89,16.7533,92.7696,124.212,120.46,108.407,197.929,170.379,72.4516,11.9731,4.78847,NA,NA,NA,NA
1904,"Benin",26.5063,28.5279,29.983,30.1176,28.8646,27.1104,25.7212,25.3101,26.0069,27.1657,27.1548,26.3435,5.11909,5.31154,47.7147,61.8133,156.617,133.092,144.764,122.205,118.564,72.9654,4.74963,6.87803,NA,NA,NA,NA
1905,"Benin",25.0893,25.6996,28.5453,29.9083,28.9107,26.3639,25.9362,24.8475,25.9072,26.9937,28.4674,27.4967,1.73525,8.94829,30.4483,71.0273,102.747,176.423,183.881,182.287,146.486,91.8051,9.70654,7.84358,NA,NA,NA,NA
1906,"Benin",25.3658,28.2016,30.4009,32.6206,29.1476,27.7834,25.4807,24.8605,27.2771,27.8423,27.808,27.667,2.87804,7.55582,12.5639,65.6965,171.831,165.422,179.899,134.814,160.193,97.2945,13.0924,5.40082,NA,NA,NA,NA
1907,"Benin",26.3352,26.3676,29.1547,29.7033,30.031,27.051,26.4036,25.3039,26.3667,29.1657,27.3548,24.9346,3.1728,9.33844,25.3684,72.8731,86.581,174.709,159.582,139.534,175.779,80.0988,7.47408,4.52679,NA,NA,NA,NA
1908,"Benin",26.1063,27.6575,29.5185,30.8075,30.4216,28.1076,26.6555,24.8397,26.1908,26.8609,26.2548,25.4435,2.28264,1.97137,46.2802,87.7075,89.372,128.182,164.555,137.588,253.043,112.105,16.0724,3.77723,NA,NA,NA,NA
1909,"Benin",26.3063,29.7835,32.5349,30.1935,28.4684,25.4539,24.5515,23.4406,26.0836,25.6657,27.4548,26.3435,13.4397,27.023,60.51,99.5176,109.567,160.474,162.411,259.904,171.631,87.9494,7.28884,13.8542,NA,NA,NA,NA
1910,"Benin",25.1123,29.1228,29.6599,29.9656,29.3897,28.9317,26.768,25.7473,26.6464,26.8735,26.4137,25.8815,0.5812,3.03105,17.833,60.316,112.523,142.884,230.941,266.336,197.496,87.7805,3.91588,7.94287,NA,NA,NA,NA
1911,"Benin",25.9135,28.2,29.961,30.2272,28.5882,25.7505,26.0267,24.9284,25.5078,26.2547,27.4655,25.2428,4.93114,3.92183,78.7367,111.996,158.12,171.218,147.971,145.991,163.68,79.0852,7.99564,10.4899,NA,NA,NA,NA
1912,"Benin",26.7214,28.4277,29.7063,31.2769,29.2355,27.3786,26.7187,25.9627,26.7509,27.0323,26.3258,26.2346,6.52773,9.19227,15.6444,65.6549,70.8818,140.764,120.907,134.077,137.571,60.6397,8.43659,8.71783,NA,NA,NA,NA
1913,"Benin",26.822,28.683,27.9353,29.7473,29.8009,29.0786,27.9584,27.5715,28.2332,26.528,24.2396,24.6127,2.48472,19.2734,12.1452,77.3775,105.886,100.797,167.672,226.807,196.395,48.5433,5.07562,1.51695,NA,NA,NA,NA
1914,"Benin",28.9756,28.0377,29.1094,29.8922,30.5697,29.0174,27.4767,25.6941,26.8829,28.0161,29.4883,26.4382,3.90524,6.8217,34.5668,47.5549,97.085,141.471,127.445,163.336,151.164,89.7812,16.5288,5.52615,NA,NA,NA,NA
1915,"Benin",23.6822,26.4061,31.1015,28.6075,28.6951,25.3404,26.0377,25.2835,25.0911,25.617,25.8794,24.7038,1.76594,6.67812,43.5401,55.633,153.426,172.406,179.712,136.866,175.841,78.0325,13.1108,1.12199,NA,NA,NA,NA
1916,"Benin",23.4089,25.1307,29.4617,28.152,27.2375,25.6137,26.1288,23.7348,23.6336,24.706,23.7841,26.3435,0.10497,6.48852,41.0216,81.4936,110.648,134.007,180.336,190.933,183.058,80.1137,26.1008,0.35603,NA,NA,NA,NA
1917,"Benin",26.5063,28.6835,27.3664,28.3342,26.5998,25.4315,25.8555,25.4657,23.9068,24.9793,22.8731,25.5236,3.91297,24.3822,23.0169,55.1039,145.365,135.797,254.873,377.503,241.995,63.4133,15.3938,11.644,NA,NA,NA,NA
1918,"Benin",24.9576,24.0375,25.9088,28.6075,27.1464,27.1623,25.8555,23.006,23.6336,26.0725,25.6061,26.3435,0.01029,13.0086,70.1545,59.0206,128.661,218.782,141.902,123.626,139.658,65.2348,14.8833,5.99448,NA,NA,NA,NA
1919,"Benin",26.5063,28.6835,30.1905,30.2473,28.9684,27.1623,25.8555,25.4657,25.911,27.1657,27.1548,26.3435,3.79957,18.7666,51.0979,53.1945,147.963,114.693,133.118,98.5828,172.306,78.0058,11.9525,5.29593,NA,NA,NA,NA
1920,"Benin",26.6063,28.6835,30.1905,30.2473,29.5493,27.1623,25.8555,25.4657,25.911,27.1657,27.1548,26.3435,1.61149,4.00034,27.5069,65.2797,123.835,143.696,134.1,169.902,142.349,54.0617,20.9155,0.25052,NA,NA,NA,NA
1921,"Benin",25.6063,28.6835,30.1905,30.2473,29.8649,27.1623,25.8555,25.4657,25.911,27.1657,27.1548,26.3435,3.46313,8.00965,27.8295,59.9044,140.247,141.861,181.819,225.044,264.676,71.7281,22.4754,4.89185,NA,NA,NA,NA
1922,"Benin",26.5063,28.6835,30.1905,30.2473,29.1684,27.1623,25.8555,23.1882,23.1781,25.4348,25.6972,25.1592,2.31051,20.7747,15.6721,73.8901,110.191,138.907,140.213,170.442,222.857,139.804,24.4398,0.91676,NA,NA,NA,NA
1923,"Benin",27.1102,27.9771,29.6344,28.7204,28.5492,27.1525,25.1333,24.6594,25.7734,27.2078,26.9769,27.0243,6.12105,11.0532,44.1836,96.2497,119.101,139.496,148.665,180.961,167.935,100.646,11.8797,0.53073,NA,NA,NA,NA
1924,"Benin",26.5041,29.4783,30.6988,29.8717,29.3383,26.9849,25.1793,24.6902,25.1569,26.9656,26.4757,25.8985,6.85782,23.9613,45.3611,83.0533,75.4634,181.735,174.746,187.878,251.7,104.123,7.5072,8.09827,NA,NA,NA,NA
1925,"Benin",23.8617,27.3886,30.4053,30.3909,28.5673,25.7365,25.2809,24.7311,25.5215,26.9787,27.0334,25.6005,0.5532,5.68642,47.2003,65.062,128.456,164.219,162.424,252.129,213.474,96.9491,21.7942,3.77352,NA,NA,NA,NA
1926,"Benin",26.156,28.3139,29.76,29.7142,28.2913,26.3244,25.4711,25.8446,26.7619,27.4759,27.3268,26.9872,0.53868,14.0024,45.3067,80.427,138.497,153.298,159.306,188.238,184.705,43.8982,13.4097,1.07129,NA,NA,NA,NA
1927,"Benin",24.9321,28.2608,28.7201,29.7349,28.5299,26.4263,25.5094,24.3354,25.4943,26.3451,26.9581,26.4357,5.24569,21.495,15.4982,76.6225,108.928,176.061,128.462,203.327,224.252,146.374,10.7868,6.25821,NA,NA,NA,NA
1928,"Benin",25.8595,27.5422,29.2587,28.6549,28.508,26.7904,25.916,24.0437,25.6734,26.6022,26.8298,25.7051,6.15008,2.82711,46.0531,75.6425,136.311,145.953,176.05,239.113,192.282,99.0304,6.02142,1.91689,NA,NA,NA,NA
1929,"Benin",25.6557,27.3441,28.9829,29.1509,28.6551,26.4078,26.0907,24.4217,25.8268,26.0671,25.9022,24.2896,3.85948,11.8936,53.2501,64.858,130.932,207.924,208.363,216.159,184.929,138.527,22.3114,3.7686,NA,NA,NA,NA
1930,"Benin",26.6122,30.3224,29.7751,29.9309,28.5964,26.8053,25.8994,25.3589,26.4687,26.1649,28.6038,28.4924,2.63308,4.80911,52.743,59.7142,173.98,139.772,186.446,194.916,166.752,96.0988,10.6525,5.64497,NA,NA,NA,NA
1931,"Benin",27.4967,29.0785,30.1931,31.1662,29.2332,27.0893,26.5043,26.1155,25.1386,27.255,27.9058,28.2886,7.76024,11.8686,33.9405,85.1405,110.753,171.278,206.504,218.844,242.495,61.7997,20.8472,1.69202,NA,NA,NA,NA
1932,"Benin",26.0012,28.6529,29.9584,31.3023,28.9595,26.93,25.5633,25.8347,26.2728,28.1664,28.8516,28.0383,3.20404,16.6423,67.5389,49.6931,144.386,145.544,99.2058,137.505,161.244,111.89,11.6616,5.44592,NA,NA,NA,NA
