"Year","Country","JanTemperature","FebTemperature","MarTemperature","AprTemperature","MayTemperature","JunTemperature","JulTemperature","AugTemperature","SepTemperature","OctTemperature","NovTemperature","DecTemperature","JanRain","FebRain","MarRain","AprRain","MayRain","JunRain","JulRain","AugRain","SepRain","OctRain","NovRain","DecRain","ATemperature","AMaxTemperature","AMinTemperature","APrecipitation"
1911,"Uganda",22.2125,22.7498,22.7216,21.3928,21.8733,21.2438,19.7884,20.7914,20.6703,21.6558,21.7438,21.8549,39.8577,18.4194,145.944,138.004,153.458,69.682,44.0108,146.508,62.0314,104.129,166.569,20.6717,NA,NA,NA,NA
1912,"Uganda",21.4555,21.7129,21.4167,20.8905,20.9235,21.0672,19.5288,19.9313,20.5711,21.4362,21.0617,20.2862,32.9353,87.5476,87.5693,165.467,119.315,101.598,96.9671,144.354,102.426,104.384,122.951,52.8688,NA,NA,NA,NA
1913,"Uganda",20.7522,21.6975,20.8988,20.8181,20.8828,19.8136,19.2636,19.6626,21.2789,21.3052,21.0266,20.9277,7.36378,85.4079,94.0087,154.848,146.288,84.7514,73.3783,67.3209,53.0955,110.18,67.9931,38.4399,NA,NA,NA,NA
1914,"Uganda",21.4659,22.1357,22.3371,21.1823,20.8918,21.0333,19.9912,20.6765,20.8613,21.4823,21.3506,21.6013,48.1363,56.6493,111.511,106.8,140.367,106.312,104.682,120.797,143.234,107.583,156.872,34.1522,NA,NA,NA,NA
1915,"Uganda",21.9973,22.4403,23.0696,21.6908,19.8564,20.6946,20.4816,20.2136,21.1551,21.4225,20.3093,20.2238,32.5126,67.442,128.065,138.641,132.667,108.991,44.6346,83.9477,159.268,153.196,98.6944,102.799,NA,NA,NA,NA
1916,"Uganda",21.2336,21.6385,21.2253,21.1479,20.8736,19.9039,18.9005,19.4112,19.7654,21.9757,19.9858,20.1917,21.0956,83.7316,85.0476,179.704,178.402,101.866,55.5259,116.378,172.943,96.092,77.1356,73.4339,NA,NA,NA,NA
1917,"Uganda",20.0198,20.5982,20.4238,20.1056,20.081,19.3261,19.2414,20.1768,19.7375,19.9929,19.9379,19.9122,63.8984,107.147,40.1072,199.942,162.031,110.891,59.3004,141.8,164.972,163.756,29.6566,33.3935,NA,NA,NA,NA
1918,"Uganda",20.5256,20.9833,21.127,20.2472,19.826,19.9175,19.7661,19.9035,20.4043,21.4249,20.5721,20.8337,24.5559,19.1319,48.1175,120.775,102.751,82.4729,70.8044,80.279,84.7179,76.9602,102.246,43.3871,NA,NA,NA,NA
1919,"Uganda",22.0708,22.7789,22.3376,21.0582,20.5719,19.8492,19.2491,20.2754,20.9074,20.1225,20.2697,20.2389,17.2253,88.7889,120.238,114.009,140.601,76.7463,138.486,106.004,146.97,108.06,149.452,39.4383,NA,NA,NA,NA
1920,"Uganda",21.135,21.2545,21.4519,19.8086,20.1122,19.0501,19.2338,19.8344,22.0998,22.2474,22.9018,19.1129,22.3859,18.9456,134.34,173.518,169.228,101.373,75.7058,93.9623,92.1263,117.98,120.006,55.1996,NA,NA,NA,NA
1921,"Uganda",22.1353,22.5622,23.7797,23.0899,22.2582,21.3035,21.9409,21.5148,21.7308,22.2871,22.3944,23.0359,21.846,56.0368,47.7146,102.5,129.604,79.5498,100.009,114.255,77.6969,112.777,67.1146,34.7066,NA,NA,NA,NA
1922,"Uganda",23.5141,24.5172,23.6926,22.4876,21.188,22.1091,20.2588,21.2333,22.1694,21.7065,22.171,21.8932,20.4113,59.8296,132.569,132.663,187.27,61.1058,63.6754,171.239,99.2314,110.147,47.6757,48.1859,NA,NA,NA,NA
1923,"Uganda",23.1292,23.707,23.1091,22.2546,22.1958,21.4634,20.7315,20.9419,21.4535,21.9823,21.7672,22.4384,8.1107,90.791,102.231,182.106,191.278,69.9022,127.257,85.168,139.677,144.64,82.4301,72.795,NA,NA,NA,NA
1924,"Uganda",23.3264,23.8884,23.8607,22.962,22.3032,22.0066,21.6296,21.817,22.1915,22.6472,22.5648,22.8237,22.6522,69.6604,74.4848,168.287,130.599,45.1444,88.5334,153.16,114.308,137.168,83.5396,36.8089,NA,NA,NA,NA
1925,"Uganda",21.8055,22.8555,23.0899,22.8419,22.2746,21.8966,21.7909,21.8532,22.2706,22.7798,22.5849,22.7108,50.6898,37.7945,128.733,84.0084,110.853,103.82,82.2236,99.3179,73.7596,128.379,171.311,53.498,NA,NA,NA,NA
1926,"Uganda",22.8939,25.0658,23.0814,23.8558,22.5757,22.0543,21.631,21.6304,23.1473,22.7786,22.6325,21.8775,36.0375,77.2261,94.0263,185.009,129.755,73.5962,112.14,110.662,164.788,119.812,115.064,19.4791,NA,NA,NA,NA
1927,"Uganda",24.3625,24.0136,23.9264,22.3897,21.7879,21.0173,20.0104,21.8568,22.7879,23.416,22.7202,23.1922,46.9106,77.7422,99.5342,145.402,91.7291,58.3073,74.3765,87.6862,100.893,47.6889,86.6171,58.1453,NA,NA,NA,NA
1928,"Uganda",24.2028,24.6476,23.9537,23.8419,22.4115,22.048,20.4163,21.7363,22.8317,23.0675,22.8644,22.7244,25.0277,25.9463,69.3215,168.321,185.348,102.179,78.0282,112.008,93.2877,139.077,91.332,37.4278,NA,NA,NA,NA
1929,"Uganda",21.1981,22.4223,22.1443,20.5849,19.6507,19.4574,19.3369,19.2254,19.4339,19.9785,19.9043,19.9711,22.7498,25.0602,79.4729,154.642,119.955,90.5411,104.291,97.5024,98.2199,115.66,81.0279,108.291,NA,NA,NA,NA
1930,"Uganda",21.465,21.404,21.1986,20.5351,20.4275,19.3892,19.7587,20.1867,21.0797,20.4622,20.4668,20.6551,55.4965,46.102,127.469,199.68,140.74,100.596,64.0477,95.5061,112.824,138.433,65.4423,37.7636,NA,NA,NA,NA
1931,"Uganda",22.2018,23.5841,22.3819,21.9587,21.6858,21.3691,20.8342,21.323,21.5286,22.2114,22.6804,20.7775,36.3233,43.5554,149.124,146.285,154.502,68.056,131.021,126.427,119.703,92.8513,84.5858,56.8938,NA,NA,NA,NA
1932,"Uganda",21.6478,22.1386,21.8201,21.1312,20.8828,21.0252,19.9421,20.8998,21.808,21.8683,22.3985,21.1963,19.7218,39.5038,161.104,106.127,166.587,54.5003,90.5762,103.42,147.766,86.9144,87.4496,59.3673,NA,NA,NA,NA
1933,"Uganda",21.3805,22.3585,22.8699,22.5215,22.1662,21.9714,20.5678,20.8403,20.5572,21.1288,22.0285,21.1374,61.5746,66.8719,80.5441,112.228,133.498,69.7815,75.6579,150.542,120.707,112.833,50.285,65.498,NA,NA,NA,NA
1934,"Uganda",22.0132,22.435,22.7353,22.0362,21.134,21.222,20.7121,20.8772,21.498,21.5992,21.7662,21.3973,9.02154,22.602,76.2882,174.253,124.476,78.6244,109.912,147.997,65.5273,110.295,88.974,78.3754,NA,NA,NA,NA
1935,"Uganda",22.5621,22.1855,22.6248,21.7118,21.6032,21.323,19.7923,20.674,21.6048,21.4939,22.3273,21.4151,8.92322,94.1926,74.8771,137.422,196.191,146.705,36.5894,89.2737,130.453,125.223,78.2969,84.2012,NA,NA,NA,NA
1936,"Uganda",21.5885,22.4486,21.995,21.1679,21.6856,20.7068,20.1969,20.5819,21.1602,21.9615,22.0796,21.5676,73.5323,104.088,109.246,174.208,84.9787,137.591,71.4337,92.3519,125.538,87.4841,50.7181,88.5199,NA,NA,NA,NA
1937,"Uganda",22.7419,23.3055,22.7308,21.2718,20.8225,20.7069,20.2653,20.2978,21.6454,21.1539,21.304,21.1426,29.2336,88.9312,122.343,162.238,181.866,114.139,97.5006,83.7821,93.8074,127.159,154.694,39.3668,NA,NA,NA,NA
1938,"Uganda",21.9171,22.6135,22.9938,22.2452,21.6792,20.9778,20.6011,21.1241,21.394,21.803,21.5021,21.4709,24.6261,27.5098,82.8821,131.261,131.018,94.6551,103.26,122.218,127.4,120.722,56.6254,47.6523,NA,NA,NA,NA
1939,"Uganda",21.9742,22.8114,22.73,21.7303,21.401,20.9621,21.063,21.3661,21.7378,22.2958,22.4491,22.6195,25.5896,74.9654,85.6877,140.57,103.124,69.5139,95.6522,110.957,86.2209,95.3914,105.241,26.5188,NA,NA,NA,NA
1940,"Uganda",23.6481,23.5799,22.9412,21.9773,22.1983,21.9777,20.7468,21.5079,22.1827,22.5796,22.3069,22.2245,66.5491,109.121,127.715,157.036,136.977,58.3685,106.467,133.035,72.7108,79.7924,134.908,32.0065,NA,NA,NA,NA
1941,"Uganda",23.8698,24.8588,23.5248,23.2143,22.3813,21.8153,20.983,21.4774,22.0325,22.7981,22.2755,21.791,27.2644,60.8076,92.3412,175.489,171.764,124.339,59.9231,136.338,85.1739,104.336,169.262,123.005,NA,NA,NA,NA
1942,"Uganda",23.6177,24.3615,23.4982,22.737,22.1653,21.6707,20.4856,20.6966,21.3612,22.3545,22.7091,22.5466,59.4602,44.773,168.061,191.069,202.136,71.8616,62.3728,177.082,83.3636,59.9471,45.5899,44.6694,NA,NA,NA,NA
1943,"Uganda",23.475,22.9279,23.0792,22.8838,22.2813,21.4653,20.642,20.7779,21.2738,22.2039,23.134,23.3035,17.6652,70.2466,53.3619,148.518,132.866,122.592,69.8034,146.278,83.5371,73.4043,29.2208,32.3163,NA,NA,NA,NA
1944,"Uganda",23.3913,23.7591,22.8148,22.6526,22.1788,22.4163,21.038,21.2438,21.4315,22.2241,22.7313,22.5311,39.1009,37.6212,116.826,155.947,147.19,66.2525,87.0388,138.568,144.376,124.449,118.894,65.3949,NA,NA,NA,NA
1945,"Uganda",23.3846,23.1691,24.0638,23.6391,22.0027,21.4258,21.3053,21.0344,21.4126,22.0796,22.3516,21.8094,32.1781,26.5855,64.5239,70.7489,223.86,105.676,103.472,167.631,141.016,97.7514,106.587,29.7858,NA,NA,NA,NA
1946,"Uganda",23.5725,24.305,23.774,22.4851,22.2922,21.5147,20.8234,20.5328,21.2714,21.7313,21.7503,22.3862,15.1518,10.6566,58.577,191.866,152.78,113.056,115.778,190.36,121.348,127.043,102.467,51.268,NA,NA,NA,NA
1947,"Uganda",23.0836,23.5014,22.8435,21.6961,21.7379,21.5106,21.0092,20.9182,21.5331,22.4095,22.7683,22.2858,75.5841,63.0383,120.498,227.016,164.834,100.49,142.551,105.87,141.381,57.1591,44.0165,63.7742,NA,NA,NA,NA
1948,"Uganda",23.0693,23.8049,22.7681,22.8942,22.7332,21.4629,20.9527,21.2462,21.4837,21.7912,21.8084,21.6941,34.3281,48.8741,82.1455,145.929,144.366,120.212,118.986,136.998,132.35,130.836,78.063,34.7719,NA,NA,NA,NA
1949,"Uganda",22.8482,23.4635,23.9374,23.5101,22.6629,21.6995,20.8846,21.4013,21.2657,22.0818,22.8323,22.1919,11.599,30.3757,38.5059,152.184,133.386,82.3283,119.9,133.605,134.861,99.1986,54.0073,82.3911,NA,NA,NA,NA
1950,"Uganda",23.0328,22.4462,23.0918,22.1499,21.8413,21.3962,20.3323,20.7834,20.9616,21.083,22.0853,22.3775,34.3797,34.4262,115.878,159.993,140.804,93.7979,110.482,134.3,114.15,114.579,35.7395,37.3508,NA,NA,NA,NA
1951,"Uganda",23.1958,23.3364,23.7371,22.609,22.5229,22.0607,21.3182,21.3735,22.2975,22.3477,22.2836,21.6353,37.0766,61.6459,125.466,190.426,150.439,96.0933,81.696,108.419,91.494,166.834,178.672,144.507,NA,NA,NA,NA
1952,"Uganda",23.7349,23.9566,24.1159,22.7737,22.3974,21.908,21.4866,21.4356,21.9023,22.2555,22.6543,23.3021,17.9538,55.4014,121.672,164.997,161.354,46.6104,73.9224,125.36,125.191,109.196,81.8329,10.6802,NA,NA,NA,NA
1953,"Uganda",23.7654,23.9453,24.116,23.3577,22.9878,22.2063,21.4179,21.7065,21.7896,22.0564,22.7178,22.6137,35.7172,35.3971,71.873,178.451,110.98,121.328,68.5767,103.178,97.7403,153.183,108.914,40.9121,NA,NA,NA,NA
1954,"Uganda",23.4884,24.4815,24.5028,22.5893,22.1795,21.6139,20.9748,21.0693,21.5267,22.1246,22.4168,22.4764,14.8079,45.5215,65.4411,156.521,188.425,108.104,107.017,115.067,136.87,105.511,56.9079,70.1289,NA,NA,NA,NA
1955,"Uganda",23.5429,23.4264,23.448,22.8327,22.3534,21.7218,21.3479,21.084,21.4389,22.9195,22.3802,22.1511,70.123,57.274,75.115,156.06,130.376,64.2309,102.007,164.028,150.968,101.651,81.691,97.1213,NA,NA,NA,NA
1956,"Uganda",22.0465,23.6765,23.3096,22.2704,22.1765,21.3858,20.7882,21.2096,21.5406,21.9237,22.4445,22.3962,47.2082,53.7469,94.4857,189.443,143.223,70.3513,66.5237,152.022,109.859,126.643,69.9429,63.0562,NA,NA,NA,NA
1957,"Uganda",22.9088,22.7219,22.9644,22.6257,22.4655,21.8597,21.544,21.5509,22.3174,22.7784,23.0122,22.8106,67.0154,33.6035,106.249,194.929,172.823,119.709,63.6443,106.887,62.8209,102.177,98.2432,82.8466,22.02,26.4,16.82,0
1958,"Uganda",24.0877,23.3414,24.414,23.7484,22.8997,21.7449,20.9409,21.5525,22.209,22.5945,23.1994,23.0525,38.3959,53.5474,96.3997,153.723,138.516,100.903,103.002,116.621,103.184,111.997,62.2743,97.0213,21.675,26.2,16.25,0
1959,"Uganda",23.7698,23.4242,23.3005,23.246,22.5424,21.899,21.3811,21.5022,22.0348,22.3141,22.5175,22.5722,41.2586,53.2867,100.725,135.238,156.092,73.9626,69.0657,124.975,128.994,147.284,130.531,38.5752,21.675,26.15,16.1,0
1960,"Uganda",23.1156,23.8469,23.137,22.4716,22.6093,22.1177,21.2713,21.7439,21.884,22.1732,22.5613,23.1805,64.3129,78.4488,136.066,162.177,127.762,53.4094,65.3325,128.943,130.815,112.216,80.3604,40.7211,21.6166666666667,26.05,16.1833333333333,0
1961,"Uganda",23.3266,23.4866,23.7186,23.2365,23.4985,22.3485,21.4488,21.1575,21.6409,21.5558,21.0151,21.273,17.6936,57.7045,112.405,146.117,120.131,109.86,126.252,159.558,167.597,198.36,268.487,101.632,21.4166666666667,25.6833333333333,16.2,0
1962,"Uganda",21.6784,23.0338,22.9422,22.7117,21.8531,21.6862,21.3261,21.5509,21.6997,21.8588,22.2849,22.3366,49.0366,19.3854,119.128,158.232,170.996,112.46,81.8291,131.53,164.833,154.985,97.5206,60.9751,NA,NA,NA,NA
1963,"Uganda",22.8221,23.2813,23.3043,22.1634,22.0701,21.7174,21.366,21.194,21.9189,22.7509,22.073,22.0012,86.0232,88.4722,107.194,208.525,182.305,64.0128,66.9862,98.5002,64.5335,83.5817,194.104,116.443,NA,NA,NA,NA
1964,"Uganda",23.0537,23.7292,23.8901,22.736,22.3915,21.6089,20.6879,20.8888,21.2158,21.4687,22.4189,21.7637,27.8387,88.4162,94.4768,187.493,117.306,87.8728,92.1934,126.125,144.594,128.687,79.2108,84.0479,NA,NA,NA,NA
1965,"Uganda",22.7279,22.6712,23.4644,22.5186,22.5941,21.6744,21.4702,21.4308,22.1201,21.852,22.2347,22.6682,15.5287,29.5722,105.964,141.033,105.876,47.3988,73.6068,93.712,93.3969,179.145,132.697,81.5666,NA,NA,NA,NA
1966,"Uganda",23.6554,23.6802,23.2883,22.1753,22.6562,22.1612,21.5426,21.5329,21.9515,22.1875,22.1982,22.5575,40.9532,89.8263,127.456,195.453,75.1054,79.9439,78.8334,118.378,134.946,126.34,100.241,30.426,NA,NA,NA,NA
1967,"Uganda",22.9475,23.6694,23.6704,22.9223,22.1459,21.2444,21.0609,20.8329,21.346,21.7613,21.3544,22.4269,15.9324,23.5981,84.1795,143.676,174.193,95.4257,98.013,95.5249,119.679,166.063,184.458,34.4082,NA,NA,NA,NA
1968,"Uganda",22.1426,22.7317,22.3692,21.7756,21.5401,21.1291,20.8405,20.9196,21.7203,21.8714,22.1776,22.2714,10.1947,100.441,123.993,183.897,138.061,107.325,71.5669,83.9311,94.2793,142.493,106.308,95.0262,NA,NA,NA,NA
1969,"Uganda",22.8115,22.821,22.8714,23.519,22.4032,21.9703,21.4391,21.4819,22.074,22.5966,22.5015,22.9246,68.8939,98.9095,110.984,100.841,146.995,72.378,78.3874,77.5995,109.067,136.775,113.625,43.893,NA,NA,NA,NA
1970,"Uganda",23.1321,24.2625,23.6598,22.8184,22.3156,21.945,21.5621,21.5201,22.0708,22.4904,22.7232,22.1492,77.2154,41.0029,159.105,168.248,133.434,60.9057,99.8229,160.734,119.303,113.937,67.0078,36.7271,NA,NA,NA,NA
1971,"Uganda",22.8661,23.0203,23.6903,22.7121,22.0146,21.2661,21.01,21.356,21.5022,21.9567,22.5164,21.7948,35.2735,19.3861,64.046,164.239,159.295,68.6956,108.768,135.003,122.551,110.702,82.1152,31.6502,NA,NA,NA,NA
1972,"Uganda",23.0189,22.5046,23.525,23.2654,22.7539,21.8909,21.875,21.9394,22.4089,22.4945,22.1337,22.8449,48.9837,64.7488,66.0319,142.603,146.331,137.192,70.6317,98.8842,115.317,154.398,162.555,61.9392,NA,NA,NA,NA
1973,"Uganda",23.599,24.5169,24.5241,23.5474,22.5465,22.043,21.2575,21.6467,21.885,22.7251,22.4986,22.4045,38.5991,65.5618,45.3498,141.546,147.805,81.644,50.4994,126.87,167.999,122.687,133.284,25.3385,NA,NA,NA,NA
1974,"Uganda",23.0861,23.8799,23.325,22.5814,21.6927,21.823,21.0455,21.4009,21.3254,22.4335,22.4716,22.5387,39.5814,40.1361,133.289,138.654,142.239,108.952,145.269,104.094,117.613,98.5566,65.0618,32.539,NA,NA,NA,NA
1975,"Uganda",23.1682,23.9777,23.7528,23.201,22.2609,21.3698,21.1843,20.8724,21.297,21.8015,22.5293,22.3286,24.9661,57.3599,122.985,136.693,160.388,99.992,127.7,159.573,175.051,126.668,57.9318,52.8136,NA,NA,NA,NA
1976,"Uganda",23.1925,23.3986,23.4806,22.8853,22.406,22.077,21.3754,21.5844,22.1892,22.7478,22.7115,23.2571,28.6763,78.1204,73.3149,143.954,173.1,87.1016,132.377,133.82,108.729,80.4348,111.293,53.5278,NA,NA,NA,NA
1977,"Uganda",23.2768,23.7797,23.7829,22.9347,22.4923,22.0173,21.5897,21.8953,22.4767,22.6634,21.8034,22.724,66.6671,43.2901,123.231,181.969,137.507,97.4848,102.06,128.267,94.1665,176.395,165.926,54.4694,NA,NA,NA,NA
1978,"Uganda",23.2351,23.8361,22.5607,23.2592,22.521,22.0236,21.3985,21.9029,22.1047,22.5806,22.539,22.5584,27.4719,97.4013,145.934,166.932,123.026,93.1569,98.1246,133.668,125.562,150.551,111.542,65.4251,NA,NA,NA,NA
1979,"Uganda",23.3794,23.2671,23.1157,23.1835,22.3529,21.4499,21.5109,22.1367,22.2322,22.6174,22.7925,23.0371,83.4661,98.3392,85.1525,132.526,137.758,105.96,59.0235,84.9907,84.1642,65.0972,90.9972,67.8546,NA,NA,NA,NA
1980,"Uganda",23.5457,24.289,24.0755,23.611,22.3581,22.0054,21.6322,21.6969,22.3788,22.8909,22.5747,22.1341,25.3893,36.3295,91.5477,133.885,161.8,73.2228,67.1608,110.687,101.473,95.3039,138.634,40.415,NA,NA,NA,NA
1981,"Uganda",23.6658,23.9089,23.5158,23.1878,22.6241,22.2683,21.496,22.2,22.4325,23.0361,23.0827,23.1608,26.5885,32.2476,162.69,138.588,126.577,53.2114,112.937,141.985,139.065,115.818,78.0148,47.2165,NA,NA,NA,NA
1982,"Uganda",23.942,23.7075,24.3019,23.2334,22.6671,22.4239,22.0228,21.995,22.7614,22.3184,22.284,22.6792,42.1639,29.8622,87.065,147.649,179.617,90.9734,88.4745,105.692,93.023,170.893,162.61,56.7249,NA,NA,NA,NA
1983,"Uganda",22.8702,24.2798,24.7362,24.1962,23.568,22.9992,22.4246,22.2625,22.2661,22.7825,23.0803,22.381,14.1976,28.0064,55.4032,145.641,125.198,96.655,77.8748,140.565,152.728,152.83,91.6361,39.9917,NA,NA,NA,NA
1984,"Uganda",22.4659,23.5103,24.2635,23.3384,23.3427,22.2788,22.1855,22.0859,22.4462,22.8187,22.5062,22.9838,21.3576,38.5169,63.8508,149.898,96.7178,70.5818,110.915,109.56,84.149,95.6686,156.915,51.0449,NA,NA,NA,NA
1985,"Uganda",24.071,23.1225,23.4563,22.0937,22.0439,21.819,21.4547,21.9772,22.3287,22.8221,23.0659,22.9433,56.4632,26.3696,124.418,178.506,172.253,83.3117,93.2865,86.8606,99.6579,88.2897,120.355,50.8054,NA,NA,NA,NA
1986,"Uganda",23.3113,24.1543,23.2692,23.0669,22.9411,21.6983,21.5922,22.4943,22.3741,23.086,23.1969,22.7362,26.361,56.7743,113.887,177.125,131.279,82.2914,66.8163,65.3895,95.8397,112.381,107.245,76.9752,NA,NA,NA,NA
1987,"Uganda",23.4145,24.131,24.2341,23.8188,22.7427,22.2902,22.7911,23.0199,23.4606,23.5696,23.2891,23.7858,41.9045,47.6399,108.893,131.082,159.22,103.602,50.3825,93.5193,104.09,101.384,132.527,35.6622,NA,NA,NA,NA
1988,"Uganda",24.2336,24.7626,24.803,23.4478,22.8639,22.7816,21.5114,22.3052,22.2697,22.7761,22.604,22.2933,55.551,51.5597,99.5224,182.844,130.371,73.1692,125.669,176.413,182.175,125.786,96.5217,52.57,NA,NA,NA,NA
1989,"Uganda",22.0626,22.528,23.3123,22.4164,21.9397,21.716,21.7706,22.3098,22.5683,23.0232,22.8402,22.6697,12.0219,35.87,114.987,108.218,165.217,61.2972,79.9689,98.0906,134.697,135.13,115.366,111.74,NA,NA,NA,NA
1990,"Uganda",23.0142,23.7117,23.3857,23.456,23.3773,22.8791,22.0899,22.3124,22.6085,22.9285,23.0793,23.211,38.6963,78.6594,133.094,148.627,109.416,43.167,54.2521,130.13,107.387,137.877,86.927,86.6458,NA,NA,NA,NA
1991,"Uganda",23.0316,24.3988,24.1387,23.3219,22.793,22.6876,21.753,21.7055,22.3807,23.0484,22.4689,22.3605,45.7273,52.7551,99.9186,158.393,182.511,102.293,87.1223,124.756,89.3416,159.676,85.6748,38.366,NA,NA,NA,NA
1992,"Uganda",23.2178,23.9814,24.1487,23.7867,22.9064,22.6002,21.6241,21.6427,22.2308,22.7294,22.3541,22.5368,23.4411,20.8878,64.9072,131.07,129.156,114.032,86.6126,91.4742,106.688,165.43,99.4796,85.4239,NA,NA,NA,NA
1993,"Uganda",22.5592,23.1471,23.3447,23.3699,22.4993,22.8276,22.2045,22.9819,22.1825,22.1472,24.9219,22.5845,41.1409,48.4447,84.5131,117.748,179.67,112.203,50.6447,94.5152,97.8014,94.9727,88.7606,51.7326,NA,NA,NA,NA
1994,"Uganda",22.6261,23.734,23.1004,23.086,22.9107,22.3575,21.4725,22.3557,22.6546,22.9466,22.4628,22.628,31.2884,32.8752,109.718,155.611,173.995,99.8422,116.924,130.111,91.1645,134.035,176.384,50.6187,NA,NA,NA,NA
1995,"Uganda",23.1879,23.9481,23.9452,24.1874,23.0391,22.9573,22.0131,23.0945,22.8256,23.2594,23.7273,23.3576,17.5988,40.1322,102.862,173.123,145.945,91.4414,103.707,80.8326,128.479,155.598,111.788,60.1607,NA,NA,NA,NA
1996,"Uganda",24.2555,24.3708,23.8732,23.1484,22.8132,22.4042,22.0378,22.0671,22.3449,22.7328,22.9269,22.9628,87.2209,70.3284,131.099,135.545,142.062,109.492,81.4352,128.428,135.879,131.028,117.386,43.2703,NA,NA,NA,NA
1997,"Uganda",24.0787,23.8708,24.4601,23.2093,22.9227,22.7752,22.2522,21.8019,23.5082,23.3145,23.1116,23.0766,60.461,10.5366,76.2916,217.456,102.664,67.9676,75.318,100.273,45.6251,188.284,223.171,128.907,NA,NA,NA,NA
1998,"Uganda",23.935,24.4303,24.6679,23.5676,22.5755,22.6522,22.3679,22.1707,22.7107,23.1953,23.1205,23.1384,93.8821,60.0337,97.9015,166.002,141.853,89.5921,84.6096,112.982,102.502,151.24,86.3412,22.0668,NA,NA,NA,NA
1999,"Uganda",23.7588,25.2101,24.0692,23.5732,23.0296,22.5059,21.9964,22.1078,22.5744,22.2195,22.6923,22.9866,65.2968,20.0141,160.683,124.503,120.387,55.8319,80.6224,141.77,115.899,191.408,122.127,55.953,NA,NA,NA,NA
2000,"Uganda",23.2697,23.996,24.1851,24.2362,24.147,22.5729,22.7256,23.4509,22.4548,22.7674,24.206,22.7689,28.7526,24.5113,61.1808,139.722,122.795,90.9499,71.6431,106.299,116.276,212.626,100.158,63.3322,NA,NA,NA,NA
2001,"Uganda",24.4764,25.6109,24.9772,24.4028,24.0126,22.4705,22.5621,22.98,23.3897,24.0485,23.7312,23.3987,92.1531,28.2814,94.5589,134.373,108.97,89.3328,118.397,98.3384,106.291,192.719,132.708,29.8501,NA,NA,NA,NA
