"Year","Country","JanTemperature","FebTemperature","MarTemperature","AprTemperature","MayTemperature","JunTemperature","JulTemperature","AugTemperature","SepTemperature","OctTemperature","NovTemperature","DecTemperature","JanRain","FebRain","MarRain","AprRain","MayRain","JunRain","JulRain","AugRain","SepRain","OctRain","NovRain","DecRain","ATemperature","AMaxTemperature","AMinTemperature","APrecipitation"
1901,"Estonia",-3.805,-8.6483,-4.0331,3.97734,10.2486,16.2814,19.4935,17.7712,12.2826,8.32838,-1.4952,-6.6419,29.3351,37.0728,16.5505,39.8323,6.33373,63.224,23.4112,59.1653,31.6236,30.8382,58.1228,54.2098,NA,NA,NA,NA
1902,"Estonia",-5.3917,-6.8333,-3.6708,0.33311,7.74391,12.3188,13.8907,13.4289,9.68302,3.47064,-1.5473,-7.7401,52.2761,21.7091,42.5831,8.9126,79.9374,86.1529,93.9087,97.3396,64.5414,58.7992,31.3937,40.9173,NA,NA,NA,NA
1903,"Estonia",-4.8257,-1.8921,1.44582,4.9262,10.6274,15.4185,16.0911,14.2395,12.0621,2.93086,1.43727,-2.4524,39.6729,43.8565,22.8745,56.3078,58.3428,83.7953,60.9976,141.751,40.2738,67.0127,57.3872,16.7028,NA,NA,NA,NA
1904,"Estonia",-2.7612,-6.5545,-4.2815,3.73593,7.3995,11.9333,14.082,14.2579,10.6941,6.42537,-1.1012,-4.2642,21.5282,55.7403,13.3347,50.9898,49.2314,73.0451,56.6443,115.203,30.3542,43.5943,50.0902,70.2183,NA,NA,NA,NA
1905,"Estonia",-7.5699,-3.7454,-1.054,2.52429,10.6253,16.5955,16.5008,14.9889,10.4348,4.12636,0.89624,-2.3773,50.6527,21.529,35.6158,38.6174,27.8115,21.7964,86.4241,105.406,45.5651,91.1158,44.1949,26.3639,NA,NA,NA,NA
1906,"Estonia",-3.3905,-3.2326,-3.2981,5.31593,13.8513,14.8605,17.7191,14.3981,9.43737,5.38101,1.98336,-4.0963,48.6145,38.9304,39.9582,39.3663,42.9901,74.8244,60.4801,118.908,43.2626,29.6023,72.2527,50.447,NA,NA,NA,NA
1907,"Estonia",-9.0891,-5.7653,-2.1755,2.90835,7.96012,13.7215,16.1491,13.1885,10.1104,9.16748,0.16093,-10.468,39.076,21.6409,19.1754,39.0539,44.7801,77.9666,74.5219,91.5112,57.7406,24.8926,20.9623,16.7978,NA,NA,NA,NA
1908,"Estonia",-5.4749,-4.2692,-3.8376,3.55504,8.33443,13.3713,16.2445,15.6601,10.2076,5.7005,-2.3962,-3.5354,43.2324,41.7766,25.3672,36.3,37.0063,62.5436,63.7636,82.1913,65.5121,33.1273,45.5452,19.5899,NA,NA,NA,NA
1909,"Estonia",-3.7682,-9.3495,-3.2694,0.99859,5.9619,13.7018,15.1746,14.9442,12.3769,9.40931,-1.9637,-1.8801,21.0214,19.52,36.4969,43.4106,25.1839,34.5259,106.708,66.8767,34.8788,43.9564,65.1356,58.424,NA,NA,NA,NA
1910,"Estonia",-3.6384,-1.5122,0.42364,5.79043,11.6503,14.8992,16.2378,14.1251,11.9438,4.96594,-0.7363,-0.8726,51.8369,36.261,26.048,23.6754,47.6849,47.1321,72.2167,100.083,44.3619,27.2121,56.2849,67.1692,NA,NA,NA,NA
