"Year","Country","JanTemperature","FebTemperature","MarTemperature","AprTemperature","MayTemperature","JunTemperature","JulTemperature","AugTemperature","SepTemperature","OctTemperature","NovTemperature","DecTemperature","JanRain","FebRain","MarRain","AprRain","MayRain","JunRain","JulRain","AugRain","SepRain","OctRain","NovRain","DecRain","ATemperature","AMaxTemperature","AMinTemperature","APrecipitation"
1901,"Belarus",-0.0927,-1.5673,3.56034,9.16317,12.4383,15.762,18.9152,17.2449,14.4895,10.1199,4.22317,2.6935,40.3495,32.2644,68.7418,65.6921,30.4496,57.9736,45.5922,57.9958,81.6926,87.9293,40.7671,74.4947,NA,NA,NA,NA
1902,"Belarus",3.96298,0.45263,5.85276,9.06068,9.14041,15.2797,16.3931,15.6206,13.4046,8.58164,4.10617,0.87422,46.9536,41.6082,47.2676,45.149,84.38,59.151,58.5176,99.2138,61.1146,60.51,33.1273,78.9106,NA,NA,NA,NA
1903,"Belarus",2.56048,5.26232,7.28906,5.47873,12.9017,14.5519,16.4233,15.9276,14.6701,11.2082,5.75343,0.86491,62.2603,38.5551,62.8824,112.09,45.6176,55.7254,104.049,82.3573,78.1177,118.554,77.7098,28.936,NA,NA,NA,NA
1904,"Belarus",0.52244,3.01201,4.12497,9.66636,12.828,15.1321,19.1775,17.0849,12.6181,9.71463,4.71576,4.18199,54.6242,83.0675,56.5978,23.2931,50.8342,49.1401,38.1593,43.7483,53.864,53.7021,66.9126,84.5207,NA,NA,NA,NA
1905,"Belarus",0.46792,3.3076,6.48216,7.28293,11.9496,16.9566,18.7125,16.7073,13.3996,6.39734,4.27317,2.57493,42.9485,35.3186,95.0452,46.6864,56.0817,92.0319,71.5227,96.0316,80.8815,94.1022,81.1975,32.6277,NA,NA,NA,NA
1906,"Belarus",3.11368,2.05963,4.47654,8.0619,12.8302,14.7084,17.2345,17.5666,14.3239,12.1675,7.32744,0.90339,107.487,64.7722,78.1197,34.7374,91.8369,46.6758,60.3853,60.7129,35.7109,70.0518,85.7015,72.5731,NA,NA,NA,NA
1907,"Belarus",1.6584,0.55363,5.28291,7.84671,12.9153,14.4323,14.9236,16.4682,14.6458,11.5971,6.1802,3.70132,47.1082,34.7046,45.9304,55.1815,65.3237,73.8221,65.3963,55.7131,28.7497,80.3768,45.5047,68.3728,NA,NA,NA,NA
1908,"Belarus",-0.8398,3.52482,3.85364,6.55298,13.7206,16.8481,17.2734,15.5733,13.9342,10.3773,4.42946,1.45421,42.0403,77.3562,53.3709,51.5985,69.9455,55.5203,88.4711,97.9898,51.0877,8.98916,68.6642,39.1377,NA,NA,NA,NA
1909,"Belarus",0.70033,0.68875,3.56202,9.37255,11.8831,13.6519,15.1056,17.0111,13.4592,11.5108,3.95229,3.52786,42.0735,32.5406,74.4297,59.8586,36.0113,78.9299,119.257,67.2276,69.8111,90.8445,44.0104,118.218,NA,NA,NA,NA
1910,"Belarus",3.24374,4.2493,5.74248,8.12565,12.5235,16.4805,15.7982,16.6376,13.7168,11.0871,3.94827,5.44202,86.1172,109.007,30.0966,52.9055,73.8385,95.2568,133.452,47.7941,86.7767,44.3887,139.089,79.2209,NA,NA,NA,NA
