"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1943,NA,NA,NA,NA
1973,NA,NA,NA,NA
1974,28,29.8,26.2,NA
1975,NA,NA,NA,NA
1976,28.4,30.3,26.5,2634.88
1977,28.5,30.4,26.6,NA
1978,28.3,30.3,26.4,NA
1979,NA,NA,NA,NA
1980,NA,NA,NA,NA
1981,28.6,32.5,25.6,1208.52
1982,28.5,30.7,25.5,NA
1983,28.1,30.1,25.4,3788.2
1984,28.1,30.4,25.2,3962.13
1985,28.4,30.7,25.4,2743.92
1986,28.6,30.9,25.7,3381.97
1987,28.3,30.3,25.6,4203.74
1988,28.2,30.6,25,3946.41
1989,28.1,30.5,25.3,3096.81
1990,28.6,31,25.8,4342.39
1991,28.8,31.4,25.7,3304.25
1992,28.4,31.1,25.6,3583.94
1993,NA,NA,NA,NA
1994,NA,NA,NA,NA
1995,28.9,33.5,26.1,0
1996,28.9,33.3,26.3,51.3
1997,28.9,33.1,26.4,0
1998,NA,NA,NA,NA
1999,28.2,29.1,27.1,0
2000,28.55,30.25,26.45,0
2001,28.5,29.6,27,0
2002,NA,NA,NA,NA
2003,28.6,29.7,26.9,0
2004,28.9,31.1,26.8,0
2005,NA,NA,NA,NA
2006,28.75,30.75,26.4,1403.375
2007,28.55,30.85,26.25,1438.665
2008,29.3,30.5,27.7,0
2009,28.4,29.6,27,0
2010,28.65,30.65,26.65,1215.03
2011,28.7,31.5,26.1,1742.89
2012,28.7,31.4,25.7,3275.31
2013,28.8,31.7,26,3483.11
2014,28.8,31.6,25.6,3135.05
2015,28.9,31.8,26,3383.75
2016,29,31.8,26.3,2821.36
2017,29.1,32,26.3,2890.74
2018,29.1,31.8,26.5,NA
2019,NA,NA,NA,NA
