"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1949,NA,NA,NA,NA
1950,NA,NA,NA,NA
1951,NA,NA,NA,NA
1952,NA,NA,NA,NA
1953,26.9,29.2,24.4,NA
1954,26.9,29,24.6,NA
1955,26.6,28.8,24.1,NA
1956,NA,NA,NA,NA
1957,NA,NA,NA,NA
1961,NA,NA,NA,NA
1973,NA,NA,NA,NA
1974,NA,NA,NA,NA
1975,NA,NA,NA,NA
1976,NA,NA,NA,NA
1977,NA,NA,NA,NA
1978,NA,NA,NA,NA
1979,NA,NA,NA,NA
1980,NA,NA,NA,NA
1981,NA,NA,NA,NA
1982,NA,NA,NA,NA
1983,NA,NA,NA,NA
1984,NA,NA,NA,NA
1985,NA,NA,NA,NA
1986,NA,NA,NA,NA
1987,NA,NA,NA,NA
1988,NA,NA,NA,NA
1989,26.7,28.1,25.4,NA
1990,26.9,28.2,25.6,NA
1991,NA,NA,NA,NA
1992,NA,NA,NA,NA
1993,NA,NA,NA,NA
1994,26.3,27.9,25,773.27
1995,26.7,28.4,25.4,1330.26
1996,27,28.6,25.7,1928.15
1997,25.65,27.7,23.95,900.2
1998,NA,NA,NA,NA
1999,25.95,28.35,23.8,NA
2000,25.55,27.9,23.4,NA
2001,25.65,27.95,23.4,NA
2002,NA,NA,NA,NA
2003,25.95,28.25,23.8,844.62
2004,25.8,28.2,23.7,848.9
2005,NA,NA,NA,NA
2006,25.7,28.05,23.7,620.53
2007,25.75,28.15,23.65,842.02
2008,25.5,27.9,23.5,994.68
2009,25.75,28.15,23.6,1096.85
2010,26.1,28.35,23.9,2064.47
2011,25.65,28.05,23.5,1261.14
2012,25.95,28.35,23.8,1370.66
2013,26.1,28.4,24,1300.04
2014,27.3,29.5,24.9,NA
2015,26.25,28.5,24.2,NA
2016,26.45,28.7,24.4,NA
2017,25.8,28.05,23.85,NA
2018,26.8,NA,24.5,NA
2019,NA,NA,NA,NA
