"","NULL.Year","NULL.T","NULL.TM","NULL.Tm","NULL.PP","NULL.V","NULL.RA","NULL.SN","NULL.TS","NULL.FG","NULL.TN","NULL.GR"
"1","1959","-","-","-","-","-","-","-","-","-","-","-"
"2","1973","-","-","-","-","-","-","-","-","-","-","-"
"3","1974","-","-","-","-","-","-","-","-","-","-","-"
"4","1975","-","-","-","-","-","-","-","-","-","-","-"
"5","1976","-","-","-","-","-","-","-","-","-","-","-"
"6","1977","-","-","-","-","-","-","-","-","-","-","-"
"7","1978","-","-","-","-","-","-","-","-","-","-","-"
"8","1979","-","-","-","-","-","-","-","-","-","-","-"
"9","1994","-","-","-","-","-","-","-","-","-","-","-"
"10","1995","6.9","11.4","2.1","585.22","8.6","116","49","19","16","0","0"
"11","1996","5.3","10.0","0.2","550.93","7.9","81","60","17","9","0","0"
"12","1997","6.5","10.9","1.7","627.64","8.0","123","63","33","5","0","1"
"13","1998","6.7","11.0","2.2","819.72","8.4","127","51","23","8","0","0"
"14","1999","7.6","12.3","2.5","597.13","7.5","101","56","14","13","0","0"
"15","2000","8.0","12.4","3.1","-","6.9","123","45","18","18","0","0"
"16","2001","-","-","-","-","-","-","-","-","-","-","-"
