"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1944,NA,NA,NA,NA
1945,28,30.5,26.2,NA
1946,NA,NA,NA,NA
1947,NA,NA,NA,NA
1948,27.9,31.1,25.7,NA
1949,27.6,30.7,25.6,NA
1950,27.7,30.8,25.6,NA
1951,28,31.2,25.9,NA
1952,NA,NA,NA,NA
1954,NA,NA,NA,NA
1973,27.45,29.25,25.95,NA
1974,27.45,29.25,25.85,NA
1975,27.3,29.05,25.45,3984.29
1976,27.3,29.2,25.45,3134.295
1977,27.9,29.85,25.9,2844.535
1978,27.95,29.9,25.65,3443.585
1979,28.05,30.4,25.25,2446.65
1980,28.15,30.45,25.3,3174.235
1981,28,30.45,25.35,2358.385
1982,27.8,30.25,24.95,2729.585
1983,27.85,30.55,24.7,2383.43
1984,27.9,30.5,24.6,2138.955
1985,27.75,30.4,24.35,3461.39
1986,28,30.55,24.55,3815.84
1987,28,30.5,24.85,2703.02
1988,27.95,30.5,24.65,2910.19
1989,27.75,30.45,24.5,3171.68
1990,28.2,30.7,24.8,3033.055
1991,27.95,30.4,24.4,3804.46
1992,27.85,30.45,25,2297.345
1993,27.8,30.1,25.2,3103.485
1994,27.9,30.45,25.3,3006.745
1995,27.8,30.15,25.15,3128.57
1996,NA,NA,NA,NA
1997,27.95,30.1,25.45,3182.54
1998,27.75,30.15,25.45,2260.77
1999,27.6,29.7,25.2,3429.02
2000,27.8,30,25.15,2950.09
2001,28.4,30.4,25.6,3177.97
2002,NA,NA,NA,NA
2003,28.25,30.55,25.6,2972.985
2004,28.5,30.9,25.65,2928.275
2005,NA,NA,NA,NA
2006,28.25,30.4,25.8,2764.24
2007,28.1,30.25,25.7,2656.345
2008,27.8,30.1,25.3,2580.54
2009,28.2,30.4,25.65,2860.74
2010,28.15,30.3,26.1,3639.25
2011,27.95,30.25,26,3820.32
2012,28.25,30.55,26.4,2801.5
2013,28.35,30.4,26.5,2591.77
2014,28.45,30.6,26.45,3848.04
2015,28.35,30.3,26.45,3791.38
2016,28.4,30.55,26.65,2570.22
2017,28.6,30.65,26.45,4226.33
2018,28.2,30.3,26.5,NA
2019,NA,NA,NA,NA
