"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1977,NA,NA,NA,NA
1978,28.1,31.1,24.1,NA
1979,27,31.1,23.3,NA
1980,NA,NA,NA,NA
1981,27.2,31.2,23.4,NA
1982,NA,NA,NA,NA
1983,27.5,31.9,23.6,2951.28
1984,26.7,31.1,23.2,3347.55
1985,26.7,31.4,23,2475.53
1986,26.8,31.2,23,NA
1987,27.2,31.9,23.1,NA
1988,27.1,31.6,23.3,2870.43
1989,27,31.4,23.4,NA
1990,27.4,31.8,23.7,NA
1991,NA,NA,NA,NA
1992,NA,NA,NA,NA
1993,NA,NA,NA,NA
1994,27.4,32,23.9,2269.55
1995,27.3,31.7,24.1,2738.51
1996,27,31.7,23.8,2679.77
1997,27.4,32,23.9,2734.4
1998,28,32.4,24.5,2223.82
1999,27.4,31.8,23.7,NA
2000,27.4,31.9,23.7,NA
2001,27.5,31.9,23.8,NA
2002,NA,NA,NA,NA
2003,27.7,32.3,24,3101.87
2004,27.5,32,23.7,2263.92
2005,NA,NA,NA,NA
2006,27.4,32.2,23.4,NA
2007,27.4,32.1,23.6,NA
2008,27.3,32.1,23.4,NA
2009,27.8,32.6,23.8,NA
2010,27.8,32.5,24.1,NA
2011,27.5,32,23.8,NA
2012,27.8,32.3,24,NA
2013,27.7,31.9,24.1,NA
2014,27.6,31.6,24.1,NA
2015,27.9,32,24.3,NA
2016,28.3,32.5,24.8,NA
2017,27.7,32,23.9,NA
2018,28,32.3,23.9,NA
2019,NA,NA,NA,NA
