"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation","AWindSpeed","RainDays","SnowDays","StormDays","FoggyDays","TornadoDays","HailDays"
1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,NA,NA,NA,NA,NA,2,179,1,200,0,1
1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,-17.8,-14.9,-20.6,NA,18.2,1,141,0,29,0,0
1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,-10.7,-7.3,-14.4,NA,24.9,0,171,0,3,0,0
1991,-10,-6.6,-13.6,NA,24.8,1,164,0,7,0,0
1992,-16.2,-11.3,-20.9,NA,30.4,0,151,0,12,0,0
1993,-14.35,-10.5,-18.5,NA,27.2,0.5,162.5,0,9.5,0,0
1994,-13.3,-10.15,-16.75,NA,29.05,0,148.5,0,12.5,0,0
1995,-11.7,-8.1,-15.7,NA,21.7,0,168,0,17,0,0
1996,-9.6,-6.1,-13.3,NA,24.2,3,184,0,12,0,0
1997,-27.4666666666667,-24.1166666666667,-30.8166666666667,0.1275,19.94,0.166666666666667,55.1666666666667,0.166666666666667,3.33333333333333,0,0
1998,-24.01,-20.61,-27.39,0,21.35,0.2,32.7,0,2.1,0,0.2
1999,-30.5666666666667,-27.15,-33.7666666666667,0,22.8,0,0,0,0,0,0
2000,-24.675,-21.1875,-27.9375,0,21.2666666666667,0.125,15.625,0,4.625,0,0
2001,-25.6888888888889,-21.8777777777778,-29.3777777777778,0,24.75,0,38.2222222222222,0,3.77777777777778,0,0
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,-17.525,-14.0375,-20.85,0,24.92,2.75,75.875,0.125,7.75,0,0
2004,-23.8166666666667,-19.7,-27.75,0,23.95,0.333333333333333,59.8333333333333,0,7.16666666666667,0,0
2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,-18.7333333333333,-9.45,-17.55,0,28.1,1,116,0,11,0,0
2007,-17.325,-10.3666666666667,-17.2333333333333,0,29.7333333333333,1.5,81.75,0,7,0,0.25
2008,-12.4,-6.9,-15.9166666666667,0,25.58,50.3333333333333,141.666666666667,0,10.8333333333333,0,0
2009,-15.91,-10.8444444444444,-17.7555555555556,0,20.6166666666667,18.1,93.6,0,28.3,0,0
2010,-22.14,-17.4,-25.0666666666667,0,22.62,1.7,55,0.1,4.5,0,0
2011,-17.3125,-13.9125,-20.625,0,21.4333333333333,22.25,102.875,0,38.625,0,0
2012,-16.8,-13.5777777777778,-20,0,21.5833333333333,15.4,88.5,0,33.8,0,0
2013,-15.81,-12.56,-19.11,70.2283333333333,23.8142857142857,11.3,77.4,0.1,14.1,0,0.1
2014,-19.7,-16.3,-23.0666666666667,0,23.1666666666667,3.33333333333333,55.6666666666667,0,17.3333333333333,0,0
2015,-15.325,-11.525,-19.4,0,29.4,1,94.75,0,9.25,0,0
2016,-11.35,-8.28333333333333,-14.75,134.745,26.1833333333333,11.5,106.5,0,8,0,0
2017,-17.3125,-14.3125,-20.7125,0,21.1428571428571,15,94,0.25,6.125,0,0
2018,-15.6,-12.2,-19.08,0,23.5666666666667,3.33333333333333,96.3333333333333,0.333333333333333,11.5,0,0
2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
