"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1985,NA,NA,NA,NA
1986,NA,NA,NA,NA
1987,NA,NA,NA,NA
1988,NA,NA,NA,NA
1989,NA,NA,NA,NA
1990,NA,NA,NA,NA
1991,NA,NA,NA,NA
1992,NA,NA,NA,NA
1993,NA,NA,NA,NA
1994,-11.9,-9.2,-15.1,NA
1995,-10.7,-7.7,-14,NA
1996,-9.9,-7.1,-13,NA
1997,-11.4,-8.4,-14.7,NA
1998,-11.2,-8.2,-14.5,NA
1999,NA,NA,NA,NA
2000,-11.1,-8.2,-14.5,NA
2001,NA,NA,NA,NA
2002,NA,NA,NA,NA
2003,-11.4,-8.4,-14.8,NA
2004,-10.5,-7.6,-14,NA
2005,NA,NA,NA,NA
2006,-11.1,-8.3,-14.5,NA
2007,-11.3,-8.2,-14.8,NA
2008,NA,NA,NA,NA
2009,NA,NA,NA,NA
2010,-10.9,-8.4,-14.2,NA
2011,-10.2,-7.8,-13.5,NA
2012,NA,NA,NA,NA
2013,-10.9,-8.4,-14.2,NA
2014,-11.5,-8.9,-15.1,NA
2015,-11.8,-8.9,-15.3,NA
2016,-10.4,-7.8,-13.9,NA
2017,-11,-8.5,-14.6,NA
2018,NA,NA,NA,NA
2019,NA,NA,NA,NA
