"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1990,NA,NA,NA,NA
1991,NA,NA,NA,NA
1992,NA,NA,NA,NA
1993,NA,NA,NA,NA
1994,NA,NA,NA,NA
1995,NA,NA,NA,NA
1996,NA,NA,NA,NA
1997,-19.1,-16.2,-21.8,0
1998,-19.3,-16.3,-22,0
1999,-18.7,-15.8,-21.3,0
2000,-18.6,-15.8,-21.2,0
2001,-18.8,-15.7,-21.5,0
2002,NA,NA,NA,NA
2003,-18.8,-15.9,-21.6,0
2004,-19.1,-16,-22,0
2005,NA,NA,NA,NA
2006,NA,NA,NA,NA
2007,NA,NA,NA,NA
2008,-19,-16.2,-21.4,0
2009,-18,-15,-20.7,0
2010,-18.9,-15.9,-21.8,0
2011,NA,NA,NA,NA
2012,NA,NA,NA,NA
2013,NA,NA,NA,NA
2014,NA,NA,NA,NA
2018,NA,NA,NA,NA
2019,NA,NA,NA,NA
