"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1956,NA,NA,NA,NA
1957,24.7,30.4,18.2,0
1958,24.2,30.9,18.3,0
1959,23.9,30.8,18,0
1960,23.5,30.5,18.2,0
1961,23.7,30.8,18.4,0
1962,23.3,30.4,17.7,0
1963,23.6,30.6,18.1,0
1964,23.7,30.8,18.4,0
1965,23.8,30.5,18.1,0
1966,23.6,30.3,18.6,0
1973,NA,NA,NA,NA
1974,25.4,29.8,19,899.25
1975,NA,NA,NA,NA
1976,NA,NA,NA,NA
1977,NA,NA,NA,NA
1978,NA,NA,NA,NA
1979,NA,NA,NA,NA
1980,NA,NA,NA,NA
1981,NA,NA,NA,NA
1982,NA,NA,NA,NA
1983,NA,NA,NA,NA
1984,NA,NA,NA,NA
1985,NA,NA,NA,NA
1986,NA,NA,NA,NA
1987,NA,NA,NA,NA
1988,NA,NA,NA,NA
1989,NA,NA,NA,NA
1990,NA,NA,NA,NA
1991,NA,NA,NA,NA
1992,NA,NA,NA,NA
1993,NA,NA,NA,NA
1994,NA,NA,NA,NA
1995,NA,NA,NA,NA
1996,NA,NA,NA,NA
1997,28.4,32.7,23.5,0
1998,28.2,32.6,23.5,182.88
1999,27.6,31.9,23,NA
2000,NA,NA,NA,NA
2001,27.7,32.8,22.9,NA
2002,NA,NA,NA,NA
2003,28.125,33.075,22.625,1434.22
2004,NA,NA,NA,NA
2005,NA,NA,NA,NA
2006,NA,NA,NA,NA
2007,26.4,31.65,21.4,NA
2008,26,31.25,21.3,NA
2009,26.45,32.7,20.7,NA
2010,26,31.7,21.1,NA
2011,25.95,31.55,20.95,NA
2012,26.35,31.6,21.4,NA
2013,26.35,31.85,21.5,1770.09
2014,26.45,32.2,21.2,NA
2015,27.15,32.4,22.2,NA
2016,26.8,32.1,21.95,NA
2017,28.15,32.825,22.525,NA
2018,26.3,31.75,21.45,NA
2019,NA,NA,NA,NA
