"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1941,NA,NA,NA,NA
1942,25.8,30.3,22.7,NA
1943,25.4,29.3,22.5,NA
1944,25.6,29.4,22.6,NA
1945,25.5,29.3,22.6,NA
1946,25.7,29.2,22.8,NA
1947,25.8,29.7,22.7,NA
1948,25.5,29.6,22.4,NA
1949,NA,NA,NA,NA
1973,NA,NA,NA,NA
1974,NA,NA,NA,NA
1975,NA,NA,NA,NA
1976,25.5,30.9,21.4,NA
1977,26.1,31.4,22,NA
1978,26.2,31.5,21.9,NA
1979,26.2,31.9,22,NA
1980,26.1,31.6,22.3,NA
1981,26.3,31.8,22.2,4119.45
1982,26,31.3,22.3,2038.12
1983,26.7,31.35,22.6,1709.705
1984,25.8,31.3,21.7,2486.4
1985,25.8,31.2,21.7,2347.89
1986,NA,NA,NA,NA
1987,27.15,32,23.25,1422.84
1988,26.3,32.3,22.4,1951.5
1989,NA,NA,NA,NA
1990,26.3,32.1,22.5,1396.51
1991,26.5,31.4,22.75,1389.54
1992,26.7,30.9666666666667,23.4666666666667,5487.775
1993,26.85,31.25,23.8,1768.02
1994,26.8666666666667,31.1,23.7,1436.92
1995,27.3,31.6,24.0666666666667,1465.81
1996,26.6,32.1,22.5,1724.89
1997,26.5,31.8,22.9,1441.17
1998,NA,NA,NA,NA
1999,27.1,31.5,23.95,NA
2000,NA,NA,NA,NA
2001,27.05,31.35,23.95,1508.86
2002,NA,NA,NA,NA
2003,27.4,31.65,24.3,NA
2004,NA,NA,NA,NA
2005,NA,NA,NA,NA
2006,26.9,31,23.8,1953
2007,26.85,31.05,23.65,1647.45
2008,26.85,31.15,23.55,1584.47
2009,27.1,31.05,24.05,1464.02
2010,27.6,31.5333333333333,24.4333333333333,1846.14
2011,27.1,31.2333333333333,23.9333333333333,1513.03
2012,27.0666666666667,31.2,23.6,1679.8
2013,27.2,31.3,23.95,1629.12
2014,27.25,31.95,23.75,1206.43
2015,27.35,31.9,24,1200.85
2016,27.55,32.3,24.2,1228.31
2017,27.25,31.8,23.9,1492.52
2018,26.9,31.15,23.55,1276.935
2019,NA,NA,NA,NA
