"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation","AWindSpeed","RainDays","SnowDays","StormDays","FoggyDays","TornadoDays","HailDays"
1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,10.6,14.8,6.8,NA,15,103,28,14,36,0,1
1961,10.3,15,5.7,2715.97,14.8,114,31,12,31,0,1
1962,10,14.6,5.7,NA,15.1,110,46,16,41,0,3
1963,9.2,14.2,4.3,2093.68,13.9,87,54,26,29,0,0
1969,8.4,13.3,3.7,506.51,15.7,115,59,22,20,0,1
1970,9.9,14.4,5.5,1159.31,15.9,144,38,34,34,0,1
1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,9.3,14.4,4.6,647.21,15.3,103,54,24,28,0,2
1974,9.9,14.6,5.4,418.3,13,130,42,24,40,0,0
1975,11,16,6.2,521.68,12.9,111,42,27,26,0,1
1976,8.5,12.9,4.1,534.63,12,138,56,25,43,0,1
1977,9.5,14.5,5,500.66,11.1,128,30,31,41,0,0
1978,8.9,13.5,4.4,694.98,11.5,137,42,22,60,0,3
1979,9.9,14.1,6,627.94,12.3,138,43,28,39,0,0
1980,8.3,12.1,4.9,729.24,11.2,133,60,26,51,1,3
1981,9.8,13.9,6.1,558.27,11.1,122,55,14,42,0,1
1982,9.9,14,6.1,471.68,10.5,103,32,21,39,1,0
1983,10.5,15,6.3,500.64,10.1,96,34,30,19,0,0
1984,9.2,12.9,5.7,520.95,9.5,117,78,19,34,0,2
1985,8.1,12.2,4.2,673.34,8.9,104,63,22,37,0,1
1986,9.7,14,5.5,275.39,9.2,100,51,20,24,0,2
1987,8.1,12.1,4.3,486.64,9.4,123,59,18,44,0,0
1988,9.1,13,5.5,528.55,9.1,102,68,24,34,0,1
1989,10.9,15.3,7.1,417.28,9,119,29,26,10,0,0
1990,11.4,15.9,7.1,335.57,8.6,107,17,18,22,0,2
1991,9.5,13.4,6.1,593.91,8.8,115,51,31,34,0,3
1992,10.1,14.5,6.1,389.13,8.8,108,56,24,24,0,4
1993,9.5,13.7,5.4,686.34,9,114,34,21,18,0,1
1994,11.4,15.9,7.1,598.41,8.7,97,31,22,30,0,4
1995,10,14.3,6.1,724.47,8,99,51,18,26,0,0
1996,8.9,12.7,5.3,659.94,8.2,105,62,16,20,0,0
1997,9.4,13.5,5.6,593.14,8.1,106,35,16,41,0,2
1998,10.4,14.7,6.4,631.7,7.8,105,34,16,30,0,1
1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,10.3,14.9,6.2,NA,7.2,96,46,28,24,0,1
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,9.9,14.1,6.1,473.21,7,105,59,23,27,0,2
2004,10.4,14.6,6.6,654.85,7,107,38,25,24,0,3
2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,10.3,14.5,6.5,NA,6.3,106,39,22,22,0,0
2007,12.2,16.6,8.1,NA,6.8,99,33,14,26,0,1
2008,11.4,15.7,7.4,573.3,9.9,99,38,24,47,0,1
2009,11.5,16,7.2,NA,11,119,38,18,44,0,0
2010,10.6,14.9,6.7,735.84,11.1,115,43,31,47,0,0
2011,10.5,15,6.3,420.62,10.5,93,31,18,39,0,1
2012,11.3,16,6.9,575.04,11.2,93,54,30,37,0,2
2013,11.1,15.4,7.2,NA,11.7,118,37,25,59,0,0
2014,11,15.5,6.9,605.77,10.5,102,36,30,56,0,0
2015,12.1,16.7,7.7,415.3,11.4,107,24,18,39,0,2
2016,11.3,15.8,7.1,NA,11.2,110,36,20,37,0,0
2017,11.3,15.9,7.1,NA,11.4,103,30,15,33,0,1
2018,11.5,16,7.3,NA,NA,95,47,22,47,0,0
2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
