"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1945,NA,NA,NA,NA
1946,26.3,28.5,24.6,866.99
1947,26.6,29.2,24.8,439.52
1948,26.6,30.2,24,644.21
1949,25.8,28.8,23,608.38
1950,26,28.4,24.4,897.67
1951,26.5,29.1,24.8,799.15
1952,26.2,28.8,24.2,761.01
1953,26.2,28.7,24.5,332.26
1954,26.3,28.8,24.6,526.75
1955,25.6,28.1,23.8,847.31
1956,NA,NA,NA,NA
1963,NA,NA,NA,NA
1964,26,28,23.9,1001.29
1973,26.4,28.4,24.65,1014.53
1974,26.4,28.5,24.6,1585.51
1975,26.15,28.3,24.35,3794.405
1976,25.95,28.25,24,2263.32
1977,26.5,28.65,24.55,1617.75
1978,26.5,28.65,24.7,2237.99
1979,26.55,29.2,23.95,1784.145
1980,26.95,29.5,24.5,2094.93
1981,26.8,29.45,24.35,2418.895
1982,26.7,29.45,24.1,1685.215
1983,26.6,29.3,23.9,1230.745
1984,27,29.8,24,3033.52
1985,27,29.9,24.1,2680.94
1986,27,29.9,24.1,4009.14
1987,27,29.6,24.3,2379.97
1988,27.3,30,24.4,3259.35
1989,26.9,29.9,23.8,2802.14
1990,27.3,29.9,24.4,2755.19
1991,27.6,30.1,24.7,3082.1
1992,27.5,30,24.9,NA
1993,27.2,29.8,24.6,9259.09
1994,27.5,30.4,24.8,5804.66
1995,28,30.9,25.1,3206.09
1996,28,31.1,25.1,3142.86
1997,28,30.7,25.6,2895.55
1998,NA,NA,NA,NA
1999,27.5,30.7,24.3,NA
2000,27.55,31.3,24.7,2417.27
2001,27.85,30.65,25.3,2216.33
2002,NA,NA,NA,NA
2003,27.9,30.7,25.1,3548.09
2004,27.7,30.2,24.9,2589.16
2005,NA,NA,NA,NA
2006,27.8,30.5,25.1,4033.74
2007,28.5,31.2,25.7,3760.48
2008,28.2,30.9,25.4,3411.32
2009,27.9,30.6,25.3,3598.53
2010,28,30.7,25.1,3462.42
2011,27.4,30.2,24.5,NA
2012,NA,NA,NA,NA
2013,27.6,30.7,24.9,3371.25
2014,27.5,30.4,24.9,3270.14
2015,27.3,30.2,24.9,4003.5
2016,27.9,30.8,25.4,2829.65
2017,27.8,30.6,25.2,3543.45
2018,27.6,30.4,25,4209.71
2019,NA,NA,NA,NA
