"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation","AWindSpeed","RainDays","SnowDays","StormDays","FoggyDays","TornadoDays","HailDays"
1935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1940,28,31.3,24.3,NA,11,156,0,103,27,0,0
1941,27.2,31.6,24.3,NA,8,195,0,102,135,0,0
1942,26.8,31.2,23.7,NA,11.7,189,0,113,1,0,0
1943,26.4,31,23.025,1841.53,9.65,209.25,0,125,7,0,0
1944,26.54,30.9,23.16,1706.7,9.52,197.2,0,103.2,19.8,0,0
1945,26.8,31.5,23.1,1489,10.95,172,0,89.75,6.75,0,0
1946,26.975,31.6,23.7,1091.49,12.8333333333333,107.75,0,44.75,1.75,0,0
1947,26.65,31.1,23.6,1723.72,13.3,157.5,0,114,5.5,0,0
1948,26.95,31.7,23.85,1444.83,11.75,164,0,104.5,4,0,0
1949,26.5,31.4,23.5,NA,8.5,193,0,122,6,0,0
1950,26.3,31,23.3,NA,6.9,202,0,130,2,0,0
1951,26.7,31.5,23.7,NA,7.3,179,0,141,3,0,0
1952,26.9,31.6,24,NA,8.9,209,0,154,4,0,0
1953,27,31.5,24.1,NA,8.3,179,0,129,6,0,0
1954,26.7,31.5,23.7,NA,8,195,0,102,4,0,0
1955,26.5,31.1,23.6,NA,8.1,220,0,99,1,0,0
1956,26.5,31.3,23.5,NA,8.2,206,0,126,1,0,0
1957,27.2,32.2,24,NA,8.5,166,0,126,6,0,0
1958,27.2,31.9,24.3,NA,7.6,199,0,150,5,0,5
1959,26.8,31.5,23.9,NA,7.5,169,0,111,10,0,0
1960,26.5,31.1,23.6,NA,5.8,206,0,140,18,0,0
1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962,26.7,31.3,23.7,1978.53,8.8,207,0,122,7,0,0
1963,26.7,30.6,24,1933.59,9.2,199,0,107,9,0,0
1964,27.2,31.2,24.4,1755.84,8.7,198,0,84,15,0,0
1965,26.8,31,24.1,1633.35,11,177,0,94,9,0,0
1966,26.9,30.7,24.3,2338.16,9.9,204,0,106,10,0,0
1967,26.7,30.6,24,2096.69,10.4,195,0,129,6,0,0
1968,27.2,30.55,23.85,NA,9.6,145,0,117.5,2,0,0
1969,27.2,30.5,23.9,NA,9.55,153.5,0,112.5,1.5,0.5,0
1970,27.15,30.35,24.1,NA,9.05,179.5,0,114.5,3,0.5,0
1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,26.6,30.3,24.2,NA,8.5,191,0,121,8,1,1
1974,26.8,30.7,24.2,NA,7.9,197,0,124,3,0,1
