"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1951,NA,NA,NA,NA
1952,NA,NA,NA,NA
1953,NA,NA,NA,NA
1954,NA,NA,NA,NA
1957,NA,NA,NA,NA
1958,24.375,30.25,20.325,NA
1961,NA,NA,NA,NA
1962,NA,NA,NA,NA
1963,NA,NA,NA,NA
1964,21.7,28.1,16.5,NA
1965,NA,NA,NA,NA
1966,21.7,28,16.9,NA
1967,21.7,27.8,16.7,NA
1968,NA,NA,NA,NA
1973,NA,NA,NA,NA
1974,NA,NA,NA,NA
1975,NA,NA,NA,NA
1976,NA,NA,NA,NA
1977,NA,NA,NA,NA
1978,27.1,29.8,24.5,702.08
1979,NA,NA,NA,NA
1980,NA,NA,NA,NA
1981,NA,NA,NA,NA
1982,NA,NA,NA,NA
1983,NA,NA,NA,NA
1984,25.9,31.275,20.375,1530.09
1985,25.725,31.625,20.175,1810.23
1986,NA,NA,NA,NA
1987,NA,NA,NA,NA
1988,24.075,30.5,20.1,NA
1989,26.2888888888889,30.8,20.2444444444444,1386.976
1990,24.15,29.55,18.7,1350.84333333333
1991,NA,NA,NA,NA
1992,NA,NA,NA,NA
1993,24.22,29.84,18.44,909.29
1994,22.7,29.1,16,NA
1995,NA,NA,NA,NA
1996,NA,NA,NA,NA
1997,24.1666666666667,29.2,19.2666666666667,1115.73
1998,22.7,29.6,17,1219.96
1999,NA,NA,NA,NA
2000,25.2,29.55,20.55,NA
2001,27.2,31.42,22.52,NA
2002,NA,NA,NA,NA
2003,25.36,30.08,20.61,857.773333333333
2004,NA,NA,NA,NA
2005,NA,NA,NA,NA
2006,NA,NA,NA,NA
2007,24.1857142857143,29.1428571428571,19.3571428571429,1168.138
2008,24.84,29.35,20.25,1894.2125
2009,NA,NA,NA,NA
2010,25.15,29.75,20.22,1518.15
2011,25.1111111111111,29.8555555555556,19.8222222222222,1738.14666666667
2012,25.5909090909091,30.1090909090909,20.1636363636364,1228.643
2013,25.6916666666667,30.35,20.3416666666667,1344.735
2014,25.5454545454545,30.5,20.2272727272727,1314.11111111111
2015,26.4384615384615,30.9692307692308,20.9,1086.39666666667
2016,26.2,30.9416666666667,20.3833333333333,1259.65416666667
2017,25.8454545454545,30.5727272727273,20.1545454545455,1472.15818181818
2018,24.14,29,19.18,955.326
2019,NA,NA,NA,NA
