"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1942,NA,NA,NA,NA
1943,26.9,32.3,22,NA
1944,26.8,32.3,22.1,1088.75
1945,26.8,32.2,22.2,NA
1946,27.3,31.9,23,NA
1947,27.8,32.1,23.9,956.93
1948,27.9,31.9,24.3,954.84
1949,NA,NA,NA,NA
1954,NA,NA,NA,NA
1955,NA,NA,NA,NA
1956,NA,NA,NA,NA
1957,NA,NA,NA,NA
1958,NA,NA,NA,NA
1959,NA,NA,NA,NA
1960,NA,NA,NA,NA
1961,-5.2,0.3,-13,NA
1962,-5.9,0.5,-14.4,1340.1
1963,-5.5,0.9,-13.7,1245.56
1969,-6.5,-0.4,-15,399.02
1970,-6.4,-0.5,-14.8,547.12
1971,NA,NA,NA,NA
1973,NA,NA,NA,NA
1974,-5.7,0.4,-13.5,447.8
1975,11.2,15.9,-13.9,749.29
1976,11.05,15.7,-14.3,213.09
1977,11.05,15.65,-14.5,550.71
1978,10.75,15.5,-14.5,255.415
1979,10.65,15.25,5.05,615.18
1980,11.95,16.4,6.8,119.14
1981,-6.1,0.1,-13.4,308.13
1982,-7.6,-1.7,-15.4,427.99
1983,-4.8,1.1,-12.6,232.9
1984,-6.2,-0.5,-13.7,556.24
1985,-5.3,0.6,-12.9,426.2
1986,-5,1,-12.5,364.74
1987,-7,-1,-14.3,453.92
1988,-5.3,0.8,-12.4,617.41
1989,-6,0.5,-13.7,401.83
1990,-6,0.8,-13.6,437.11
1991,-5.6,0.7,-12.8,247.91
1992,-6.3,0.1,-14.1,343.38
1993,NA,NA,NA,NA
1994,-5.7,0.5,-13.5,356.31
1995,NA,NA,NA,NA
1996,NA,NA,NA,NA
1997,NA,NA,NA,NA
1998,NA,NA,NA,NA
1999,NA,NA,NA,NA
2000,-5.1,0.7,-11.7,NA
2001,NA,NA,NA,NA
2002,NA,NA,NA,NA
2003,NA,NA,NA,NA
2004,NA,NA,NA,NA
2005,NA,NA,NA,NA
2006,NA,NA,NA,NA
2007,NA,NA,NA,NA
2008,NA,NA,NA,NA
2009,NA,NA,NA,NA
2010,29.5,32.7,25.1,NA
2011,29.3,32.4,24.4,NA
2012,NA,NA,NA,NA
2013,-4.7,0.5,-10.3,475.74
2014,-4.7,0.4,-10.3,NA
2015,-5.2,0.8,-11.3,444.72
2016,12.4,16.85,7.2,570.13
2017,12.6,17.4,7,340.58
2018,-3.9,2.1,-10.3,346.7
2019,NA,NA,NA,NA
